county,state,medianHouseholdIncome,medianHouseholdIncomeBucket,year
Santa Cruz,AZ,41259,95,2019
Yavapai,AZ,52451,276,2019
Yuma,AZ,45243,152,2019
Arkansas,AR,46696,174,2019
Ashley,AR,44744,146,2019
Baxter,AR,42260,109,2019
Benton,AR,66362,445,2019
Boone,AR,45374,154,2019
Bradley,AR,43184,122,2019
Calhoun,AR,46417,169,2019
Carroll,AR,46110,164,2019
Chicot,AR,34147,34,2019
Clark,AR,41620,100,2019
Clay,AR,37233,52,2019
Cleburne,AR,44483,141,2019
Cleveland,AR,46684,174,2019
Columbia,AR,36193,46,2019
Conway,AR,42802,117,2019
Craighead,AR,47286,184,2019
Crawford,AR,46828,176,2019
Crittenden,AR,40161,82,2019
Cross,AR,46787,176,2019
Dallas,AR,38072,61,2019
Desha,AR,31893,25,2019
Drew,AR,46997,178,2019
Faulkner,AR,52827,283,2019
Franklin,AR,38923,69,2019
Fulton,AR,35405,40,2019
Garland,AR,44777,146,2019
Grant,AR,55388,330,2019
Greene,AR,47056,179,2019
Hempstead,AR,42860,118,2019
Hot Spring,AR,43889,133,2019
Howard,AR,36059,44,2019
Independence,AR,44319,139,2019
Izard,AR,42876,118,2019
Jackson,AR,34109,34,2019
Jefferson,AR,40726,88,2019
Johnson,AR,38511,66,2019
Lafayette,AR,32397,28,2019
Lawrence,AR,39993,80,2019
Lee,AR,29681,18,2019
Lincoln,AR,46596,172,2019
Little River,AR,45113,151,2019
Logan,AR,41466,98,2019
Lonoke,AR,59094,379,2019
Madison,AR,41682,101,2019
Marion,AR,36719,48,2019
Miller,AR,43371,125,2019
Mississippi,AR,39962,80,2019
Monroe,AR,38468,65,2019
Montgomery,AR,35741,41,2019
Nevada,AR,38042,61,2019
Newton,AR,38082,62,2019
Ouachita,AR,35425,40,2019
Perry,AR,48667,206,2019
Phillips,AR,29320,18,2019
Pike,AR,40401,86,2019
Poinsett,AR,40921,91,2019
Polk,AR,37974,60,2019
Pope,AR,43462,127,2019
Prairie,AR,42660,115,2019
Pulaski,AR,51749,262,2019
Randolph,AR,37218,52,2019
St. Francis,AR,35348,40,2019
Saline,AR,64412,432,2019
Scott,AR,36092,45,2019
Searcy,AR,36438,47,2019
Sebastian,AR,46228,167,2019
Sevier,AR,47704,192,2019
Sharp,AR,34671,36,2019
Stone,AR,38188,63,2019
Union,AR,44663,144,2019
Van Buren,AR,38499,66,2019
Washington,AR,50451,239,2019
White,AR,44029,134,2019
Woodruff,AR,32845,29,2019
Yell,AR,43923,134,2019
Alameda,CA,99406,505,2019
Alpine,CA,63750,426,2019
Amador,CA,62772,415,2019
Butte,CA,52537,277,2019
Calaveras,CA,63158,420,2019
Colusa,CA,59401,382,2019
Contra Costa,CA,99716,505,2019
Del Norte,CA,45283,153,2019
El Dorado,CA,83377,491,2019
Fresno,CA,53969,306,2019
Glenn,CA,49633,222,2019
Humboldt,CA,48041,198,2019
Imperial,CA,47622,190,2019
Inyo,CA,57316,357,2019
Kern,CA,53350,294,2019
Kings,CA,57848,363,2019
Lake,CA,47040,179,2019
Lassen,CA,56352,342,2019
Los Angeles,CA,68044,454,2019
Madera,CA,57585,359,2019
Marin,CA,115246,509,2019
Mariposa,CA,48820,209,2019
Mendocino,CA,51416,255,2019
Merced,CA,53672,301,2019
Modoc,CA,45507,156,2019
Mono,CA,62260,411,2019
Monterey,CA,71015,464,2019
Napa,CA,88596,499,2019
Nevada,CA,66096,443,2019
Orange,CA,90234,501,2019
Placer,CA,89691,500,2019
Plumas,CA,55359,329,2019
Riverside,CA,67005,448,2019
Sacramento,CA,67151,450,2019
San Benito,CA,86958,496,2019
San Bernardino,CA,63362,421,2019
San Diego,CA,78980,483,2019
San Francisco,CA,112449,509,2019
San Joaquin,CA,64432,432,2019
San Luis Obispo,CA,73518,471,2019
San Mateo,CA,122641,511,2019
Santa Barbara,CA,74624,474,2019
Santa Clara,CA,124055,511,2019
Santa Cruz,CA,82234,489,2019
Shasta,CA,54667,318,2019
Sierra,CA,52148,268,2019
Siskiyou,CA,45241,152,2019
Solano,CA,81472,488,2019
Sonoma,CA,81018,487,2019
Stanislaus,CA,60704,397,2019
Sutter,CA,59050,378,2019
Tehama,CA,44514,142,2019
Trinity,CA,40846,90,2019
Tulare,CA,49687,223,2019
Tuolumne,CA,60108,389,2019
Ventura,CA,88131,498,2019
Yolo,CA,70228,461,2019
Yuba,CA,58054,366,2019
Adams,CO,71202,465,2019
Alamosa,CO,37515,56,2019
Arapahoe,CO,77469,481,2019
Archuleta,CO,52221,271,2019
Baca,CO,35878,42,2019
Bent,CO,30900,22,2019
Boulder,CO,83019,491,2019
Broomfield,CO,96416,503,2019
Chaffee,CO,55771,335,2019
Cheyenne,CO,53977,306,2019
Clear Creek,CO,67060,449,2019
Conejos,CO,36084,44,2019
Costilla,CO,30965,23,2019
Crowley,CO,42135,108,2019
Custer,CO,53119,290,2019
Delta,CO,45269,153,2019
Denver,CO,68592,455,2019
Dolores,CO,45972,162,2019
Douglas,CO,119730,510,2019
Eagle,CO,84790,493,2019
Elbert,CO,99199,505,2019
El Paso,CO,68779,456,2019
Fremont,CO,49409,217,2019
Garfield,CO,75937,477,2019
Gilpin,CO,76429,478,2019
Grand,CO,71198,465,2019
Gunnison,CO,56577,345,2019
Hinsdale,CO,56339,342,2019
Huerfano,CO,38137,62,2019
Jackson,CO,53300,293,2019
Jefferson,CO,82986,491,2019
Kiowa,CO,41731,101,2019
Kit Carson,CO,49349,216,2019
Lake,CO,50565,242,2019
La Plata,CO,68685,455,2019
Larimer,CO,71881,467,2019
Las Animas,CO,41817,103,2019
Lincoln,CO,47258,183,2019
Logan,CO,53318,294,2019
Mesa,CO,55379,330,2019
Mineral,CO,62188,410,2019
Moffat,CO,57229,355,2019
Montezuma,CO,49470,218,2019
Montrose,CO,50489,240,2019
Morgan,CO,53682,301,2019
Otero,CO,38169,63,2019
Ouray,CO,66417,445,2019
Park,CO,73622,472,2019
Phillips,CO,51155,251,2019
Pitkin,CO,78935,483,2019
Prowers,CO,41929,105,2019
Pueblo,CO,46783,175,2019
Rio Blanco,CO,54357,313,2019
Rio Grande,CO,39123,71,2019
Routt,CO,77443,480,2019
Saguache,CO,38571,67,2019
San Juan,CO,54625,317,2019
San Miguel,CO,67038,449,2019
Sedgwick,CO,43150,121,2019
Summit,CO,79277,483,2019
Teller,CO,66592,446,2019
Washington,CO,50094,230,2019
Weld,CO,74150,473,2019
Yuma,CO,52022,266,2019
Fairfield,CT,95645,503,2019
Hartford,CT,75148,476,2019
Litchfield,CT,79906,485,2019
Middlesex,CT,85898,495,2019
New Haven,CT,69905,460,2019
New London,CT,73490,471,2019
Tolland,CT,87069,496,2019
Windham,CT,66550,445,2019
Kent,DE,60910,400,2019
New Castle,DE,73892,472,2019
Sussex,DE,63162,420,2019
District of,,86420,495,2019
Alachua,FL,49689,223,2019
Baker,FL,63275,420,2019
Bay,FL,54316,312,2019
Bradford,FL,45921,161,2019
Brevard,FL,56775,348,2019
Broward,FL,59547,384,2019
Calhoun,FL,38568,67,2019
Charlotte,FL,51499,256,2019
Citrus,FL,44237,138,2019
Clay,FL,65740,442,2019
Collier,FL,69653,459,2019
Columbia,FL,46494,170,2019
DeSoto,FL,35438,40,2019
Dixie,FL,39828,77,2019
Duval,FL,55807,335,2019
Escambia,FL,50915,248,2019
Flagler,FL,54514,315,2019
Franklin,FL,46643,173,2019
Gadsden,FL,41401,97,2019
Gilchrist,FL,43640,130,2019
Glades,FL,40977,92,2019
Gulf,FL,47712,192,2019
Hamilton,FL,38569,67,2019
Hardee,FL,38682,68,2019
Hendry,FL,40820,89,2019
Hernando,FL,48812,209,2019
Highlands,FL,40942,92,2019
Hillsborough,FL,58884,376,2019
Holmes,FL,39102,71,2019
Indian River,FL,54740,319,2019
Jackson,FL,39872,79,2019
Jefferson,FL,47240,182,2019
Lafayette,FL,50165,232,2019
Lake,FL,54513,315,2019
Lee,FL,57832,362,2019
Leon,FL,53106,289,2019
Levy,FL,37326,53,2019
Liberty,FL,38015,60,2019
Madison,FL,37037,50,2019
Manatee,FL,59009,377,2019
Marion,FL,45371,154,2019
Martin,FL,61133,402,2019
Miami-Dade,FL,51347,254,2019
Monroe,FL,70033,461,2019
Nassau,FL,69943,460,2019
Okaloosa,FL,63412,422,2019
Okeechobee,FL,41760,102,2019
Orange,FL,58254,369,2019
Osceola,FL,52279,272,2019
Palm Beach,FL,63299,421,2019
Pasco,FL,52828,283,2019
Pinellas,FL,54090,308,2019
Polk,FL,50584,243,2019
Putnam,FL,37670,57,2019
St. Johns,FL,82252,489,2019
St. Lucie,FL,52322,272,2019
Santa Rosa,FL,67949,453,2019
Sarasota,FL,62236,411,2019
Seminole,FL,66768,446,2019
Sumter,FL,57226,355,2019
Suwannee,FL,47839,194,2019
Taylor,FL,40306,84,2019
Union,FL,44270,139,2019
Volusia,FL,49494,219,2019
Wakulla,FL,61410,405,2019
Walton,FL,58093,367,2019
Washington,FL,37022,50,2019
Appling,GA,40304,84,2019
Atkinson,GA,37197,51,2019
Bacon,GA,37519,56,2019
Baker,GA,32917,30,2019
Baldwin,GA,43672,131,2019
Banks,GA,47811,193,2019
Barrow,GA,62345,412,2019
Bartow,GA,57423,357,2019
Ben Hill,GA,32229,27,2019
Berrien,GA,40415,86,2019
Bibb,GA,41334,96,2019
Bleckley,GA,48174,200,2019
Brantley,GA,38857,69,2019
Brooks,GA,38285,64,2019
Bryan,GA,72624,470,2019
Bulloch,GA,45550,157,2019
Burke,GA,44151,137,2019
Butts,GA,43471,127,2019
Calhoun,GA,34167,34,2019
Camden,GA,56951,350,2019
Candler,GA,33736,32,2019
Carroll,GA,53737,302,2019
Catoosa,GA,56235,341,2019
Charlton,GA,41961,105,2019
Chatham,GA,56842,349,2019
Chattahoochee,GA,47096,179,2019
Chattooga,GA,36807,49,2019
Cherokee,GA,82740,490,2019
Clarke,GA,38623,67,2019
Clay,GA,22325,10,2019
Clayton,GA,47864,194,2019
Clinch,GA,27658,15,2019
Cobb,GA,77932,481,2019
Coffee,GA,40859,90,2019
Colquitt,GA,36435,47,2019
Columbia,GA,82339,490,2019
Cook,GA,41854,103,2019
Coweta,GA,75913,477,2019
Crawford,GA,46283,167,2019
Crisp,GA,36042,44,2019
Dade,GA,42581,114,2019
Dawson,GA,66281,444,2019
Decatur,GA,41481,98,2019
DeKalb,GA,62399,412,2019
Dodge,GA,39302,72,2019
Dooly,GA,37340,53,2019
Dougherty,GA,39584,75,2019
Douglas,GA,63835,427,2019
Early,GA,30640,21,2019
Echols,GA,39494,74,2019
Effingham,GA,66822,447,2019
Elbert,GA,38678,67,2019
Emanuel,GA,37453,55,2019
Evans,GA,42607,115,2019
Fannin,GA,47997,196,2019
Fayette,GA,90145,501,2019
Floyd,GA,48336,202,2019
Forsyth,GA,107218,508,2019
Franklin,GA,42488,113,2019
Fulton,GA,69673,459,2019
Gilmer,GA,52625,279,2019
Glascock,GA,45000,149,2019
Glynn,GA,52977,287,2019
Gordon,GA,45865,161,2019
Grady,GA,43531,128,2019
Greene,GA,52129,268,2019
Gwinnett,GA,71026,464,2019
Habersham,GA,50563,242,2019
Hall,GA,62984,417,2019
Hancock,GA,31860,25,2019
Haralson,GA,48550,204,2019
Harris,GA,76319,478,2019
Hart,GA,43204,122,2019
Heard,GA,51358,254,2019
Henry,GA,71288,465,2019
Houston,GA,61723,408,2019
Irwin,GA,37736,58,2019
Jackson,GA,65385,440,2019
Jasper,GA,51250,253,2019
Jeff Davis,GA,36669,48,2019
Jefferson,GA,33944,33,2019
Jenkins,GA,27375,15,2019
Johnson,GA,42446,112,2019
Jones,GA,56020,338,2019
Lamar,GA,44846,147,2019
Lanier,GA,40986,93,2019
Laurens,GA,39120,71,2019
Lee,GA,69280,458,2019
Liberty,GA,48007,197,2019
Lincoln,GA,39742,77,2019
Long,GA,54605,317,2019
Lowndes,GA,42441,112,2019
Lumpkin,GA,51790,262,2019
McDuffie,GA,43468,127,2019
McIntosh,GA,49504,219,2019
Macon,GA,32161,26,2019
Madison,GA,52500,277,2019
Marion,GA,44643,144,2019
Meriwether,GA,37121,51,2019
Miller,GA,44542,142,2019
Mitchell,GA,38116,62,2019
Monroe,GA,54754,319,2019
Montgomery,GA,41996,106,2019
Morgan,GA,66178,443,2019
Murray,GA,48033,197,2019
Muscogee,GA,46408,169,2019
Newton,GA,56316,341,2019
Oconee,GA,90751,501,2019
Oglethorpe,GA,47120,180,2019
Paulding,GA,68370,454,2019
Peach,GA,46636,172,2019
Pickens,GA,67631,451,2019
Pierce,GA,42804,117,2019
Pike,GA,64878,437,2019
Polk,GA,44891,148,2019
Pulaski,GA,45148,152,2019
Putnam,GA,51606,258,2019
Quitman,GA,26667,14,2019
Rabun,GA,42500,113,2019
Randolph,GA,31699,24,2019
Richmond,GA,42728,116,2019
Rockdale,GA,60189,391,2019
Schley,GA,44448,141,2019
Screven,GA,39842,78,2019
Seminole,GA,33357,31,2019
Spalding,GA,47111,180,2019
Stephens,GA,47164,180,2019
Stewart,GA,29732,19,2019
Sumter,GA,36681,48,2019
Talbot,GA,38549,66,2019
Taliaferro,GA,37446,55,2019
Tattnall,GA,40730,88,2019
Taylor,GA,33832,32,2019
Telfair,GA,32405,28,2019
Terrell,GA,34768,36,2019
Thomas,GA,43740,131,2019
Tift,GA,45639,158,2019
Toombs,GA,40175,83,2019
Towns,GA,48219,200,2019
Treutlen,GA,32241,27,2019
Troup,GA,45649,158,2019
Turner,GA,37039,50,2019
Twiggs,GA,34879,37,2019
Union,GA,50021,229,2019
Upson,GA,37640,57,2019
Walker,GA,46157,166,2019
Walton,GA,61599,407,2019
Ware,GA,36869,50,2019
Warren,GA,37203,52,2019
Washington,GA,38068,61,2019
Wayne,GA,45483,155,2019
Webster,GA,37297,53,2019
Wheeler,GA,30192,21,2019
White,GA,52493,276,2019
Whitfield,GA,48623,206,2019
Wilcox,GA,36964,50,2019
Wilkes,GA,37838,58,2019
Wilkinson,GA,38996,70,2019
Worth,GA,45398,155,2019
Hawaii,HI,62409,413,2019
Honolulu,HI,85857,494,2019
Kalawao,HI,69375,458,2019
Kauai,HI,83554,492,2019
Maui,HI,80948,487,2019
Ada,ID,66293,444,2019
Adams,ID,48856,210,2019
Bannock,ID,51734,261,2019
Bear Lake,ID,54167,309,2019
Benewah,ID,47556,189,2019
Bingham,ID,55472,331,2019
Blaine,ID,56694,346,2019
Boise,ID,59646,385,2019
Bonner,ID,50256,234,2019
Bonneville,ID,60615,396,2019
Boundary,ID,43423,126,2019
Butte,ID,42132,107,2019
Camas,ID,39688,76,2019
Canyon,ID,52134,268,2019
Caribou,ID,59053,378,2019
Cassia,ID,52935,286,2019
Clark,ID,46154,165,2019
Clearwater,ID,43915,133,2019
Custer,ID,40875,90,2019
Elmore,ID,46855,177,2019
Franklin,ID,57215,355,2019
Fremont,ID,58065,366,2019
Gem,ID,45492,155,2019
Gooding,ID,47204,182,2019
Idaho,ID,41516,99,2019
Jefferson,ID,63048,418,2019
Jerome,ID,52921,286,2019
Kootenai,ID,57242,355,2019
Latah,ID,49158,213,2019
Lemhi,ID,39324,73,2019
Lewis,ID,41198,95,2019
Lincoln,ID,50053,229,2019
Madison,ID,39160,72,2019
Minidoka,ID,53370,295,2019
Nez Perce,ID,58107,367,2019
Oneida,ID,53841,303,2019
Owyhee,ID,43798,132,2019
Payette,ID,50579,242,2019
Power,ID,48823,209,2019
Shoshone,ID,39386,74,2019
Teton,ID,74216,473,2019
Twin Falls,ID,52919,286,2019
Valley,ID,64475,433,2019
Washington,ID,40992,93,2019
Adams,IL,52993,287,2019
Alexander,IL,36806,49,2019
Bond,IL,57289,356,2019
Boone,IL,69272,458,2019
Brown,IL,61655,407,2019
Bureau,IL,57436,358,2019
Calhoun,IL,63009,418,2019
Carroll,IL,52410,275,2019
Cass,IL,52373,274,2019
Champaign,IL,52797,282,2019
Christian,IL,52834,284,2019
Clark,IL,56531,344,2019
Clay,IL,48500,204,2019
Clinton,IL,66639,446,2019
Coles,IL,46202,166,2019
Cook,IL,64660,435,2019
Crawford,IL,49779,225,2019
Cumberland,IL,56206,341,2019
DeKalb,IL,63317,421,2019
De Witt,IL,55587,333,2019
Douglas,IL,56714,347,2019
DuPage,IL,92809,502,2019
Edgar,IL,53647,300,2019
Edwards,IL,51080,250,2019
Effingham,IL,56685,346,2019
Fayette,IL,46650,173,2019
Ford,IL,52092,267,2019
Franklin,IL,42769,117,2019
Fulton,IL,51643,259,2019
Gallatin,IL,44076,135,2019
Greene,IL,49885,226,2019
Grundy,IL,77350,480,2019
Hamilton,IL,54046,307,2019
Hancock,IL,52561,278,2019
Hardin,IL,51250,253,2019
Henderson,IL,53676,301,2019
Henry,IL,59933,387,2019
Iroquois,IL,52700,281,2019
Jackson,IL,37241,52,2019
Jasper,IL,54256,311,2019
Jefferson,IL,49896,227,2019
Jersey,IL,63028,418,2019
Jo Daviess,IL,57946,364,2019
Johnson,IL,52774,282,2019
Kane,IL,79394,483,2019
Kankakee,IL,58902,376,2019
Kendall,IL,96563,503,2019
Knox,IL,44129,136,2019
Lake,IL,89427,500,2019
LaSalle,IL,58142,368,2019
Lawrence,IL,46636,172,2019
Lee,IL,58194,368,2019
Livingston,IL,55160,326,2019
Logan,IL,57308,356,2019
McDonough,IL,44471,141,2019
McHenry,IL,86799,496,2019
McLean,IL,67675,452,2019
Macon,IL,50480,239,2019
Macoupin,IL,55159,326,2019
Madison,IL,60738,398,2019
Marion,IL,47519,188,2019
Marshall,IL,58465,372,2019
Mason,IL,48417,203,2019
Massac,IL,47481,187,2019
Menard,IL,74684,475,2019
Mercer,IL,59787,386,2019
Monroe,IL,85747,494,2019
Montgomery,IL,52748,282,2019
Morgan,IL,51437,255,2019
Moultrie,IL,61456,406,2019
Ogle,IL,60986,401,2019
Peoria,IL,55842,336,2019
Perry,IL,52428,275,2019
Piatt,IL,70849,464,2019
Pike,IL,47492,187,2019
Pope,IL,38056,61,2019
Pulaski,IL,34640,35,2019
Putnam,IL,63638,425,2019
Randolph,IL,53816,303,2019
Richland,IL,48894,210,2019
Rock Island,IL,54858,321,2019
St. Clair,IL,55179,327,2019
Saline,IL,44090,135,2019
Sangamon,IL,61912,409,2019
Schuyler,IL,52357,274,2019
Scott,IL,57118,352,2019
Shelby,IL,52953,286,2019
Stark,IL,54907,322,2019
Stephenson,IL,48805,208,2019
Tazewell,IL,63454,423,2019
Union,IL,50625,244,2019
Vermilion,IL,46515,171,2019
Wabash,IL,50770,246,2019
Warren,IL,50310,236,2019
Washington,IL,61763,408,2019
Wayne,IL,50251,234,2019
White,IL,49290,215,2019
Whiteside,IL,54232,310,2019
Will,IL,86961,496,2019
Williamson,IL,50734,245,2019
Winnebago,IL,54489,314,2019
Woodford,IL,72808,470,2019
Adams,IN,52504,277,2019
Allen,IN,54857,321,2019
Bartholomew,IN,63431,422,2019
Benton,IN,49488,219,2019
Blackford,IN,43505,127,2019
Boone,IN,83077,491,2019
Brown,IN,61030,401,2019
Carroll,IN,54806,320,2019
Cass,IN,49415,218,2019
Clark,IN,55630,333,2019
Clay,IN,55637,333,2019
Clinton,IN,54286,311,2019
Crawford,IN,41662,100,2019
Daviess,IN,53629,300,2019
Dearborn,IN,68658,455,2019
Decatur,IN,57949,364,2019
DeKalb,IN,56421,343,2019
Delaware,IN,43512,127,2019
Dubois,IN,60666,397,2019
Elkhart,IN,57021,351,2019
Fayette,IN,46175,166,2019
Floyd,IN,64468,433,2019
Fountain,IN,52874,284,2019
Franklin,IN,62462,413,2019
Fulton,IN,52034,266,2019
Gibson,IN,55462,331,2019
Grant,IN,44356,140,2019
Greene,IN,51613,258,2019
Hamilton,IN,98173,505,2019
Hancock,IN,74072,473,2019
Harrison,IN,57712,360,2019
Hendricks,IN,81933,488,2019
Henry,IN,49832,225,2019
Howard,IN,52373,274,2019
Huntington,IN,53632,300,2019
Jackson,IN,51250,253,2019
Jasper,IN,63892,427,2019
Jay,IN,47658,191,2019
Jefferson,IN,52718,281,2019
Jennings,IN,54191,309,2019
Johnson,IN,72440,469,2019
Knox,IN,47380,186,2019
Kosciusko,IN,61366,405,2019
LaGrange,IN,64498,433,2019
Lake,IN,56128,340,2019
LaPorte,IN,53658,300,2019
Lawrence,IN,53610,299,2019
Madison,IN,49522,219,2019
Marion,IN,48316,201,2019
Marshall,IN,52658,280,2019
Martin,IN,52726,281,2019
Miami,IN,50657,244,2019
Monroe,IN,49839,225,2019
Montgomery,IN,55522,332,2019
Morgan,IN,64335,431,2019
Newton,IN,55356,329,2019
Noble,IN,56789,348,2019
Ohio,IN,60128,390,2019
Orange,IN,47917,195,2019
Owen,IN,49543,220,2019
Parke,IN,52618,279,2019
Perry,IN,52348,273,2019
Pike,IN,50194,233,2019
Porter,IN,71152,465,2019
Posey,IN,64196,430,2019
Pulaski,IN,49580,221,2019
Putnam,IN,61047,402,2019
Randolph,IN,48036,198,2019
Ripley,IN,56332,342,2019
Rush,IN,54346,313,2019
St. Joseph,IN,52769,282,2019
Scott,IN,48700,207,2019
Shelby,IN,60404,394,2019
Spencer,IN,57305,356,2019
Starke,IN,51190,251,2019
Steuben,IN,58279,369,2019
Sullivan,IN,50245,234,2019
Switzerland,IN,49383,217,2019
Tippecanoe,IN,53130,290,2019
Tipton,IN,58118,367,2019
Union,IN,50375,237,2019
Vanderburgh,IN,49708,224,2019
Vermillion,IN,50243,234,2019
Vigo,IN,45230,152,2019
Wabash,IN,54259,311,2019
Warren,IN,60553,395,2019
Warrick,IN,73482,471,2019
Washington,IN,47983,196,2019
Wayne,IN,46516,171,2019
Wells,IN,59237,380,2019
White,IN,54576,316,2019
Whitley,IN,61741,408,2019
Adair,IA,53363,295,2019
Adams,IA,49255,214,2019
Allamakee,IA,52216,271,2019
Appanoose,IA,40167,82,2019
Audubon,IA,52055,266,2019
Benton,IA,67729,452,2019
Black Hawk,IA,53539,298,2019
Boone,IA,64000,428,2019
Bremer,IA,70395,462,2019
Buchanan,IA,64837,436,2019
Buena Vista,IA,57125,352,2019
Butler,IA,57115,352,2019
Calhoun,IA,52323,273,2019
Carroll,IA,59212,379,2019
Cass,IA,50187,232,2019
Cedar,IA,67795,453,2019
Cerro Gordo,IA,53963,305,2019
Cherokee,IA,56550,344,2019
Chickasaw,IA,60034,388,2019
Clarke,IA,54427,314,2019
Clay,IA,50521,240,2019
Clayton,IA,53152,290,2019
Clinton,IA,51688,260,2019
Crawford,IA,55755,335,2019
Dallas,IA,88479,498,2019
Davis,IA,63404,422,2019
Decatur,IA,44462,141,2019
Delaware,IA,63750,426,2019
Des Moines,IA,51267,253,2019
Dickinson,IA,59969,388,2019
Dubuque,IA,63031,418,2019
Emmet,IA,51563,257,2019
Fayette,IA,51128,250,2019
Floyd,IA,50406,238,2019
Franklin,IA,56419,343,2019
Fremont,IA,56750,347,2019
Greene,IA,53050,288,2019
Grundy,IA,68038,454,2019
Guthrie,IA,61161,402,2019
Hamilton,IA,60910,400,2019
Hancock,IA,61761,408,2019
Hardin,IA,54196,310,2019
Harrison,IA,63854,427,2019
Henry,IA,53501,298,2019
Howard,IA,55060,324,2019
Humboldt,IA,54575,316,2019
Ida,IA,58427,371,2019
Iowa,IA,61443,405,2019
Jackson,IA,55967,337,2019
Jasper,IA,58952,377,2019
Jefferson,IA,47708,192,2019
Johnson,IA,62542,413,2019
Jones,IA,57549,359,2019
Keokuk,IA,52881,284,2019
Kossuth,IA,56073,339,2019
Lee,IA,49564,221,2019
Linn,IA,64903,437,2019
Louisa,IA,56673,346,2019
Lucas,IA,55205,327,2019
Lyon,IA,64982,438,2019
Madison,IA,66316,444,2019
Mahaska,IA,54825,321,2019
Marion,IA,61038,401,2019
Marshall,IA,56437,343,2019
Mills,IA,72079,468,2019
Mitchell,IA,58302,370,2019
Monona,IA,47605,190,2019
Monroe,IA,58269,369,2019
Montgomery,IA,51696,261,2019
Muscatine,IA,58453,371,2019
O'Brien,IA,53703,301,2019
Osceola,IA,59725,386,2019
Page,IA,51867,263,2019
Palo Alto,IA,52932,286,2019
