county,state,medianHomeValue,medianHomeValueBucket,year
Chaffee,CO,357800,494,2019
Cheyenne,CO,108000,178,2019
Clear Creek,CO,378300,498,2019
Conejos,CO,120500,235,2019
Costilla,CO,113000,201,2019
Crowley,CO,79400,45,2019
Custer,CO,281900,476,2019
Delta,CO,241500,456,2019
Denver,CO,390600,499,2019
Dolores,CO,116600,217,2019
Douglas,CO,468700,503,2019
Eagle,CO,562300,507,2019
Elbert,CO,463600,503,2019
El Paso,CO,275000,473,2019
Fremont,CO,174000,385,2019
Garfield,CO,360600,495,2019
Gilpin,CO,353400,493,2019
Grand,CO,308200,485,2019
Gunnison,CO,367300,497,2019
Hinsdale,CO,350000,493,2019
Huerfano,CO,161600,355,2019
Jackson,CO,196700,414,2019
Jefferson,CO,397700,500,2019
Kiowa,CO,86500,77,2019
Kit Carson,CO,122400,243,2019
Lake,CO,232100,450,2019
La Plata,CO,395600,500,2019
Larimer,CO,363800,496,2019
Las Animas,CO,151100,327,2019
Lincoln,CO,147100,316,2019
Logan,CO,157900,346,2019
Mesa,CO,227000,445,2019
Mineral,CO,308600,485,2019
Moffat,CO,182300,398,2019
Montezuma,CO,222800,441,2019
Montrose,CO,224400,443,2019
Morgan,CO,201200,421,2019
Otero,CO,94900,118,2019
Ouray,CO,449000,502,2019
Park,CO,327200,489,2019
Phillips,CO,158500,347,2019
Pitkin,CO,615900,508,2019
Prowers,CO,106100,170,2019
Pueblo,CO,164600,362,2019
Rio Blanco,CO,197100,415,2019
Rio Grande,CO,172000,380,2019
Routt,CO,535300,506,2019
Saguache,CO,152700,332,2019
San Juan,CO,322400,488,2019
San Miguel,CO,479300,504,2019
Sedgwick,CO,97100,128,2019
Summit,CO,579600,508,2019
Teller,CO,292700,481,2019
Washington,CO,151300,328,2019
Weld,CO,299000,482,2019
Yuma,CO,191800,409,2019
Fairfield,CT,428500,501,2019
Hartford,CT,240600,455,2019
Litchfield,CT,251000,461,2019
Middlesex,CT,286800,479,2019
New Haven,CT,248600,460,2019
New London,CT,241700,456,2019
Tolland,CT,253100,463,2019
Windham,CT,204400,425,2019
Kent,DE,220600,440,2019
New Castle,DE,260800,466,2019
Sussex,DE,258600,466,2019
District of,,601500,508,2019
Alachua,FL,186700,403,2019
Baker,FL,138900,294,2019
Bay,FL,178400,392,2019
Bradford,FL,110800,191,2019
Brevard,FL,196400,413,2019
Broward,FL,265000,469,2019
Calhoun,FL,85000,70,2019
Charlotte,FL,195400,412,2019
Citrus,FL,131500,272,2019
Clay,FL,185400,402,2019
Collier,FL,360800,495,2019
Columbia,FL,124200,250,2019
DeSoto,FL,87700,83,2019
Dixie,FL,78500,42,2019
Duval,FL,180700,395,2019
Escambia,FL,146200,314,2019
Flagler,FL,217500,437,2019
Franklin,FL,166000,366,2019
Gadsden,FL,96800,127,2019
Gilchrist,FL,104800,165,2019
Glades,FL,76700,37,2019
Gulf,FL,160700,353,2019
Hamilton,FL,80100,47,2019
Hardee,FL,83400,62,2019
Hendry,FL,94500,116,2019
Hernando,FL,142500,304,2019
Highlands,FL,108100,179,2019
Hillsborough,FL,216300,436,2019
Holmes,FL,92700,108,2019
Indian River,FL,202300,422,2019
Jackson,FL,99000,138,2019
Jefferson,FL,133500,279,2019
Lafayette,FL,104700,164,2019
Lake,FL,181400,396,2019
Lee,FL,224800,444,2019
Leon,FL,203100,424,2019
Levy,FL,105700,169,2019
Liberty,FL,75100,31,2019
Madison,FL,89100,92,2019
Manatee,FL,238500,454,2019
Marion,FL,139900,298,2019
Martin,FL,273700,472,2019
Miami-Dade,FL,289600,480,2019
Monroe,FL,494100,504,2019
Nassau,FL,230900,449,2019
Okaloosa,FL,219100,438,2019
Okeechobee,FL,106000,169,2019
Orange,FL,235800,452,2019
Osceola,FL,201000,420,2019
Palm Beach,FL,283600,478,2019
Pasco,FL,162100,356,2019
Pinellas,FL,201200,421,2019
Polk,FL,150800,327,2019
Putnam,FL,89100,92,2019
St. Johns,FL,304700,484,2019
St. Lucie,FL,186900,404,2019
Santa Rosa,FL,199200,418,2019
Sarasota,FL,251600,462,2019
Seminole,FL,242600,457,2019
Sumter,FL,258600,466,2019
Suwannee,FL,101300,148,2019
Taylor,FL,85100,71,2019
Union,FL,118400,226,2019
Volusia,FL,175000,387,2019
Wakulla,FL,144000,308,2019
Walton,FL,229500,447,2019
Washington,FL,113200,202,2019
Appling,GA,80200,48,2019
Atkinson,GA,62700,9,2019
Bacon,GA,81100,52,2019
Baker,GA,81800,55,2019
Baldwin,GA,120300,235,2019
Banks,GA,151100,327,2019
Barrow,GA,159700,351,2019
Bartow,GA,163900,361,2019
Ben Hill,GA,83400,62,2019
Berrien,GA,88000,85,2019
Bibb,GA,120200,234,2019
Bleckley,GA,102300,153,2019
Brantley,GA,72300,26,2019
Brooks,GA,107800,178,2019
Bryan,GA,223900,442,2019
Bulloch,GA,140700,300,2019
Burke,GA,88700,90,2019
Butts,GA,132600,276,2019
Calhoun,GA,51500,3,2019
Camden,GA,165700,365,2019
Candler,GA,96100,124,2019
Carroll,GA,137800,291,2019
Catoosa,GA,144300,310,2019
Charlton,GA,83300,62,2019
Chatham,GA,194500,411,2019
Chattahoochee,GA,71300,23,2019
Chattooga,GA,72200,25,2019
Cherokee,GA,253500,463,2019
Clarke,GA,170700,378,2019
Clay,GA,71400,24,2019
Clayton,GA,108500,180,2019
Clinch,GA,61000,8,2019
Cobb,GA,253900,464,2019
Coffee,GA,100600,144,2019
Colquitt,GA,85600,74,2019
Columbia,GA,203400,424,2019
Cook,GA,87500,81,2019
Coweta,GA,211600,430,2019
Crawford,GA,93400,111,2019
Crisp,GA,83100,60,2019
Dade,GA,123500,246,2019
Dawson,GA,230300,448,2019
Decatur,GA,110900,192,2019
DeKalb,GA,215600,435,2019
Dodge,GA,76300,35,2019
Dooly,GA,83300,62,2019
Dougherty,GA,103500,159,2019
Douglas,GA,161600,355,2019
Early,GA,86900,79,2019
Echols,GA,59100,7,2019
Effingham,GA,163600,360,2019
Elbert,GA,84700,68,2019
Emanuel,GA,73100,28,2019
Evans,GA,87900,84,2019
Fannin,GA,197800,416,2019
Fayette,GA,281400,476,2019
Floyd,GA,132400,275,2019
Forsyth,GA,339700,491,2019
Franklin,GA,108700,182,2019
Fulton,GA,313300,486,2019
Gilmer,GA,177500,391,2019
Glascock,GA,81700,54,2019
Glynn,GA,179000,393,2019
Gordon,GA,136000,285,2019
Grady,GA,119800,232,2019
Greene,GA,210300,430,2019
Gwinnett,GA,217900,437,2019
Habersham,GA,150500,326,2019
Hall,GA,201300,421,2019
Hancock,GA,85000,70,2019
Haralson,GA,124200,250,2019
Harris,GA,217000,437,2019
Hart,GA,137700,291,2019
Heard,GA,109000,182,2019
Henry,GA,175300,388,2019
Houston,GA,142600,305,2019
Irwin,GA,79800,47,2019
Jackson,GA,189700,406,2019
Jasper,GA,139400,296,2019
Jeff Davis,GA,79800,47,2019
Jefferson,GA,72500,26,2019
Jenkins,GA,74500,30,2019
Johnson,GA,64100,10,2019
Jones,GA,124100,249,2019
Lamar,GA,145600,312,2019
Lanier,GA,114900,209,2019
Laurens,GA,94600,116,2019
Lee,GA,152800,333,2019
Liberty,GA,124500,251,2019
Lincoln,GA,127700,260,2019
Long,GA,122100,241,2019
Lowndes,GA,140600,300,2019
Lumpkin,GA,185800,403,2019
McDuffie,GA,109500,185,2019
McIntosh,GA,128000,262,2019
Macon,GA,63800,10,2019
Madison,GA,131300,272,2019
Marion,GA,90000,97,2019
Meriwether,GA,103300,158,2019
Miller,GA,89400,94,2019
Mitchell,GA,85400,72,2019
Monroe,GA,166900,368,2019
Montgomery,GA,84000,66,2019
Morgan,GA,229000,447,2019
Murray,GA,108300,180,2019
Muscogee,GA,141300,301,2019
Newton,GA,151800,330,2019
Oconee,GA,286600,479,2019
Oglethorpe,GA,118500,226,2019
Paulding,GA,173600,384,2019
Peach,GA,135100,283,2019
Pickens,GA,200200,419,2019
Pierce,GA,104400,163,2019
Pike,GA,173000,382,2019
Polk,GA,110700,191,2019
Pulaski,GA,120100,234,2019
Putnam,GA,160400,352,2019
Quitman,GA,59900,7,2019
Rabun,GA,174500,386,2019
Randolph,GA,71900,25,2019
Richmond,GA,108000,178,2019
Rockdale,GA,163900,361,2019
Schley,GA,125300,254,2019
Screven,GA,81200,53,2019
Seminole,GA,81100,52,2019
Spalding,GA,122800,244,2019
Stephens,GA,105300,167,2019
Stewart,GA,49200,2,2019
Sumter,GA,95700,121,2019
Talbot,GA,86400,77,2019
Taliaferro,GA,80200,48,2019
Tattnall,GA,89200,93,2019
Taylor,GA,83600,64,2019
Telfair,GA,64600,12,2019
Terrell,GA,92100,105,2019
Thomas,GA,146800,316,2019
Tift,GA,118100,224,2019
Toombs,GA,95300,119,2019
Towns,GA,230500,448,2019
Treutlen,GA,69400,19,2019
Troup,GA,136700,288,2019
Turner,GA,79700,46,2019
Twiggs,GA,65100,13,2019
Union,GA,196500,414,2019
Upson,GA,93300,110,2019
Walker,GA,120600,236,2019
Walton,GA,190300,407,2019
Ware,GA,83100,60,2019
Warren,GA,66200,14,2019
Washington,GA,84800,69,2019
Wayne,GA,105400,168,2019
Webster,GA,65700,13,2019
Wheeler,GA,58800,6,2019
White,GA,176300,389,2019
Whitfield,GA,133400,279,2019
Wilcox,GA,61800,9,2019
Wilkes,GA,87200,81,2019
Wilkinson,GA,70700,22,2019
Worth,GA,98700,136,2019
Hawaii,HI,350000,493,2019
Honolulu,HI,678200,509,2019
Kauai,HI,570700,507,2019
Maui,HI,633500,509,2019
Ada,ID,270800,471,2019
Adams,ID,215500,435,2019
Bannock,ID,160000,351,2019
Bear Lake,ID,149800,324,2019
Benewah,ID,167000,368,2019
Bingham,ID,160100,352,2019
Blaine,ID,428900,502,2019
Boise,ID,232300,450,2019
Bonner,ID,254200,464,2019
Bonneville,ID,181200,396,2019
Boundary,ID,205000,426,2019
Butte,ID,128900,265,2019
Camas,ID,183300,399,2019
Canyon,ID,178300,392,2019
Caribou,ID,145900,312,2019
Cassia,ID,162100,356,2019
Clark,ID,98100,133,2019
Clearwater,ID,155900,341,2019
Custer,ID,191600,408,2019
Elmore,ID,153800,336,2019
Franklin,ID,211900,431,2019
Fremont,ID,169900,376,2019
Gem,ID,168700,372,2019
Gooding,ID,157800,346,2019
Idaho,ID,173200,383,2019
Jefferson,ID,203700,424,2019
Jerome,ID,164600,362,2019
Kootenai,ID,260300,466,2019
Latah,ID,228200,446,2019
Lemhi,ID,177000,390,2019
Lewis,ID,132300,275,2019
Lincoln,ID,145600,312,2019
Madison,ID,219100,438,2019
Minidoka,ID,149600,323,2019
Nez Perce,ID,191500,408,2019
Oneida,ID,167100,369,2019
Owyhee,ID,147800,319,2019
Payette,ID,165600,364,2019
Power,ID,151300,328,2019
Shoshone,ID,127900,261,2019
Teton,ID,346600,492,2019
Twin Falls,ID,166800,368,2019
Valley,ID,314800,487,2019
Washington,ID,148900,322,2019
Adams,IL,127800,260,2019
Alexander,IL,56000,5,2019
Bond,IL,119700,231,2019
Boone,IL,153400,335,2019
Brown,IL,96200,124,2019
Bureau,IL,111700,195,2019
Calhoun,IL,121000,237,2019
Carroll,IL,106100,170,2019
Cass,IL,80800,50,2019
Champaign,IL,162100,356,2019
Christian,IL,90900,100,2019
Clark,IL,92500,107,2019
Clay,IL,84500,68,2019
Clinton,IL,146200,314,2019
Coles,IL,100500,143,2019
Cook,IL,246600,459,2019
Crawford,IL,87800,83,2019
Cumberland,IL,105800,169,2019
DeKalb,IL,173100,383,2019
De Witt,IL,99500,140,2019
Douglas,IL,111400,194,2019
DuPage,IL,308500,485,2019
Edgar,IL,82800,59,2019
Edwards,IL,79300,44,2019
Effingham,IL,143600,308,2019
Fayette,IL,88300,87,2019
Ford,IL,98300,134,2019
Franklin,IL,76100,34,2019
Fulton,IL,88600,89,2019
Gallatin,IL,73900,29,2019
Greene,IL,81000,52,2019
Grundy,IL,199300,418,2019
Hamilton,IL,93500,112,2019
Hancock,IL,85600,74,2019
Hardin,IL,80500,49,2019
Henderson,IL,92000,104,2019
Henry,IL,119200,229,2019
Iroquois,IL,102800,156,2019
Jackson,IL,108600,181,2019
Jasper,IL,99500,140,2019
Jefferson,IL,96700,127,2019
Jersey,IL,147900,319,2019
Jo Daviess,IL,149100,322,2019
Johnson,IL,109500,185,2019
Kane,IL,238300,454,2019
Kankakee,IL,147900,319,2019
Kendall,IL,235600,451,2019
Knox,IL,83000,60,2019
Lake,IL,265100,469,2019
LaSalle,IL,127200,259,2019
Lawrence,IL,78400,42,2019
Lee,IL,119900,232,2019
Livingston,IL,109400,184,2019
Logan,IL,103200,158,2019
McDonough,IL,91800,103,2019
McHenry,IL,224500,443,2019
McLean,IL,167000,368,2019
Macon,IL,98400,135,2019
Macoupin,IL,100600,144,2019
Madison,IL,135600,284,2019
Marion,IL,77900,40,2019
Marshall,IL,104900,165,2019
Mason,IL,83000,60,2019
Massac,IL,83600,64,2019
Menard,IL,146900,316,2019
Mercer,IL,107600,177,2019
Monroe,IL,211300,430,2019
Montgomery,IL,84100,66,2019
Morgan,IL,110100,188,2019
Moultrie,IL,107400,176,2019
Ogle,IL,146900,316,2019
Peoria,IL,129800,268,2019
Perry,IL,86500,77,2019
Piatt,IL,138600,293,2019
Pike,IL,85400,72,2019
Pope,IL,93000,110,2019
Pulaski,IL,61300,8,2019
Putnam,IL,126800,258,2019
Randolph,IL,110200,188,2019
Richland,IL,89600,95,2019
Rock Island,IL,119400,230,2019
St. Clair,IL,128000,262,2019
Saline,IL,73800,29,2019
Sangamon,IL,141200,301,2019
Schuyler,IL,86600,78,2019
Scott,IL,89200,93,2019
Shelby,IL,96500,125,2019
Stark,IL,87700,83,2019
Stephenson,IL,97800,132,2019
Tazewell,IL,142000,303,2019
Union,IL,109900,186,2019
Vermilion,IL,79900,47,2019
Wabash,IL,82800,59,2019
Warren,IL,83900,65,2019
Washington,IL,113500,203,2019
Wayne,IL,86400,77,2019
White,IL,71500,24,2019
Whiteside,IL,106700,173,2019
Will,IL,232000,449,2019
Williamson,IL,114900,209,2019
Winnebago,IL,120400,235,2019
Woodford,IL,168700,372,2019
Adams,IN,129300,266,2019
Allen,IN,129300,266,2019
Bartholomew,IN,153500,335,2019
Benton,IN,92500,107,2019
Blackford,IN,70600,22,2019
Boone,IN,233700,450,2019
Brown,IN,191700,409,2019
Carroll,IN,131700,273,2019
Cass,IN,89300,94,2019
Clark,IN,142800,306,2019
Clay,IN,101400,148,2019
Clinton,IN,111500,194,2019
Crawford,IN,91900,104,2019
Daviess,IN,130000,268,2019
Dearborn,IN,170400,377,2019
Decatur,IN,134400,282,2019
DeKalb,IN,124300,250,2019
Delaware,IN,93600,112,2019
Dubois,IN,156500,342,2019
Elkhart,IN,144300,310,2019
Fayette,IN,81900,56,2019
Floyd,IN,171400,379,2019
Fountain,IN,103000,157,2019
Franklin,IN,160200,352,2019
Fulton,IN,103600,160,2019
Gibson,IN,116100,214,2019
Grant,IN,92700,108,2019
Greene,IN,97600,130,2019
Hamilton,IN,263300,468,2019
Hancock,IN,169300,374,2019
Harrison,IN,151900,330,2019
Hendricks,IN,191700,409,2019
Henry,IN,100400,142,2019
Howard,IN,109500,185,2019
Huntington,IN,107200,176,2019
Jackson,IN,125300,254,2019
Jasper,IN,159700,351,2019
Jay,IN,91400,102,2019
Jefferson,IN,132900,277,2019
Jennings,IN,109800,186,2019
Johnson,IN,164600,362,2019
Knox,IN,96800,127,2019
Kosciusko,IN,150000,325,2019
LaGrange,IN,195900,412,2019
Lake,IN,149500,323,2019
LaPorte,IN,132600,276,2019
Lawrence,IN,117400,221,2019
Madison,IN,97300,129,2019
Marion,IN,136700,288,2019
Marshall,IN,138700,294,2019
Martin,IN,117100,219,2019
Miami,IN,88700,90,2019
Monroe,IN,175600,388,2019
Montgomery,IN,125700,255,2019
Morgan,IN,160700,353,2019
Newton,IN,118400,226,2019
Noble,IN,125800,255,2019
Ohio,IN,151200,328,2019
Orange,IN,94700,117,2019
Owen,IN,117600,221,2019
Parke,IN,88900,91,2019
Perry,IN,111500,194,2019
Pike,IN,93400,111,2019
Porter,IN,185400,402,2019
Posey,IN,144200,309,2019
Pulaski,IN,102700,155,2019
Putnam,IN,128800,265,2019
Randolph,IN,81200,53,2019
Ripley,IN,152100,331,2019
Rush,IN,112600,199,2019
St. Joseph,IN,129000,265,2019
Scott,IN,103000,157,2019
Shelby,IN,133200,279,2019
Spencer,IN,127700,260,2019
Starke,IN,115500,211,2019
Steuben,IN,148800,321,2019
Sullivan,IN,86000,75,2019
Switzerland,IN,116400,216,2019
Tippecanoe,IN,153000,333,2019
Tipton,IN,116000,214,2019
Union,IN,116300,215,2019
Vanderburgh,IN,129000,265,2019
Vermillion,IN,79700,46,2019
Vigo,IN,97500,130,2019
Wabash,IN,100500,143,2019
Warren,IN,122100,241,2019
Warrick,IN,168200,371,2019
Washington,IN,118100,224,2019
Wayne,IN,100500,143,2019
Wells,IN,127600,259,2019
White,IN,113500,203,2019
Whitley,IN,143100,306,2019
Adair,IA,104600,164,2019
Adams,IA,87500,81,2019
Allamakee,IA,130400,270,2019
Appanoose,IA,81400,54,2019
Audubon,IA,79500,45,2019
Benton,IA,157200,345,2019
Black Hawk,IA,147500,318,2019
Boone,IA,132700,276,2019
Bremer,IA,165700,365,2019
Buchanan,IA,142500,304,2019
Buena Vista,IA,115600,212,2019
Butler,IA,116700,217,2019
Calhoun,IA,82000,57,2019
Carroll,IA,138900,294,2019
Cass,IA,102100,151,2019
Cedar,IA,156000,341,2019
Cerro Gordo,IA,128600,265,2019
Cherokee,IA,106700,173,2019
Chickasaw,IA,119100,229,2019
Clarke,IA,110300,189,2019
Clay,IA,124100,249,2019
Clayton,IA,121700,240,2019
Clinton,IA,118100,224,2019
Crawford,IA,93400,111,2019
Dallas,IA,248100,460,2019
Davis,IA,115000,210,2019
Decatur,IA,83200,61,2019
Delaware,IA,136100,285,2019
Des Moines,IA,108500,180,2019
Dickinson,IA,194300,411,2019
Dubuque,IA,166800,368,2019
Emmet,IA,89300,94,2019
Fayette,IA,104100,162,2019
Floyd,IA,106200,171,2019
Franklin,IA,94100,114,2019
Fremont,IA,109300,183,2019
Greene,IA,94700,117,2019
Grundy,IA,130200,269,2019
Guthrie,IA,117900,222,2019
Hamilton,IA,106100,170,2019
Hancock,IA,102200,152,2019
Hardin,IA,94300,114,2019
Harrison,IA,120600,236,2019
Henry,IA,115500,211,2019
Howard,IA,107100,175,2019
Humboldt,IA,103800,161,2019
Ida,IA,100900,145,2019
Iowa,IA,152500,332,2019
Jackson,IA,128200,262,2019
Jasper,IA,134200,282,2019
Jefferson,IA,118300,225,2019
Johnson,IA,227600,446,2019
Jones,IA,138400,293,2019
Keokuk,IA,90400,99,2019
Kossuth,IA,102100,151,2019
Lee,IA,94500,116,2019
Linn,IA,157000,344,2019
Louisa,IA,108800,182,2019
Lucas,IA,96400,125,2019
Lyon,IA,146900,316,2019
Madison,IA,177500,391,2019
Mahaska,IA,115300,210,2019
Marion,IA,157300,345,2019
Marshall,IA,106000,169,2019
Mills,IA,168900,373,2019
Mitchell,IA,119400,230,2019
Monona,IA,86900,79,2019
Monroe,IA,100200,141,2019
Montgomery,IA,85700,74,2019
Muscatine,IA,130500,270,2019
O'Brien,IA,107000,175,2019
Osceola,IA,93700,112,2019
Page,IA,94400,116,2019
Palo Alto,IA,102200,152,2019
Plymouth,IA,163500,360,2019
Pocahontas,IA,76000,34,2019
