county,state,medianAge,medianAgeBucket,year
Kent,DE,37.7,111,2019
New Castle,DE,38.4,133,2019
Sussex,DE,49.6,476,2019
District of,,34.0,39,2019
Alachua,FL,31.6,18,2019
Baker,FL,37.7,111,2019
Bay,FL,39.8,186,2019
Bradford,FL,39.7,183,2019
Brevard,FL,47.3,450,2019
Broward,FL,40.4,213,2019
Calhoun,FL,41.6,269,2019
Charlotte,FL,59.1,511,2019
Citrus,FL,56.5,508,2019
Clay,FL,39.7,183,2019
Collier,FL,50.8,486,2019
Columbia,FL,40.4,213,2019
DeSoto,FL,40.9,236,2019
Dixie,FL,46.5,436,2019
Duval,FL,36.2,76,2019
Escambia,FL,37.2,100,2019
Flagler,FL,51.3,490,2019
Franklin,FL,46.4,433,2019
Gadsden,FL,40.8,232,2019
Gilchrist,FL,42.1,292,2019
Glades,FL,47.9,458,2019
Gulf,FL,44.9,397,2019
Hamilton,FL,40.9,236,2019
Hardee,FL,35.4,58,2019
Hendry,FL,34.0,39,2019
Hernando,FL,49.0,471,2019
Highlands,FL,53.5,501,2019
Hillsborough,FL,37.2,100,2019
Holmes,FL,42.7,320,2019
Indian River,FL,53.5,501,2019
Jackson,FL,41.7,273,2019
Jefferson,FL,48.0,459,2019
Lafayette,FL,37.3,102,2019
Lake,FL,46.9,443,2019
Lee,FL,48.5,466,2019
Leon,FL,31.0,14,2019
Levy,FL,46.9,443,2019
Liberty,FL,40.7,226,2019
Madison,FL,43.5,354,2019
Manatee,FL,48.3,464,2019
Marion,FL,48.7,468,2019
Martin,FL,52.2,495,2019
Miami-Dade,FL,39.9,190,2019
Monroe,FL,47.7,455,2019
Nassau,FL,45.3,409,2019
Okaloosa,FL,36.9,92,2019
Okeechobee,FL,41.1,247,2019
Orange,FL,35.1,51,2019
Osceola,FL,35.9,69,2019
Palm Beach,FL,44.8,394,2019
Pasco,FL,44.5,387,2019
Pinellas,FL,48.1,462,2019
Polk,FL,40.2,201,2019
Putnam,FL,45.1,403,2019
St. Johns,FL,43.7,361,2019
St. Lucie,FL,45.1,403,2019
Santa Rosa,FL,39.9,190,2019
Sarasota,FL,56.1,508,2019
Seminole,FL,39.2,163,2019
Sumter,FL,67.4,511,2019
Suwannee,FL,43.3,347,2019
Taylor,FL,42.0,287,2019
Union,FL,39.3,166,2019
Volusia,FL,46.6,438,2019
Wakulla,FL,40.6,221,2019
Walton,FL,44.0,370,2019
Washington,FL,41.5,265,2019
Appling,GA,40.3,208,2019
Atkinson,GA,36.4,80,2019
Bacon,GA,36.7,87,2019
Baker,GA,46.1,425,2019
Baldwin,GA,35.5,60,2019
Banks,GA,41.1,247,2019
Barrow,GA,35.7,65,2019
Bartow,GA,38.1,124,2019
Ben Hill,GA,39.9,190,2019
Berrien,GA,39.6,178,2019
Bibb,GA,36.4,80,2019
Bleckley,GA,35.8,67,2019
Brantley,GA,41.1,247,2019
Brooks,GA,42.0,287,2019
Bryan,GA,34.6,46,2019
Bulloch,GA,28.8,7,2019
Burke,GA,37.4,103,2019
Butts,GA,38.6,140,2019
Calhoun,GA,39.6,178,2019
Camden,GA,32.8,27,2019
Candler,GA,38.7,144,2019
Carroll,GA,34.8,48,2019
Catoosa,GA,40.4,213,2019
Charlton,GA,41.2,251,2019
Chatham,GA,35.6,62,2019
Chattahoochee,GA,24.5,0,2019
Chattooga,GA,39.4,171,2019
Cherokee,GA,38.7,144,2019
Clarke,GA,28.0,4,2019
Clay,GA,49.8,477,2019
Clayton,GA,32.5,24,2019
Clinch,GA,39.9,190,2019
Cobb,GA,36.7,87,2019
Coffee,GA,36.3,77,2019
Colquitt,GA,36.8,89,2019
Columbia,GA,36.9,92,2019
Cook,GA,37.3,102,2019
Coweta,GA,39.0,155,2019
Crawford,GA,44.4,383,2019
Crisp,GA,38.5,136,2019
Dade,GA,42.6,317,2019
Dawson,GA,43.6,356,2019
Decatur,GA,37.8,115,2019
DeKalb,GA,35.8,67,2019
Dodge,GA,41.8,278,2019
Dooly,GA,43.2,342,2019
Dougherty,GA,35.6,62,2019
Douglas,GA,36.5,82,2019
Early,GA,39.9,190,2019
Echols,GA,40.6,221,2019
Effingham,GA,36.0,71,2019
Elbert,GA,42.6,317,2019
Emanuel,GA,36.9,92,2019
Evans,GA,37.6,107,2019
Fannin,GA,52.1,494,2019
Fayette,GA,43.4,350,2019
Floyd,GA,38.3,130,2019
Forsyth,GA,38.5,136,2019
Franklin,GA,41.2,251,2019
Fulton,GA,35.5,60,2019
Gilmer,GA,47.2,448,2019
Glascock,GA,42.7,320,2019
Glynn,GA,41.6,269,2019
Gordon,GA,38.4,133,2019
Grady,GA,40.3,208,2019
Greene,GA,50.2,481,2019
Gwinnett,GA,35.3,56,2019
Habersham,GA,39.7,183,2019
Hall,GA,36.7,87,2019
Hancock,GA,45.6,416,2019
Haralson,GA,40.4,213,2019
Harris,GA,42.9,330,2019
Hart,GA,44.1,374,2019
Heard,GA,41.9,282,2019
Henry,GA,36.9,92,2019
Houston,GA,35.4,58,2019
Irwin,GA,39.7,183,2019
Jackson,GA,38.1,124,2019
Jasper,GA,43.0,333,2019
Jeff Davis,GA,36.6,85,2019
Jefferson,GA,40.0,194,2019
Jenkins,GA,44.3,380,2019
Johnson,GA,41.8,278,2019
Jones,GA,40.4,213,2019
Lamar,GA,37.8,115,2019
Lanier,GA,35.6,62,2019
Laurens,GA,38.9,151,2019
Lee,GA,37.2,100,2019
Liberty,GA,28.4,6,2019
Lincoln,GA,47.1,446,2019
Long,GA,32.9,28,2019
Lowndes,GA,30.5,12,2019
Lumpkin,GA,37.0,95,2019
McDuffie,GA,37.7,111,2019
McIntosh,GA,49.4,475,2019
Macon,GA,40.3,208,2019
Madison,GA,41.1,247,2019
Marion,GA,44.6,390,2019
Meriwether,GA,42.3,304,2019
Miller,GA,43.5,354,2019
Mitchell,GA,39.0,155,2019
Monroe,GA,42.9,330,2019
Montgomery,GA,40.0,194,2019
Morgan,GA,44.6,390,2019
Murray,GA,38.2,127,2019
Muscogee,GA,34.0,39,2019
Newton,GA,36.4,80,2019
Oconee,GA,40.4,213,2019
Oglethorpe,GA,42.4,308,2019
Paulding,GA,36.0,71,2019
Peach,GA,37.9,119,2019
Pickens,GA,45.4,412,2019
Pierce,GA,39.4,171,2019
Pike,GA,40.4,213,2019
Polk,GA,37.0,95,2019
Pulaski,GA,43.1,338,2019
Putnam,GA,46.2,428,2019
Quitman,GA,47.3,450,2019
Rabun,GA,49.2,473,2019
Randolph,GA,41.0,242,2019
Richmond,GA,34.1,40,2019
Rockdale,GA,38.1,124,2019
Schley,GA,37.8,115,2019
Screven,GA,41.4,261,2019
Seminole,GA,44.9,397,2019
Spalding,GA,39.2,163,2019
Stephens,GA,41.8,278,2019
Stewart,GA,35.4,58,2019
Sumter,GA,35.7,65,2019
Talbot,GA,50.1,480,2019
Taliaferro,GA,44.2,377,2019
Tattnall,GA,37.3,102,2019
Taylor,GA,45.2,407,2019
Telfair,GA,41.5,265,2019
Terrell,GA,41.1,247,2019
Thomas,GA,40.4,213,2019
Tift,GA,36.2,76,2019
Toombs,GA,36.4,80,2019
Towns,GA,54.0,503,2019
Treutlen,GA,40.1,197,2019
Troup,GA,36.4,80,2019
Turner,GA,40.3,208,2019
Twiggs,GA,45.7,418,2019
Union,GA,54.3,504,2019
Upson,GA,42.1,292,2019
Walker,GA,41.4,261,2019
Walton,GA,38.7,144,2019
Ware,GA,39.5,174,2019
Warren,GA,45.1,403,2019
Washington,GA,41.5,265,2019
Wayne,GA,38.9,151,2019
Webster,GA,45.1,403,2019
Wheeler,GA,38.8,148,2019
White,GA,46.1,425,2019
Whitfield,GA,36.0,71,2019
Wilcox,GA,39.8,186,2019
Wilkes,GA,45.1,403,2019
Wilkinson,GA,42.6,317,2019
Worth,GA,41.6,269,2019
Hawaii,HI,42.7,320,2019
Honolulu,HI,37.9,119,2019
Kalawao,HI,57.4,509,2019
Kauai,HI,42.6,317,2019
Maui,HI,41.2,251,2019
Ada,ID,37.0,95,2019
Adams,ID,55.2,506,2019
Bannock,ID,33.8,36,2019
Bear Lake,ID,39.6,178,2019
Benewah,ID,46.2,428,2019
Bingham,ID,33.6,35,2019
Blaine,ID,43.2,342,2019
Boise,ID,54.0,503,2019
Bonner,ID,47.9,458,2019
Bonneville,ID,32.9,28,2019
Boundary,ID,43.5,354,2019
Butte,ID,45.2,407,2019
Camas,ID,44.5,387,2019
Canyon,ID,33.6,35,2019
Caribou,ID,36.9,92,2019
Cassia,ID,32.9,28,2019
Clark,ID,33.2,30,2019
Clearwater,ID,50.4,483,2019
Custer,ID,53.0,499,2019
Elmore,ID,32.3,23,2019
Franklin,ID,32.8,27,2019
Fremont,ID,37.6,107,2019
Gem,ID,44.6,390,2019
Gooding,ID,38.7,144,2019
Idaho,ID,50.2,481,2019
Jefferson,ID,31.5,17,2019
Jerome,ID,32.7,26,2019
Kootenai,ID,40.2,201,2019
Latah,ID,28.7,6,2019
Lemhi,ID,52.1,494,2019
Lewis,ID,48.6,467,2019
Lincoln,ID,35.1,51,2019
Madison,ID,23.5,0,2019
Minidoka,ID,35.2,53,2019
Nez Perce,ID,40.8,232,2019
Oneida,ID,38.6,140,2019
Owyhee,ID,38.9,151,2019
Payette,ID,40.4,213,2019
Power,ID,38.3,130,2019
Shoshone,ID,47.3,450,2019
Teton,ID,37.2,100,2019
Twin Falls,ID,34.7,47,2019
Valley,ID,50.6,484,2019
Washington,ID,45.4,412,2019
Adams,IL,41.5,265,2019
Alexander,IL,45.3,409,2019
Bond,IL,41.6,269,2019
Boone,IL,38.5,136,2019
Brown,IL,38.9,151,2019
Bureau,IL,44.4,383,2019
Calhoun,IL,46.8,441,2019
Carroll,IL,48.3,464,2019
Cass,IL,40.0,194,2019
Champaign,IL,30.1,10,2019
Christian,IL,43.4,350,2019
Clark,IL,42.3,304,2019
Clay,IL,42.6,317,2019
Clinton,IL,40.6,221,2019
Coles,IL,35.7,65,2019
Cook,IL,36.8,89,2019
Crawford,IL,41.8,278,2019
Cumberland,IL,42.5,313,2019
DeKalb,IL,31.1,15,2019
De Witt,IL,43.6,356,2019
Douglas,IL,37.8,115,2019
DuPage,IL,39.3,166,2019
Edgar,IL,45.2,407,2019
Edwards,IL,43.5,354,2019
Effingham,IL,39.4,171,2019
Fayette,IL,41.9,282,2019
Ford,IL,43.4,350,2019
Franklin,IL,42.8,324,2019
Fulton,IL,43.2,342,2019
Gallatin,IL,45.6,416,2019
Greene,IL,42.5,313,2019
Grundy,IL,37.9,119,2019
Hamilton,IL,43.6,356,2019
Hancock,IL,46.0,424,2019
Hardin,IL,46.8,441,2019
Henderson,IL,50.0,478,2019
Henry,IL,43.1,338,2019
Iroquois,IL,44.4,383,2019
Jackson,IL,31.9,20,2019
Jasper,IL,43.1,338,2019
Jefferson,IL,40.9,236,2019
Jersey,IL,42.9,330,2019
Jo Daviess,IL,49.9,477,2019
Johnson,IL,43.7,361,2019
Kane,IL,37.3,102,2019
Kankakee,IL,37.7,111,2019
Kendall,IL,35.2,53,2019
Knox,IL,42.1,292,2019
Lake,IL,38.4,133,2019
LaSalle,IL,41.9,282,2019
Lawrence,IL,42.4,308,2019
Lee,IL,43.2,342,2019
Livingston,IL,42.0,287,2019
Logan,IL,40.1,197,2019
McDonough,IL,33.0,29,2019
McHenry,IL,40.2,201,2019
McLean,IL,33.1,30,2019
Macon,IL,41.1,247,2019
Macoupin,IL,43.7,361,2019
Madison,IL,40.2,201,2019
Marion,IL,42.2,299,2019
Marshall,IL,46.0,424,2019
Mason,IL,45.2,407,2019
Massac,IL,43.5,354,2019
Menard,IL,43.2,342,2019
Mercer,IL,44.9,397,2019
Monroe,IL,42.0,287,2019
Montgomery,IL,43.3,347,2019
Morgan,IL,40.8,232,2019
Moultrie,IL,40.7,226,2019
Ogle,IL,42.4,308,2019
Peoria,IL,37.5,106,2019
Perry,IL,42.2,299,2019
Piatt,IL,42.9,330,2019
Pike,IL,42.0,287,2019
Pope,IL,52.5,497,2019
Pulaski,IL,44.0,370,2019
Putnam,IL,48.1,462,2019
Randolph,IL,41.6,269,2019
Richland,IL,42.0,287,2019
Rock Island,IL,40.1,197,2019
St. Clair,IL,38.6,140,2019
Saline,IL,42.2,299,2019
Sangamon,IL,40.3,208,2019
Schuyler,IL,46.3,431,2019
Scott,IL,44.6,390,2019
Shelby,IL,45.1,403,2019
Stark,IL,45.1,403,2019
Stephenson,IL,45.3,409,2019
Tazewell,IL,41.0,242,2019
Union,IL,43.7,361,2019
Vermilion,IL,40.4,213,2019
Wabash,IL,43.8,363,2019
Warren,IL,39.8,186,2019
Washington,IL,43.9,366,2019
Wayne,IL,43.4,350,2019
White,IL,44.3,380,2019
Whiteside,IL,43.4,350,2019
Will,IL,37.9,119,2019
Williamson,IL,41.2,251,2019
Winnebago,IL,39.7,183,2019
Woodford,IL,40.5,217,2019
Adams,IN,33.5,33,2019
Allen,IN,35.9,69,2019
Bartholomew,IN,37.8,115,2019
Benton,IN,40.5,217,2019
Blackford,IN,44.0,370,2019
Boone,IN,38.1,124,2019
Brown,IN,50.0,478,2019
Carroll,IN,42.9,330,2019
Cass,IN,40.8,232,2019
Clark,IN,39.1,159,2019
Clay,IN,41.5,265,2019
Clinton,IN,37.8,115,2019
Crawford,IN,43.0,333,2019
Daviess,IN,34.4,44,2019
Dearborn,IN,42.5,313,2019
Decatur,IN,39.2,163,2019
DeKalb,IN,39.1,159,2019
Delaware,IN,35.6,62,2019
Dubois,IN,40.3,208,2019
Elkhart,IN,35.6,62,2019
Fayette,IN,42.8,324,2019
Floyd,IN,39.8,186,2019
Fountain,IN,43.4,350,2019
Franklin,IN,42.2,299,2019
Fulton,IN,41.3,256,2019
Gibson,IN,40.3,208,2019
Grant,IN,40.3,208,2019
Greene,IN,43.1,338,2019
Hamilton,IN,37.1,97,2019
Hancock,IN,39.8,186,2019
Harrison,IN,42.3,304,2019
Hendricks,IN,37.7,111,2019
Henry,IN,42.1,292,2019
Howard,IN,41.7,273,2019
Huntington,IN,40.7,226,2019
Jackson,IN,38.5,136,2019
Jasper,IN,40.3,208,2019
Jay,IN,39.7,183,2019
Jefferson,IN,40.8,232,2019
Jennings,IN,39.8,186,2019
Johnson,IN,37.5,106,2019
Knox,IN,37.9,119,2019
Kosciusko,IN,38.5,136,2019
LaGrange,IN,31.1,15,2019
Lake,IN,39.1,159,2019
LaPorte,IN,40.3,208,2019
Lawrence,IN,43.1,338,2019
Madison,IN,40.4,213,2019
Marion,IN,34.3,42,2019
Marshall,IN,40.0,194,2019
Martin,IN,42.7,320,2019
Miami,IN,40.1,197,2019
Monroe,IN,29.6,8,2019
Montgomery,IN,40.2,201,2019
Morgan,IN,41.5,265,2019
Newton,IN,43.1,338,2019
Noble,IN,38.7,144,2019
Ohio,IN,47.4,451,2019
Orange,IN,42.4,308,2019
Owen,IN,45.2,407,2019
Parke,IN,43.2,342,2019
Perry,IN,42.0,287,2019
Pike,IN,43.7,361,2019
Porter,IN,39.5,174,2019
Posey,IN,42.6,317,2019
Pulaski,IN,41.6,269,2019
Putnam,IN,37.9,119,2019
Randolph,IN,42.6,317,2019
Ripley,IN,40.7,226,2019
Rush,IN,41.7,273,2019
St. Joseph,IN,36.6,85,2019
Scott,IN,41.5,265,2019
Shelby,IN,40.8,232,2019
Spencer,IN,44.0,370,2019
Starke,IN,41.5,265,2019
Steuben,IN,43.7,361,2019
Sullivan,IN,41.0,242,2019
Switzerland,IN,40.5,217,2019
Tippecanoe,IN,28.2,5,2019
Tipton,IN,45.1,403,2019
Union,IN,43.5,354,2019
Vanderburgh,IN,38.3,130,2019
Vermillion,IN,42.9,330,2019
Vigo,IN,36.2,76,2019
Wabash,IN,42.3,304,2019
Warren,IN,44.4,383,2019
Warrick,IN,41.2,251,2019
Washington,IN,41.6,269,2019
Wayne,IN,40.6,221,2019
Wells,IN,40.3,208,2019
White,IN,42.0,287,2019
Whitley,IN,41.8,278,2019
Adair,IA,45.4,412,2019
Adams,IA,47.3,450,2019
Allamakee,IA,44.4,383,2019
Appanoose,IA,45.7,418,2019
Audubon,IA,48.1,462,2019
Benton,IA,42.6,317,2019
Black Hawk,IA,35.2,53,2019
Boone,IA,41.8,278,2019
Bremer,IA,39.8,186,2019
Buchanan,IA,39.1,159,2019
Buena Vista,IA,35.0,50,2019
Butler,IA,43.9,366,2019
Calhoun,IA,44.6,390,2019
Carroll,IA,42.0,287,2019
Cass,IA,44.9,397,2019
Cedar,IA,42.7,320,2019
Cerro Gordo,IA,44.3,380,2019
Cherokee,IA,46.3,431,2019
Chickasaw,IA,44.5,387,2019
Clarke,IA,40.5,217,2019
Clay,IA,42.9,330,2019
Clayton,IA,47.3,450,2019
Clinton,IA,42.2,299,2019
Crawford,IA,38.7,144,2019
Dallas,IA,35.4,58,2019
