county,state,percentHealthInsurance,percentHealthInsuranceBucket,year
Crawford,IA,91.3,243,2020
Dallas,IA,96.2,481,2020
Davis,IA,74.4,6,2020
Decatur,IA,93.4,341,2020
Delaware,IA,96.4,489,2020
Des Moines,IA,95.9,471,2020
Dickinson,IA,95.4,448,2020
Dubuque,IA,96.5,491,2020
Emmet,IA,93.4,341,2020
Fayette,IA,95.4,448,2020
Floyd,IA,93.9,363,2020
Franklin,IA,88.6,145,2020
Fremont,IA,95.5,453,2020
Greene,IA,97.0,503,2020
Grundy,IA,97.8,510,2020
Guthrie,IA,96.4,489,2020
Hamilton,IA,96.9,502,2020
Hancock,IA,96.5,491,2020
Hardin,IA,96.1,478,2020
Harrison,IA,96.6,494,2020
Henry,IA,96.6,494,2020
Howard,IA,92.9,315,2020
Humboldt,IA,95.4,448,2020
Ida,IA,94.5,400,2020
Iowa,IA,97.3,506,2020
Jackson,IA,95.3,443,2020
Jasper,IA,97.5,508,2020
Jefferson,IA,94.4,393,2020
Johnson,IA,95.0,426,2020
Jones,IA,97.3,506,2020
Keokuk,IA,96.6,494,2020
Kossuth,IA,95.2,440,2020
Lee,IA,95.5,453,2020
Linn,IA,96.1,478,2020
Louisa,IA,93.8,358,2020
Lucas,IA,93.4,341,2020
Lyon,IA,95.0,426,2020
Madison,IA,97.4,507,2020
Mahaska,IA,95.2,440,2020
Marion,IA,96.1,478,2020
Marshall,IA,94.5,400,2020
Mills,IA,96.8,500,2020
Mitchell,IA,93.3,335,2020
Monona,IA,95.4,448,2020
Monroe,IA,96.4,489,2020
Montgomery,IA,96.8,500,2020
Muscatine,IA,96.2,481,2020
O'Brien,IA,96.8,500,2020
Osceola,IA,94.7,411,2020
Page,IA,95.9,471,2020
Palo Alto,IA,96.4,489,2020
Plymouth,IA,94.9,420,2020
Pocahontas,IA,95.2,440,2020
Polk,IA,95.4,448,2020
Pottawattamie,IA,94.6,405,2020
Poweshiek,IA,94.5,400,2020
Ringgold,IA,93.4,341,2020
Sac,IA,95.4,448,2020
Scott,IA,95.1,433,2020
Shelby,IA,95.2,440,2020
Sioux,IA,96.0,474,2020
Story,IA,94.9,420,2020
Tama,IA,93.7,352,2020
Taylor,IA,93.6,348,2020
Union,IA,93.4,341,2020
Van Buren,IA,88.7,149,2020
Wapello,IA,92.9,315,2020
Warren,IA,97.6,509,2020
Washington,IA,92.6,300,2020
Wayne,IA,90.7,220,2020
Webster,IA,94.3,387,2020
Winnebago,IA,97.5,508,2020
Winneshiek,IA,97.4,507,2020
Woodbury,IA,94.1,376,2020
Worth,IA,96.2,481,2020
Wright,IA,96.1,478,2020
Allen,KS,93.8,358,2020
Anderson,KS,87.3,111,2020
Atchison,KS,92.5,296,2020
Barber,KS,90.3,202,2020
Barton,KS,87.0,104,2020
Bourbon,KS,90.1,195,2020
Brown,KS,91.1,236,2020
Butler,KS,92.8,311,2020
Chase,KS,90.3,202,2020
Chautauqua,KS,86.9,101,2020
Cherokee,KS,90.5,212,2020
Cheyenne,KS,88.6,145,2020
Clark,KS,93.7,352,2020
Clay,KS,94.5,400,2020
Cloud,KS,90.4,207,2020
Coffey,KS,91.9,269,2020
Comanche,KS,93.1,324,2020
Cowley,KS,90.6,217,2020
Crawford,KS,88.2,133,2020
Decatur,KS,90.5,212,2020
Dickinson,KS,91.0,231,2020
Doniphan,KS,91.9,269,2020
Douglas,KS,92.7,307,2020
Edwards,KS,91.2,239,2020
Elk,KS,88.6,145,2020
Ellis,KS,94.2,382,2020
Ellsworth,KS,91.7,260,2020
Finney,KS,88.2,133,2020
Ford,KS,87.6,117,2020
Franklin,KS,92.9,315,2020
Geary,KS,92.6,300,2020
Gove,KS,89.0,157,2020
Graham,KS,91.2,239,2020
Grant,KS,84.4,58,2020
Gray,KS,84.7,62,2020
Greeley,KS,91.8,264,2020
Greenwood,KS,91.7,260,2020
Hamilton,KS,75.5,7,2020
Harper,KS,88.8,153,2020
Harvey,KS,91.3,243,2020
Haskell,KS,82.0,32,2020
Hodgeman,KS,89.5,172,2020
Jackson,KS,92.4,291,2020
Jefferson,KS,95.0,426,2020
Jewell,KS,91.7,260,2020
Johnson,KS,94.2,382,2020
Kearny,KS,85.5,73,2020
Kingman,KS,94.2,382,2020
Kiowa,KS,89.3,166,2020
Labette,KS,89.2,164,2020
Lane,KS,85.1,68,2020
Leavenworth,KS,94.5,400,2020
Lincoln,KS,92.9,315,2020
Linn,KS,90.7,220,2020
Logan,KS,92.7,307,2020
Lyon,KS,91.5,251,2020
McPherson,KS,94.0,370,2020
Marion,KS,93.0,320,2020
Marshall,KS,93.1,324,2020
Meade,KS,86.4,90,2020
Miami,KS,94.2,382,2020
Mitchell,KS,92.7,307,2020
Montgomery,KS,87.0,104,2020
Morris,KS,92.4,291,2020
Morton,KS,87.3,111,2020
Nemaha,KS,95.1,433,2020
Neosho,KS,89.0,157,2020
Ness,KS,94.0,370,2020
Norton,KS,90.4,207,2020
Osage,KS,90.9,227,2020
Osborne,KS,93.3,335,2020
Ottawa,KS,93.5,344,2020
Pawnee,KS,89.6,177,2020
Phillips,KS,94.5,400,2020
Pottawatomie,KS,95.5,453,2020
Pratt,KS,91.3,243,2020
Rawlins,KS,92.7,307,2020
Reno,KS,90.3,202,2020
Republic,KS,95.8,466,2020
Rice,KS,93.3,335,2020
Riley,KS,94.0,370,2020
Rooks,KS,93.4,341,2020
Rush,KS,95.7,461,2020
Russell,KS,91.2,239,2020
Saline,KS,90.4,207,2020
Scott,KS,93.3,335,2020
Sedgwick,KS,89.6,177,2020
Seward,KS,83.9,52,2020
Shawnee,KS,92.7,307,2020
Sheridan,KS,92.3,287,2020
Sherman,KS,91.0,231,2020
Smith,KS,91.2,239,2020
Stafford,KS,90.1,195,2020
Stanton,KS,80.4,21,2020
Stevens,KS,83.5,47,2020
Sumner,KS,91.6,255,2020
Thomas,KS,91.1,236,2020
Trego,KS,92.2,282,2020
Wabaunsee,KS,93.5,344,2020
Wallace,KS,95.2,440,2020
Washington,KS,95.2,440,2020
Wichita,KS,95.0,426,2020
Wilson,KS,94.2,382,2020
Woodson,KS,90.1,195,2020
Wyandotte,KS,82.9,41,2020
Adair,KY,94.9,420,2020
Allen,KY,92.7,307,2020
Anderson,KY,96.4,489,2020
Ballard,KY,94.8,416,2020
Barren,KY,91.3,243,2020
Bath,KY,93.3,335,2020
Bell,KY,94.3,387,2020
Boone,KY,94.8,416,2020
Bourbon,KY,95.2,440,2020
Boyd,KY,94.7,411,2020
Boyle,KY,94.7,411,2020
Bracken,KY,95.9,471,2020
Breathitt,KY,96.3,485,2020
Breckinridge,KY,94.2,382,2020
Bullitt,KY,96.3,485,2020
Butler,KY,92.3,287,2020
Caldwell,KY,90.0,191,2020
Calloway,KY,93.7,352,2020
Campbell,KY,96.4,489,2020
Carlisle,KY,93.0,320,2020
Carroll,KY,92.3,287,2020
Carter,KY,90.1,195,2020
Casey,KY,87.3,111,2020
Christian,KY,91.9,269,2020
Clark,KY,95.4,448,2020
Clay,KY,93.8,358,2020
Clinton,KY,92.5,296,2020
Crittenden,KY,90.2,198,2020
Cumberland,KY,90.5,212,2020
Daviess,KY,95.4,448,2020
Edmonson,KY,92.4,291,2020
Elliott,KY,92.7,307,2020
Estill,KY,93.8,358,2020
Fayette,KY,93.3,335,2020
Fleming,KY,92.5,296,2020
Floyd,KY,95.5,453,2020
Franklin,KY,92.2,282,2020
Fulton,KY,93.0,320,2020
Gallatin,KY,89.5,172,2020
Garrard,KY,93.4,341,2020
Grant,KY,95.7,461,2020
Graves,KY,92.9,315,2020
Grayson,KY,93.6,348,2020
Green,KY,91.9,269,2020
Greenup,KY,95.7,461,2020
Hancock,KY,97.1,504,2020
Hardin,KY,95.8,466,2020
Harlan,KY,95.0,426,2020
Harrison,KY,94.5,400,2020
Hart,KY,90.3,202,2020
Henderson,KY,96.3,485,2020
Henry,KY,90.1,195,2020
Hickman,KY,96.7,497,2020
Hopkins,KY,94.3,387,2020
Jackson,KY,95.8,466,2020
Jefferson,KY,95.1,433,2020
Jessamine,KY,94.4,393,2020
Johnson,KY,95.7,461,2020
Kenton,KY,94.7,411,2020
Knott,KY,95.2,440,2020
Knox,KY,94.0,370,2020
Larue,KY,96.2,481,2020
Laurel,KY,93.1,324,2020
Lawrence,KY,92.0,272,2020
Lee,KY,97.6,509,2020
Leslie,KY,96.2,481,2020
Letcher,KY,95.8,466,2020
Lewis,KY,94.0,370,2020
Lincoln,KY,91.1,236,2020
Livingston,KY,96.4,489,2020
Logan,KY,93.0,320,2020
Lyon,KY,96.0,474,2020
McCracken,KY,93.8,358,2020
McCreary,KY,95.9,471,2020
McLean,KY,94.4,393,2020
Madison,KY,94.4,393,2020
Magoffin,KY,95.6,456,2020
Marion,KY,96.3,485,2020
Marshall,KY,93.4,341,2020
Martin,KY,95.3,443,2020
Mason,KY,93.2,330,2020
Meade,KY,96.7,497,2020
Menifee,KY,93.9,363,2020
Mercer,KY,93.5,344,2020
Metcalfe,KY,95.0,426,2020
Monroe,KY,91.5,251,2020
Montgomery,KY,93.6,348,2020
Morgan,KY,92.4,291,2020
Muhlenberg,KY,95.1,433,2020
Nelson,KY,94.7,411,2020
Nicholas,KY,95.7,461,2020
Ohio,KY,94.8,416,2020
Oldham,KY,96.8,500,2020
Owen,KY,92.7,307,2020
Owsley,KY,96.0,474,2020
Pendleton,KY,96.3,485,2020
Perry,KY,95.3,443,2020
Pike,KY,94.2,382,2020
Powell,KY,95.8,466,2020
Pulaski,KY,94.1,376,2020
Robertson,KY,92.0,272,2020
Rockcastle,KY,96.1,478,2020
Rowan,KY,95.5,453,2020
Russell,KY,93.7,352,2020
Scott,KY,95.4,448,2020
Shelby,KY,93.3,335,2020
Simpson,KY,92.9,315,2020
Spencer,KY,96.2,481,2020
Taylor,KY,96.6,494,2020
Todd,KY,80.4,21,2020
Trigg,KY,92.4,291,2020
Trimble,KY,93.8,358,2020
Union,KY,95.1,433,2020
Warren,KY,94.7,411,2020
Washington,KY,91.6,255,2020
Wayne,KY,91.1,236,2020
Webster,KY,93.3,335,2020
Whitley,KY,93.0,320,2020
Wolfe,KY,98.8,511,2020
Woodford,KY,95.0,426,2020
Acadia,LA,91.2,239,2020
Allen,LA,93.2,330,2020
Ascension,LA,94.3,387,2020
Assumption,LA,92.6,300,2020
Avoyelles,LA,92.5,296,2020
Beauregard,LA,91.2,239,2020
Bienville,LA,90.3,202,2020
Bossier,LA,92.0,272,2020
Caddo,LA,91.3,243,2020
Calcasieu,LA,92.1,277,2020
Caldwell,LA,91.9,269,2020
Cameron,LA,91.3,243,2020
Catahoula,LA,89.3,166,2020
Claiborne,LA,90.4,207,2020
Concordia,LA,89.5,172,2020
De Soto,LA,91.1,236,2020
East Baton Rouge,LA,91.5,251,2020
East Carroll,LA,94.0,370,2020
East Feliciana,LA,92.7,307,2020
Evangeline,LA,89.2,164,2020
Franklin,LA,92.1,277,2020
Grant,LA,92.3,287,2020
Iberia,LA,90.7,220,2020
Iberville,LA,92.7,307,2020
Jackson,LA,91.0,231,2020
Jefferson,LA,88.9,155,2020
Jefferson Davis,LA,92.1,277,2020
Lafayette,LA,91.3,243,2020
Lafourche,LA,91.2,239,2020
LaSalle,LA,93.7,352,2020
Lincoln,LA,91.9,269,2020
Livingston,LA,92.0,272,2020
Madison,LA,91.5,251,2020
Morehouse,LA,92.3,287,2020
Natchitoches,LA,90.1,195,2020
Orleans,LA,90.8,224,2020
Ouachita,LA,91.6,255,2020
Plaquemines,LA,93.4,341,2020
Pointe Coupee,LA,90.9,227,2020
Rapides,LA,90.8,224,2020
Red River,LA,89.7,181,2020
Richland,LA,89.5,172,2020
Sabine,LA,89.5,172,2020
St. Bernard,LA,90.5,212,2020
St. Charles,LA,93.4,341,2020
St. Helena,LA,89.7,181,2020
St. James,LA,92.2,282,2020
St. John the Baptist,LA,92.5,296,2020
St. Landry,LA,91.2,239,2020
St. Martin,LA,90.4,207,2020
St. Mary,LA,93.8,358,2020
St. Tammany,LA,92.5,296,2020
Tangipahoa,LA,91.6,255,2020
Tensas,LA,87.5,115,2020
Terrebonne,LA,90.6,217,2020
Union,LA,90.8,224,2020
Vermilion,LA,91.4,246,2020
Vernon,LA,91.4,246,2020
Washington,LA,90.1,195,2020
Webster,LA,91.6,255,2020
West Baton Rouge,LA,93.2,330,2020
West Carroll,LA,91.7,260,2020
West Feliciana,LA,94.1,376,2020
Winn,LA,90.7,220,2020
Androscoggin,ME,92.1,277,2020
Aroostook,ME,91.6,255,2020
Cumberland,ME,94.3,387,2020
Franklin,ME,89.7,181,2020
Hancock,ME,89.8,183,2020
Kennebec,ME,92.5,296,2020
Knox,ME,92.3,287,2020
Lincoln,ME,90.1,195,2020
Oxford,ME,91.7,260,2020
Penobscot,ME,91.7,260,2020
Piscataquis,ME,88.2,133,2020
Sagadahoc,ME,92.7,307,2020
Somerset,ME,90.7,220,2020
Waldo,ME,88.4,138,2020
Washington,ME,88.4,138,2020
York,ME,94.2,382,2020
Allegany,MD,95.5,453,2020
Anne Arundel,MD,95.7,461,2020
Baltimore,MD,94.7,411,2020
Calvert,MD,96.7,497,2020
Caroline,MD,93.8,358,2020
Carroll,MD,96.8,500,2020
Cecil,MD,95.8,466,2020
Charles,MD,95.8,466,2020
Dorchester,MD,95.1,433,2020
Frederick,MD,95.5,453,2020
Garrett,MD,93.6,348,2020
Harford,MD,96.7,497,2020
Howard,MD,96.3,485,2020
Kent,MD,95.9,471,2020
Montgomery,MD,93.2,330,2020
Prince George's,MD,89.7,181,2020
Queen Anne's,MD,95.7,461,2020
St. Mary's,MD,95.3,443,2020
Somerset,MD,94.8,416,2020
Talbot,MD,95.9,471,2020
Washington,MD,94.8,416,2020
Wicomico,MD,93.3,335,2020
Worcester,MD,94.6,405,2020
Baltimore City,MD,94.0,370,2020
Barnstable,MA,96.9,502,2020
Berkshire,MA,97.4,507,2020
Bristol,MA,97.1,504,2020
Dukes,MA,94.4,393,2020
Essex,MA,97.0,503,2020
Franklin,MA,97.6,509,2020
Hampden,MA,97.0,503,2020
Hampshire,MA,97.6,509,2020
Middlesex,MA,97.4,507,2020
Nantucket,MA,94.1,376,2020
Norfolk,MA,98.2,511,2020
Plymouth,MA,97.6,509,2020
Suffolk,MA,96.2,481,2020
Worcester,MA,97.7,510,2020
Alcona,MI,95.5,453,2020
Alger,MI,94.5,400,2020
Allegan,MI,95.0,426,2020
Alpena,MI,95.2,440,2020
Antrim,MI,94.3,387,2020
Arenac,MI,94.3,387,2020
Baraga,MI,95.4,448,2020
Barry,MI,95.8,466,2020
Bay,MI,94.1,376,2020
Benzie,MI,95.1,433,2020
Berrien,MI,93.5,344,2020
Branch,MI,88.8,153,2020
Calhoun,MI,94.8,416,2020
Cass,MI,94.0,370,2020
Charlevoix,MI,92.9,315,2020
Cheboygan,MI,93.2,330,2020
Chippewa,MI,93.6,348,2020
Clare,MI,87.8,123,2020
Clinton,MI,96.3,485,2020
Crawford,MI,94.5,400,2020
Delta,MI,94.0,370,2020
Dickinson,MI,95.6,456,2020
Eaton,MI,95.6,456,2020
Emmet,MI,93.4,341,2020
Genesee,MI,94.4,393,2020
Gladwin,MI,91.0,231,2020
Gogebic,MI,93.5,344,2020
Grand Traverse,MI,93.9,363,2020
Gratiot,MI,95.4,448,2020
Hillsdale,MI,93.9,363,2020
Houghton,MI,93.0,320,2020
Huron,MI,94.0,370,2020
Ingham,MI,95.0,426,2020
Ionia,MI,94.0,370,2020
Iosco,MI,93.3,335,2020
Iron,MI,93.3,335,2020
Isabella,MI,91.8,264,2020
Jackson,MI,94.2,382,2020
Kalamazoo,MI,94.5,400,2020
Kalkaska,MI,91.3,243,2020
Kent,MI,94.3,387,2020
Keweenaw,MI,91.0,231,2020
Lake,MI,93.1,324,2020
Lapeer,MI,92.7,307,2020
Leelanau,MI,94.1,376,2020
Lenawee,MI,94.1,376,2020
Livingston,MI,96.5,491,2020
Luce,MI,95.8,466,2020
Mackinac,MI,89.7,181,2020
Macomb,MI,94.8,416,2020
Manistee,MI,94.6,405,2020
Marquette,MI,95.8,466,2020
Mason,MI,93.2,330,2020
Mecosta,MI,92.9,315,2020
Menominee,MI,95.2,440,2020
Midland,MI,96.0,474,2020
Missaukee,MI,92.0,272,2020
Monroe,MI,96.0,474,2020
Montcalm,MI,92.8,311,2020
Montmorency,MI,92.7,307,2020
Muskegon,MI,95.1,433,2020
Newaygo,MI,93.3,335,2020
Oakland,MI,95.8,466,2020
Oceana,MI,90.3,202,2020
Ogemaw,MI,94.9,420,2020
Ontonagon,MI,93.3,335,2020
Osceola,MI,90.9,227,2020
Oscoda,MI,86.4,90,2020
Otsego,MI,92.7,307,2020
Ottawa,MI,96.5,491,2020
Presque Isle,MI,93.2,330,2020
Roscommon,MI,93.7,352,2020
Saginaw,MI,96.0,474,2020
St. Clair,MI,94.8,416,2020
St. Joseph,MI,91.0,231,2020
Sanilac,MI,91.7,260,2020
Schoolcraft,MI,94.1,376,2020
Shiawassee,MI,95.5,453,2020
Tuscola,MI,94.9,420,2020
Van Buren,MI,92.0,272,2020
Washtenaw,MI,96.8,500,2020
Wayne,MI,94.0,370,2020
Wexford,MI,93.1,324,2020
Aitkin,MN,95.6,456,2020
Anoka,MN,95.8,466,2020
Becker,MN,93.1,324,2020
Beltrami,MN,91.5,251,2020
Benton,MN,96.6,494,2020
Big Stone,MN,95.2,440,2020
Blue Earth,MN,96.0,474,2020
Brown,MN,96.8,500,2020
Carlton,MN,95.9,471,2020
Carver,MN,97.1,504,2020
Cass,MN,92.8,311,2020
Chippewa,MN,91.2,239,2020
Chisago,MN,96.7,497,2020
Clay,MN,95.8,466,2020
Clearwater,MN,88.9,155,2020
Cook,MN,94.8,416,2020
Cottonwood,MN,95.4,448,2020
Crow Wing,MN,95.0,426,2020
Dakota,MN,96.2,481,2020
Dodge,MN,96.1,478,2020
Douglas,MN,96.5,491,2020
Faribault,MN,95.1,433,2020
Fillmore,MN,90.4,207,2020
Freeborn,MN,94.8,416,2020
Goodhue,MN,95.1,433,2020
Grant,MN,94.6,405,2020
Hennepin,MN,95.3,443,2020
Houston,MN,95.2,440,2020
Hubbard,MN,94.4,393,2020
Isanti,MN,95.9,471,2020
Itasca,MN,94.5,400,2020
Jackson,MN,96.3,485,2020
Kanabec,MN,94.6,405,2020
Kandiyohi,MN,94.3,387,2020
Kittson,MN,93.1,324,2020
Koochiching,MN,94.8,416,2020
Lac qui Parle,MN,97.5,508,2020
Lake,MN,95.1,433,2020
Lake of the Woods,MN,94.9,420,2020
Le Sueur,MN,94.6,405,2020
Lincoln,MN,94.7,411,2020
Lyon,MN,93.7,352,2020
McLeod,MN,95.3,443,2020
Mahnomen,MN,85.3,71,2020
Marshall,MN,96.1,478,2020
Martin,MN,93.9,363,2020
Meeker,MN,95.4,448,2020
Mille Lacs,MN,94.5,400,2020
Morrison,MN,95.5,453,2020
Mower,MN,94.2,382,2020
Murray,MN,96.2,481,2020
Nicollet,MN,96.7,497,2020
Nobles,MN,91.0,231,2020
Norman,MN,94.0,370,2020
Olmsted,MN,96.0,474,2020
Otter Tail,MN,95.0,426,2020
Pennington,MN,97.5,508,2020
Pine,MN,93.4,341,2020
Pipestone,MN,93.4,341,2020
Polk,MN,96.1,478,2020
Pope,MN,97.2,505,2020
Ramsey,MN,95.0,426,2020
Red Lake,MN,97.0,503,2020
Redwood,MN,93.1,324,2020
Renville,MN,95.2,440,2020
Rice,MN,94.7,411,2020
Rock,MN,94.4,393,2020
Roseau,MN,95.5,453,2020
St. Louis,MN,96.3,485,2020
Scott,MN,96.7,497,2020
Sherburne,MN,97.1,504,2020
Sibley,MN,95.2,440,2020
Stearns,MN,96.1,478,2020
Steele,MN,96.7,497,2020
Stevens,MN,96.3,485,2020
Swift,MN,94.9,420,2020
Todd,MN,89.9,187,2020
Traverse,MN,96.8,500,2020
Wabasha,MN,94.8,416,2020
Wadena,MN,93.7,352,2020
Waseca,MN,95.9,471,2020
Washington,MN,96.5,491,2020
Watonwan,MN,88.4,138,2020
Wilkin,MN,97.3,506,2020
Winona,MN,94.3,387,2020
Wright,MN,95.7,461,2020
Yellow Medicine,MN,96.6,494,2020
Adams,MS,85.6,74,2020
Alcorn,MS,86.2,85,2020
Amite,MS,86.5,92,2020
Attala,MS,90.8,224,2020
Benton,MS,85.2,69,2020
Bolivar,MS,83.9,52,2020
Calhoun,MS,86.6,94,2020
Carroll,MS,93.0,320,2020
Chickasaw,MS,88.2,133,2020
Choctaw,MS,92.5,296,2020
Claiborne,MS,81.0,25,2020
Clarke,MS,87.2,107,2020
Clay,MS,87.1,106,2020
Coahoma,MS,87.0,104,2020
Copiah,MS,87.8,123,2020
Covington,MS,87.1,106,2020
DeSoto,MS,91.4,246,2020
Forrest,MS,86.5,92,2020
Franklin,MS,90.0,191,2020
George,MS,84.0,53,2020
Greene,MS,88.2,133,2020
Grenada,MS,87.0,104,2020
Hancock,MS,89.9,187,2020
Harrison,MS,85.5,73,2020
Hinds,MS,87.4,113,2020
Holmes,MS,83.5,47,2020
Humphreys,MS,85.3,71,2020
Issaquena,MS,91.1,236,2020
Itawamba,MS,88.3,136,2020
Jackson,MS,87.3,111,2020
Jasper,MS,87.8,123,2020
Jefferson,MS,85.8,78,2020
Jefferson Davis,MS,86.8,99,2020
Jones,MS,89.2,164,2020
Kemper,MS,87.2,107,2020
Lafayette,MS,91.0,231,2020
Lamar,MS,86.7,96,2020
Lauderdale,MS,90.3,202,2020
Lawrence,MS,85.1,68,2020
Leake,MS,86.2,85,2020
Lee,MS,88.8,153,2020
Leflore,MS,86.6,94,2020
Lincoln,MS,85.8,78,2020
Lowndes,MS,88.3,136,2020
Madison,MS,93.2,330,2020
Marion,MS,84.9,65,2020
Marshall,MS,85.3,71,2020
Monroe,MS,90.0,191,2020
Montgomery,MS,90.4,207,2020
Neshoba,MS,87.7,120,2020
Newton,MS,88.5,141,2020
Noxubee,MS,83.8,51,2020
Oktibbeha,MS,90.9,227,2020
Panola,MS,86.8,99,2020
Pearl River,MS,88.5,141,2020
Perry,MS,85.6,74,2020
Pike,MS,86.5,92,2020
Pontotoc,MS,85.8,78,2020
Prentiss,MS,90.7,220,2020
Quitman,MS,81.1,26,2020
Rankin,MS,91.1,236,2020
Scott,MS,84.7,62,2020
Sharkey,MS,82.4,36,2020
Simpson,MS,86.9,101,2020
Smith,MS,85.3,71,2020
Stone,MS,87.8,123,2020
Sunflower,MS,87.0,104,2020
Tallahatchie,MS,85.9,80,2020
Tate,MS,88.9,155,2020
Tippah,MS,88.1,129,2020
Tishomingo,MS,86.1,82,2020
Tunica,MS,87.2,107,2020
Union,MS,88.5,141,2020
Walthall,MS,86.6,94,2020
Warren,MS,87.9,125,2020
Washington,MS,85.8,78,2020
Wayne,MS,86.3,87,2020
Webster,MS,89.6,177,2020
Wilkinson,MS,85.4,72,2020
Winston,MS,87.0,104,2020
Yalobusha,MS,86.2,85,2020
Yazoo,MS,86.8,99,2020
Adair,MO,91.5,251,2020
Andrew,MO,93.5,344,2020
Atchison,MO,91.2,239,2020
Audrain,MO,88.7,149,2020
Barry,MO,87.4,113,2020
Barton,MO,86.7,96,2020
Bates,MO,90.5,212,2020
Benton,MO,88.8,153,2020
Bollinger,MO,91.7,260,2020
Boone,MO,93.2,330,2020
Buchanan,MO,87.9,125,2020
Butler,MO,87.5,115,2020
Caldwell,MO,90.1,195,2020
Callaway,MO,90.8,224,2020
Camden,MO,87.5,115,2020
Cape Girardeau,MO,92.3,287,2020
Carroll,MO,88.7,149,2020
Carter,MO,82.0,32,2020
Cass,MO,92.5,296,2020
Cedar,MO,83.2,43,2020
Chariton,MO,91.4,246,2020
Christian,MO,91.5,251,2020
Clark,MO,84.9,65,2020
Clay,MO,92.2,282,2020
Clinton,MO,91.9,269,2020
Cole,MO,92.9,315,2020
Cooper,MO,90.4,207,2020
Crawford,MO,86.2,85,2020
Dade,MO,87.1,106,2020
Dallas,MO,84.5,60,2020
Daviess,MO,85.1,68,2020
DeKalb,MO,92.4,291,2020
Dent,MO,84.5,60,2020
Douglas,MO,86.2,85,2020
Dunklin,MO,83.1,42,2020
Franklin,MO,92.5,296,2020
Gasconade,MO,93.9,363,2020
Gentry,MO,88.6,145,2020
Greene,MO,88.6,145,2020
Grundy,MO,82.5,38,2020
Harrison,MO,91.1,236,2020
Henry,MO,88.1,129,2020
Hickory,MO,84.2,54,2020
Holt,MO,91.9,269,2020
Howard,MO,92.5,296,2020
Howell,MO,84.1,54,2020
Iron,MO,88.0,127,2020
Jackson,MO,88.7,149,2020
Jasper,MO,86.8,99,2020
Jefferson,MO,91.9,269,2020
Johnson,MO,90.1,195,2020
Knox,MO,79.8,18,2020
Laclede,MO,89.5,172,2020
Lafayette,MO,91.9,269,2020
Lawrence,MO,86.2,85,2020
Lewis,MO,90.5,212,2020
Lincoln,MO,92.7,307,2020
Linn,MO,90.3,202,2020
Livingston,MO,87.7,120,2020
McDonald,MO,78.8,15,2020
Macon,MO,90.4,207,2020
Madison,MO,85.7,75,2020
Maries,MO,86.0,81,2020
Marion,MO,92.6,300,2020
Mercer,MO,85.9,80,2020
Miller,MO,88.3,136,2020
Mississippi,MO,88.8,153,2020
Moniteau,MO,84.6,60,2020
Monroe,MO,90.0,191,2020
Montgomery,MO,90.2,198,2020
Morgan,MO,76.8,10,2020
New Madrid,MO,86.3,87,2020
Newton,MO,86.6,94,2020
Nodaway,MO,90.6,217,2020
Oregon,MO,84.5,60,2020
Osage,MO,95.1,433,2020
Ozark,MO,85.2,69,2020
Pemiscot,MO,88.5,141,2020
Perry,MO,93.8,358,2020
Pettis,MO,87.3,111,2020
Phelps,MO,92.2,282,2020
Pike,MO,91.2,239,2020
Platte,MO,94.7,411,2020
Polk,MO,86.0,81,2020
Pulaski,MO,89.6,177,2020
Putnam,MO,87.4,113,2020
Ralls,MO,92.6,300,2020
Randolph,MO,89.8,183,2020
Ray,MO,89.3,166,2020
Reynolds,MO,89.4,168,2020
Ripley,MO,84.2,54,2020
St. Charles,MO,95.7,461,2020
St. Clair,MO,85.8,78,2020
Ste. Genevieve,MO,93.7,352,2020
St. Francois,MO,89.7,181,2020
St. Louis,MO,89.8,183,2020
Saline,MO,91.8,264,2020
Schuyler,MO,84.4,58,2020
Scotland,MO,66.3,1,2020
Scott,MO,89.6,177,2020
Shannon,MO,83.3,45,2020
Shelby,MO,88.2,133,2020
Stoddard,MO,87.3,111,2020
Stone,MO,90.2,198,2020
Sullivan,MO,91.0,231,2020
Taney,MO,84.2,54,2020
Texas,MO,82.1,33,2020
Vernon,MO,85.2,69,2020
Warren,MO,91.9,269,2020
Washington,MO,86.8,99,2020
Wayne,MO,87.0,104,2020
Webster,MO,84.5,60,2020
Worth,MO,93.3,335,2020
Wright,MO,83.2,43,2020
Beaverhead,MT,94.1,376,2020
Big Horn,MT,72.3,3,2020
Blaine,MT,84.7,62,2020
Broadwater,MT,90.1,195,2020
Carbon,MT,94.3,387,2020
Carter,MT,83.5,47,2020
Cascade,MT,92.7,307,2020
Chouteau,MT,92.8,311,2020
Custer,MT,93.7,352,2020
Daniels,MT,95.9,471,2020
Dawson,MT,96.6,494,2020
Deer Lodge,MT,93.3,335,2020
Fallon,MT,92.5,296,2020
Fergus,MT,89.2,164,2020
Flathead,MT,91.0,231,2020
Gallatin,MT,92.6,300,2020
Garfield,MT,85.1,68,2020
Glacier,MT,62.9,0,2020
Golden Valley,MT,90.0,191,2020
Granite,MT,93.3,335,2020
Hill,MT,94.7,411,2020
Jefferson,MT,94.0,370,2020
Judith Basin,MT,93.2,330,2020
Lake,MT,86.4,90,2020
Lewis and Clark,MT,94.8,416,2020
Liberty,MT,93.3,335,2020
Lincoln,MT,90.5,212,2020
McCone,MT,93.9,363,2020
