county,state,percentNeedOpioidTreatment,percentNeedOpioidTreatmentBucket,year
Glenn,CA,87.25,179,2020
Humboldt,CA,87.25,179,2020
Imperial,CA,91.29,398,2020
Inyo,CA,87.97,213,2020
Kern,CA,87.97,213,2020
Kings,CA,87.97,213,2020
Lake,CA,87.25,179,2020
Lassen,CA,87.25,179,2020
Los Angeles,CA,92.09,427,2020
Madera,CA,90.22,354,2020
Marin,CA,82.74,28,2020
Mariposa,CA,90.22,354,2020
Mendocino,CA,87.25,179,2020
Merced,CA,90.22,354,2020
Modoc,CA,87.25,179,2020
Mono,CA,87.54,186,2020
Monterey,CA,89.79,335,2020
Napa,CA,82.74,28,2020
Nevada,CA,87.67,192,2020
Orange,CA,90,349,2020
Placer,CA,87.67,192,2020
Plumas,CA,87.25,179,2020
Riverside,CA,91.29,398,2020
Sacramento,CA,85.76,92,2020
San Benito,CA,89.79,335,2020
San Bernardino,CA,87.91,212,2020
San Diego,CA,90.33,358,2020
San Francisco,CA,100,511,2020
San Joaquin,CA,87.54,186,2020
San Luis Obispo,CA,89.79,335,2020
San Mateo,CA,93.16,469,2020
Santa Barbara,CA,87.66,191,2020
Santa Clara,CA,89.83,343,2020
Santa Cruz,CA,89.79,335,2020
Shasta,CA,87.25,179,2020
Sierra,CA,87.25,179,2020
Siskiyou,CA,87.25,179,2020
Solano,CA,82.74,28,2020
Sonoma,CA,82.74,28,2020
Stanislaus,CA,90.22,354,2020
Sutter,CA,87.67,192,2020
Tehama,CA,87.25,179,2020
Trinity,CA,87.25,179,2020
Tulare,CA,87.97,213,2020
Tuolumne,CA,87.54,186,2020
Ventura,CA,87.66,191,2020
Yolo,CA,87.67,192,2020
Yuba,CA,87.67,192,2020
Adams,CO,86.73,156,2020
Alamosa,CO,88.33,239,2020
Arapahoe,CO,86.73,156,2020
Archuleta,CO,89.84,348,2020
Baca,CO,88.33,239,2020
Bent,CO,88.33,239,2020
Boulder,CO,86.73,156,2020
Broomfield,CO,86.73,156,2020
Chaffee,CO,89.84,348,2020
Cheyenne,CO,88.75,261,2020
Clear Creek,CO,86.73,156,2020
Conejos,CO,88.33,239,2020
Costilla,CO,88.33,239,2020
Crowley,CO,88.33,239,2020
Custer,CO,89.84,348,2020
Delta,CO,89.84,348,2020
Denver,CO,86.73,156,2020
Dolores,CO,89.84,348,2020
Douglas,CO,86.73,156,2020
Eagle,CO,89.84,348,2020
Elbert,CO,88.75,261,2020
El Paso,CO,89.84,348,2020
Fremont,CO,89.84,348,2020
Garfield,CO,89.84,348,2020
Gilpin,CO,86.73,156,2020
Grand,CO,89.84,348,2020
Gunnison,CO,89.84,348,2020
Hinsdale,CO,89.84,348,2020
Huerfano,CO,88.33,239,2020
Jackson,CO,89.84,348,2020
Jefferson,CO,86.73,156,2020
Kiowa,CO,88.33,239,2020
Kit Carson,CO,88.75,261,2020
Lake,CO,89.84,348,2020
La Plata,CO,89.84,348,2020
Larimer,CO,88.75,261,2020
Las Animas,CO,88.33,239,2020
Lincoln,CO,88.75,261,2020
Logan,CO,88.75,261,2020
Mesa,CO,89.84,348,2020
Mineral,CO,88.33,239,2020
Moffat,CO,89.84,348,2020
Montezuma,CO,89.84,348,2020
Montrose,CO,89.84,348,2020
Morgan,CO,88.75,261,2020
Otero,CO,88.33,239,2020
Ouray,CO,89.84,348,2020
Park,CO,89.84,348,2020
Phillips,CO,88.75,261,2020
Pitkin,CO,89.84,348,2020
Prowers,CO,88.33,239,2020
Pueblo,CO,88.33,239,2020
Rio Blanco,CO,89.84,348,2020
Rio Grande,CO,88.33,239,2020
Routt,CO,89.84,348,2020
Saguache,CO,88.33,239,2020
San Juan,CO,89.84,348,2020
San Miguel,CO,89.84,348,2020
Sedgwick,CO,88.75,261,2020
Summit,CO,89.84,348,2020
Teller,CO,89.84,348,2020
Washington,CO,88.75,261,2020
Weld,CO,88.75,261,2020
Yuma,CO,88.75,261,2020
Fairfield,CT,87.54,186,2020
Hartford,CT,87.54,186,2020
Litchfield,CT,87.54,186,2020
Middlesex,CT,87.54,186,2020
New Haven,CT,87.54,186,2020
New London,CT,87.54,186,2020
Tolland,CT,87.54,186,2020
Windham,CT,87.54,186,2020
Kent,DE,77.45,13,2020
New Castle,DE,77.45,13,2020
Sussex,DE,77.45,13,2020
District of,,94.35,490,2020
Alachua,FL,89.12,293,2020
Baker,FL,89.12,293,2020
Bay,FL,87.87,210,2020
Bradford,FL,89.12,293,2020
Brevard,FL,86.04,109,2020
Broward,FL,92.64,458,2020
Calhoun,FL,87.87,210,2020
Charlotte,FL,86.27,127,2020
Citrus,FL,87.85,209,2020
Clay,FL,88.97,281,2020
Collier,FL,86.27,127,2020
Columbia,FL,89.12,293,2020
DeSoto,FL,90.87,391,2020
Dixie,FL,89.12,293,2020
Duval,FL,88.97,281,2020
Escambia,FL,87.42,181,2020
Flagler,FL,89.62,331,2020
Franklin,FL,90.75,381,2020
Gadsden,FL,90.75,381,2020
Gilchrist,FL,89.12,293,2020
Glades,FL,86.27,127,2020
Gulf,FL,87.87,210,2020
Hamilton,FL,89.12,293,2020
Hardee,FL,87.69,193,2020
Hendry,FL,86.27,127,2020
Hernando,FL,87.85,209,2020
Highlands,FL,87.69,193,2020
Hillsborough,FL,88.39,241,2020
Holmes,FL,87.87,210,2020
Indian River,FL,88,213,2020
Jackson,FL,87.87,210,2020
Jefferson,FL,90.75,381,2020
Lafayette,FL,89.12,293,2020
Lake,FL,87.85,209,2020
Lee,FL,86.27,127,2020
Leon,FL,90.75,381,2020
Levy,FL,89.12,293,2020
Liberty,FL,90.75,381,2020
Madison,FL,90.75,381,2020
Manatee,FL,90.87,391,2020
Marion,FL,87.85,209,2020
Martin,FL,88,213,2020
Miami-Dade,FL,97.93,511,2020
Monroe,FL,97.93,511,2020
Nassau,FL,88.97,281,2020
Okaloosa,FL,87.42,181,2020
Okeechobee,FL,88,213,2020
Orange,FL,90.11,352,2020
Osceola,FL,90.11,352,2020
Palm Beach,FL,86.25,122,2020
Pasco,FL,86.52,140,2020
Pinellas,FL,86.52,140,2020
Polk,FL,87.69,193,2020
Putnam,FL,89.62,331,2020
St. Johns,FL,89.62,331,2020
St. Lucie,FL,88,213,2020
Santa Rosa,FL,87.42,181,2020
Sarasota,FL,90.87,391,2020
Seminole,FL,86.04,109,2020
Sumter,FL,87.85,209,2020
Suwannee,FL,89.12,293,2020
Taylor,FL,90.75,381,2020
Union,FL,89.12,293,2020
Volusia,FL,89.62,331,2020
Wakulla,FL,90.75,381,2020
Walton,FL,87.42,181,2020
Washington,FL,87.87,210,2020
Appling,GA,87.8,199,2020
Atkinson,GA,87.8,199,2020
Bacon,GA,87.8,199,2020
Baker,GA,91.3,402,2020
Baldwin,GA,88.24,229,2020
Banks,GA,88.24,229,2020
Barrow,GA,88.24,229,2020
Bartow,GA,88.24,229,2020
Ben Hill,GA,91.3,402,2020
Berrien,GA,91.3,402,2020
Bibb,GA,88.24,229,2020
Bleckley,GA,87.8,199,2020
Brantley,GA,87.8,199,2020
Brooks,GA,91.3,402,2020
Bryan,GA,87.8,199,2020
Bulloch,GA,87.8,199,2020
Burke,GA,88.24,229,2020
Butts,GA,86.56,145,2020
Calhoun,GA,91.3,402,2020
Camden,GA,87.8,199,2020
Candler,GA,87.8,199,2020
Carroll,GA,86.56,145,2020
Catoosa,GA,88.24,229,2020
Charlton,GA,87.8,199,2020
Chatham,GA,87.8,199,2020
Chattahoochee,GA,86.56,145,2020
Chattooga,GA,88.24,229,2020
Cherokee,GA,88.24,229,2020
Clarke,GA,88.24,229,2020
Clay,GA,86.56,145,2020
Clayton,GA,88.89,273,2020
Clinch,GA,87.8,199,2020
Cobb,GA,88.24,229,2020
Coffee,GA,87.8,199,2020
Colquitt,GA,91.3,402,2020
Columbia,GA,88.24,229,2020
Cook,GA,91.3,402,2020
Coweta,GA,86.56,145,2020
Crawford,GA,86.56,145,2020
Crisp,GA,86.56,145,2020
Dade,GA,88.24,229,2020
Dawson,GA,88.24,229,2020
Decatur,GA,91.3,402,2020
DeKalb,GA,88.89,273,2020
Dodge,GA,87.8,199,2020
Dooly,GA,86.56,145,2020
Dougherty,GA,91.3,402,2020
Douglas,GA,88.24,229,2020
Early,GA,91.3,402,2020
Echols,GA,91.3,402,2020
Effingham,GA,87.8,199,2020
Elbert,GA,88.24,229,2020
Emanuel,GA,88.24,229,2020
Evans,GA,87.8,199,2020
Fannin,GA,88.24,229,2020
Fayette,GA,86.56,145,2020
Floyd,GA,88.24,229,2020
Forsyth,GA,88.24,229,2020
Franklin,GA,88.24,229,2020
Fulton,GA,88.89,273,2020
Gilmer,GA,88.24,229,2020
Glascock,GA,88.24,229,2020
Glynn,GA,87.8,199,2020
Gordon,GA,88.24,229,2020
Grady,GA,91.3,402,2020
Greene,GA,88.24,229,2020
Gwinnett,GA,88.89,273,2020
Habersham,GA,88.24,229,2020
Hall,GA,88.24,229,2020
Hancock,GA,88.24,229,2020
Haralson,GA,88.24,229,2020
Harris,GA,86.56,145,2020
Hart,GA,88.24,229,2020
Heard,GA,86.56,145,2020
Henry,GA,86.56,145,2020
Houston,GA,86.56,145,2020
Irwin,GA,91.3,402,2020
Jackson,GA,88.24,229,2020
Jasper,GA,88.24,229,2020
Jeff Davis,GA,87.8,199,2020
Jefferson,GA,88.24,229,2020
Jenkins,GA,88.24,229,2020
Johnson,GA,87.8,199,2020
Jones,GA,88.24,229,2020
Lamar,GA,86.56,145,2020
Lanier,GA,91.3,402,2020
Laurens,GA,87.8,199,2020
Lee,GA,91.3,402,2020
Liberty,GA,87.8,199,2020
Lincoln,GA,88.24,229,2020
Long,GA,87.8,199,2020
Lowndes,GA,91.3,402,2020
Lumpkin,GA,88.24,229,2020
McDuffie,GA,88.24,229,2020
McIntosh,GA,87.8,199,2020
Macon,GA,86.56,145,2020
Madison,GA,88.24,229,2020
Marion,GA,86.56,145,2020
Meriwether,GA,86.56,145,2020
Miller,GA,91.3,402,2020
Mitchell,GA,91.3,402,2020
Monroe,GA,88.24,229,2020
Montgomery,GA,87.8,199,2020
Morgan,GA,88.24,229,2020
Murray,GA,88.24,229,2020
Muscogee,GA,86.56,145,2020
Newton,GA,88.89,273,2020
Oconee,GA,88.24,229,2020
Oglethorpe,GA,88.24,229,2020
Paulding,GA,88.24,229,2020
Peach,GA,86.56,145,2020
Pickens,GA,88.24,229,2020
Pierce,GA,87.8,199,2020
Pike,GA,86.56,145,2020
Polk,GA,88.24,229,2020
Pulaski,GA,87.8,199,2020
Putnam,GA,88.24,229,2020
Quitman,GA,86.56,145,2020
Rabun,GA,88.24,229,2020
Randolph,GA,86.56,145,2020
Richmond,GA,88.24,229,2020
Rockdale,GA,88.89,273,2020
Schley,GA,86.56,145,2020
Screven,GA,88.24,229,2020
Seminole,GA,91.3,402,2020
Spalding,GA,86.56,145,2020
Stephens,GA,88.24,229,2020
Stewart,GA,86.56,145,2020
Sumter,GA,86.56,145,2020
Talbot,GA,86.56,145,2020
Taliaferro,GA,88.24,229,2020
Tattnall,GA,87.8,199,2020
Taylor,GA,86.56,145,2020
Telfair,GA,87.8,199,2020
Terrell,GA,91.3,402,2020
Thomas,GA,91.3,402,2020
Tift,GA,91.3,402,2020
Toombs,GA,87.8,199,2020
Towns,GA,88.24,229,2020
Treutlen,GA,87.8,199,2020
Troup,GA,86.56,145,2020
Turner,GA,91.3,402,2020
Twiggs,GA,88.24,229,2020
Union,GA,88.24,229,2020
Upson,GA,86.56,145,2020
Walker,GA,88.24,229,2020
Walton,GA,88.24,229,2020
Ware,GA,87.8,199,2020
Warren,GA,88.24,229,2020
Washington,GA,88.24,229,2020
Wayne,GA,87.8,199,2020
Webster,GA,86.56,145,2020
Wheeler,GA,87.8,199,2020
White,GA,88.24,229,2020
Whitfield,GA,88.24,229,2020
Wilcox,GA,87.8,199,2020
Wilkes,GA,88.24,229,2020
Wilkinson,GA,88.24,229,2020
Worth,GA,91.3,402,2020
Hawaii,HI,88.66,255,2020
Honolulu,HI,95.86,506,2020
Kalawao,HI,0,12,2020
Kauai,HI,90.78,381,2020
Maui,HI,93.52,485,2020
Ada,ID,88.08,214,2020
Adams,ID,91.19,396,2020
Bannock,ID,90.46,363,2020
Bear Lake,ID,90.46,363,2020
Benewah,ID,90.05,352,2020
Bingham,ID,92.56,458,2020
Blaine,ID,90.05,352,2020
Boise,ID,88.08,214,2020
Bonner,ID,90.05,352,2020
Bonneville,ID,92.56,458,2020
Boundary,ID,90.05,352,2020
Butte,ID,92.56,458,2020
Camas,ID,90.05,352,2020
Canyon,ID,91.19,396,2020
Caribou,ID,90.46,363,2020
Cassia,ID,90.05,352,2020
Clark,ID,92.56,458,2020
Clearwater,ID,89.6,328,2020
Custer,ID,92.56,458,2020
Elmore,ID,88.08,214,2020
Franklin,ID,90.46,363,2020
Fremont,ID,92.56,458,2020
Gem,ID,91.19,396,2020
Gooding,ID,90.05,352,2020
Idaho,ID,89.6,328,2020
Jefferson,ID,92.56,458,2020
Jerome,ID,90.05,352,2020
Kootenai,ID,90.05,352,2020
Latah,ID,89.6,328,2020
Lemhi,ID,92.56,458,2020
Lewis,ID,89.6,328,2020
Lincoln,ID,90.05,352,2020
Madison,ID,92.56,458,2020
Minidoka,ID,90.05,352,2020
Nez Perce,ID,89.6,328,2020
Oneida,ID,90.46,363,2020
Owyhee,ID,91.19,396,2020
Payette,ID,91.19,396,2020
Power,ID,90.46,363,2020
Shoshone,ID,90.05,352,2020
Teton,ID,92.56,458,2020
Twin Falls,ID,90.05,352,2020
Valley,ID,88.08,214,2020
Washington,ID,91.19,396,2020
Adams,IL,86.18,114,2020
Alexander,IL,89.36,319,2020
Bond,IL,89.36,319,2020
Boone,IL,92.31,447,2020
Brown,IL,86.18,114,2020
Bureau,IL,90.68,377,2020
Calhoun,IL,86.18,114,2020
Carroll,IL,92.31,447,2020
Cass,IL,86.18,114,2020
Champaign,IL,90.68,377,2020
Christian,IL,86.18,114,2020
Clark,IL,86.18,114,2020
Clay,IL,89.36,319,2020
Clinton,IL,89.36,319,2020
Coles,IL,86.18,114,2020
Cook,IL,95.35,497,2020
Crawford,IL,89.36,319,2020
Cumberland,IL,86.18,114,2020
DeKalb,IL,92.31,447,2020
De Witt,IL,86.18,114,2020
Douglas,IL,86.18,114,2020
DuPage,IL,92.31,447,2020
Edgar,IL,86.18,114,2020
Edwards,IL,89.36,319,2020
Effingham,IL,86.18,114,2020
Fayette,IL,89.36,319,2020
Ford,IL,90.68,377,2020
Franklin,IL,89.36,319,2020
Fulton,IL,90.68,377,2020
Gallatin,IL,89.36,319,2020
Greene,IL,86.18,114,2020
Grundy,IL,92.31,447,2020
Hamilton,IL,89.36,319,2020
Hancock,IL,86.18,114,2020
Hardin,IL,89.36,319,2020
Henderson,IL,90.68,377,2020
Henry,IL,90.68,377,2020
Iroquois,IL,90.68,377,2020
Jackson,IL,89.36,319,2020
Jasper,IL,89.36,319,2020
Jefferson,IL,89.36,319,2020
Jersey,IL,86.18,114,2020
Jo Daviess,IL,92.31,447,2020
Johnson,IL,89.36,319,2020
Kane,IL,92.31,447,2020
Kankakee,IL,92.31,447,2020
Kendall,IL,92.31,447,2020
Knox,IL,90.68,377,2020
Lake,IL,92.31,447,2020
LaSalle,IL,90.68,377,2020
Lawrence,IL,89.36,319,2020
Lee,IL,92.31,447,2020
Livingston,IL,90.68,377,2020
Logan,IL,86.18,114,2020
McDonough,IL,90.68,377,2020
McHenry,IL,92.31,447,2020
McLean,IL,90.68,377,2020
Macon,IL,86.18,114,2020
Macoupin,IL,86.18,114,2020
Madison,IL,89.36,319,2020
Marion,IL,89.36,319,2020
Marshall,IL,90.68,377,2020
Mason,IL,90.68,377,2020
Massac,IL,89.36,319,2020
Menard,IL,86.18,114,2020
Mercer,IL,90.68,377,2020
Monroe,IL,89.36,319,2020
Montgomery,IL,86.18,114,2020
Morgan,IL,86.18,114,2020
Moultrie,IL,86.18,114,2020
Ogle,IL,92.31,447,2020
Peoria,IL,90.68,377,2020
Perry,IL,89.36,319,2020
Piatt,IL,86.18,114,2020
Pike,IL,86.18,114,2020
Pope,IL,89.36,319,2020
Pulaski,IL,89.36,319,2020
Putnam,IL,90.68,377,2020
Randolph,IL,89.36,319,2020
Richland,IL,89.36,319,2020
Rock Island,IL,90.68,377,2020
St. Clair,IL,89.36,319,2020
Saline,IL,89.36,319,2020
Sangamon,IL,86.18,114,2020
Schuyler,IL,86.18,114,2020
Scott,IL,86.18,114,2020
Shelby,IL,86.18,114,2020
Stark,IL,90.68,377,2020
Stephenson,IL,92.31,447,2020
Tazewell,IL,90.68,377,2020
Union,IL,89.36,319,2020
Vermilion,IL,90.68,377,2020
Wabash,IL,89.36,319,2020
Warren,IL,90.68,377,2020
Washington,IL,89.36,319,2020
Wayne,IL,89.36,319,2020
White,IL,89.36,319,2020
Whiteside,IL,92.31,447,2020
Will,IL,92.31,447,2020
Williamson,IL,89.36,319,2020
Winnebago,IL,92.31,447,2020
Woodford,IL,90.68,377,2020
Adams,IN,88.13,218,2020
Allen,IN,88.13,218,2020
Bartholomew,IN,83.96,53,2020
Benton,IN,85.21,83,2020
Blackford,IN,85.85,104,2020
Boone,IN,80.26,14,2020
Brown,IN,83.96,53,2020
Carroll,IN,85.21,83,2020
Cass,IN,89.15,299,2020
Clark,IN,83.96,53,2020
Clay,IN,85.21,83,2020
Clinton,IN,85.21,83,2020
Crawford,IN,83.96,53,2020
Daviess,IN,86.19,116,2020
Dearborn,IN,83.96,53,2020
Decatur,IN,83.96,53,2020
DeKalb,IN,88.13,218,2020
Delaware,IN,85.85,104,2020
Dubois,IN,86.19,116,2020
Elkhart,IN,89.15,299,2020
Fayette,IN,85.85,104,2020
Floyd,IN,83.96,53,2020
Fountain,IN,85.21,83,2020
Franklin,IN,83.96,53,2020
Fulton,IN,89.15,299,2020
Gibson,IN,86.19,116,2020
Grant,IN,85.85,104,2020
Greene,IN,86.19,116,2020
Hamilton,IN,80.26,14,2020
Hancock,IN,80.26,14,2020
Harrison,IN,83.96,53,2020
Hendricks,IN,80.26,14,2020
Henry,IN,85.85,104,2020
Howard,IN,89.15,299,2020
Huntington,IN,88.13,218,2020
Jackson,IN,83.96,53,2020
Jasper,IN,86.28,128,2020
Jay,IN,85.85,104,2020
Jefferson,IN,83.96,53,2020
Jennings,IN,83.96,53,2020
Johnson,IN,80.26,14,2020
Knox,IN,86.19,116,2020
Kosciusko,IN,89.15,299,2020
LaGrange,IN,88.13,218,2020
Lake,IN,86.28,128,2020
LaPorte,IN,89.15,299,2020
Lawrence,IN,83.96,53,2020
Madison,IN,85.85,104,2020
Marion,IN,80.26,14,2020
Marshall,IN,89.15,299,2020
Martin,IN,86.19,116,2020
Miami,IN,89.15,299,2020
Monroe,IN,85.21,83,2020
Montgomery,IN,85.21,83,2020
Morgan,IN,80.26,14,2020
Newton,IN,86.28,128,2020
Noble,IN,88.13,218,2020
Ohio,IN,83.96,53,2020
Orange,IN,83.96,53,2020
Owen,IN,85.21,83,2020
Parke,IN,85.21,83,2020
Perry,IN,86.19,116,2020
Pike,IN,86.19,116,2020
Porter,IN,86.28,128,2020
Posey,IN,86.19,116,2020
Pulaski,IN,86.28,128,2020
Putnam,IN,85.21,83,2020
Randolph,IN,85.85,104,2020
Ripley,IN,83.96,53,2020
Rush,IN,85.85,104,2020
St. Joseph,IN,89.15,299,2020
Scott,IN,83.96,53,2020
Shelby,IN,80.26,14,2020
Spencer,IN,86.19,116,2020
Starke,IN,86.28,128,2020
Steuben,IN,88.13,218,2020
Sullivan,IN,85.21,83,2020
Switzerland,IN,83.96,53,2020
Tippecanoe,IN,85.21,83,2020
Tipton,IN,89.15,299,2020
Union,IN,85.85,104,2020
Vanderburgh,IN,86.19,116,2020
Vermillion,IN,85.21,83,2020
Vigo,IN,85.21,83,2020
Wabash,IN,89.15,299,2020
Warren,IN,85.21,83,2020
Warrick,IN,86.19,116,2020
Washington,IN,83.96,53,2020
Wayne,IN,85.85,104,2020
Wells,IN,88.13,218,2020
White,IN,85.21,83,2020
Whitley,IN,88.13,218,2020
Adair,IA,88.63,251,2020
Adams,IA,88.63,251,2020
Allamakee,IA,87.23,176,2020
Appanoose,IA,93.15,468,2020
Audubon,IA,88.32,237,2020
Benton,IA,87.23,176,2020
Black Hawk,IA,87.23,176,2020
Boone,IA,91.2,398,2020
Bremer,IA,87.23,176,2020
Buchanan,IA,87.23,176,2020
Buena Vista,IA,88.32,237,2020
Butler,IA,87.23,176,2020
Calhoun,IA,88.32,237,2020
Carroll,IA,88.32,237,2020
Cass,IA,88.63,251,2020
Cedar,IA,93.15,468,2020
Cerro Gordo,IA,91.2,398,2020
Cherokee,IA,88.32,237,2020
Chickasaw,IA,87.23,176,2020
Clarke,IA,88.63,251,2020
Clay,IA,88.32,237,2020
Clayton,IA,87.23,176,2020
Clinton,IA,87.23,176,2020
Crawford,IA,88.32,237,2020
