county,state,population,populationBucket,year
Gilmer,GA,25642,286,2020
Glascock,GA,2463,28,2020
Glynn,GA,68495,404,2020
Gordon,GA,45309,365,2020
Grady,GA,19311,241,2020
Greene,GA,14856,199,2020
Gwinnett,GA,706295,502,2020
Habersham,GA,36250,338,2020
Hall,GA,156550,457,2020
Hancock,GA,7615,108,2020
Haralson,GA,23408,273,2020
Harris,GA,28091,298,2020
Hart,GA,21132,257,2020
Heard,GA,9395,131,2020
Henry,GA,179560,464,2020
Houston,GA,120252,441,2020
Irwin,GA,7768,110,2020
Jackson,GA,54580,385,2020
Jasper,GA,11108,154,2020
Jeff Davis,GA,11498,160,2020
Jefferson,GA,12278,169,2020
Jenkins,GA,7041,98,2020
Johnson,GA,8068,115,2020
Jones,GA,22811,270,2020
Lamar,GA,15519,207,2020
Lanier,GA,8517,122,2020
Laurens,GA,36935,341,2020
Lee,GA,22777,270,2020
Liberty,GA,46110,367,2020
Lincoln,GA,6628,90,2020
Long,GA,14454,195,2020
Lowndes,GA,91333,425,2020
Lumpkin,GA,27764,298,2020
McDuffie,GA,16699,220,2020
McIntosh,GA,12053,167,2020
Macon,GA,10941,152,2020
Madison,GA,23529,274,2020
Marion,GA,6821,93,2020
Meriwether,GA,17121,223,2020
Miller,GA,4575,58,2020
Mitchell,GA,17610,227,2020
Monroe,GA,22498,267,2020
Montgomery,GA,7435,106,2020
Morgan,GA,15159,203,2020
Murray,GA,31113,316,2020
Muscogee,GA,151808,455,2020
Newton,GA,84225,419,2020
Oconee,GA,30285,311,2020
Oglethorpe,GA,12031,167,2020
Paulding,GA,127017,445,2020
Peach,GA,22327,266,2020
Pickens,GA,26572,291,2020
Pierce,GA,15026,202,2020
Pike,GA,14976,201,2020
Polk,GA,32866,323,2020
Pulaski,GA,9540,134,2020
Putnam,GA,18281,233,2020
Quitman,GA,2016,22,2020
Rabun,GA,14518,196,2020
Randolph,GA,5181,67,2020
Richmond,GA,160601,459,2020
Rockdale,GA,70582,406,2020
Schley,GA,4238,53,2020
Screven,GA,11350,157,2020
Seminole,GA,6658,91,2020
Spalding,GA,51811,379,2020
Stephens,GA,20946,255,2020
Stewart,GA,5889,80,2020
Sumter,GA,23482,273,2020
Talbot,GA,5354,71,2020
Taliaferro,GA,1401,11,2020
Tattnall,GA,20779,253,2020
Taylor,GA,6682,92,2020
Telfair,GA,13495,184,2020
Terrell,GA,6844,94,2020
Thomas,GA,35026,334,2020
Tift,GA,31417,317,2020
Toombs,GA,20640,252,2020
Towns,GA,10558,148,2020
Treutlen,GA,5368,71,2020
Troup,GA,54371,384,2020
Turner,GA,6206,84,2020
Twiggs,GA,6802,93,2020
Union,GA,20632,251,2020
Upson,GA,21276,258,2020
Walker,GA,56063,388,2020
Walton,GA,73292,409,2020
Ware,GA,28124,299,2020
Warren,GA,4264,53,2020
Washington,GA,16496,217,2020
Wayne,GA,23487,273,2020
Webster,GA,2067,22,2020
Wheeler,GA,6723,92,2020
White,GA,25318,284,2020
Whitfield,GA,80590,416,2020
Wilcox,GA,7240,102,2020
Wilkes,GA,7937,114,2020
Wilkinson,GA,7145,100,2020
Worth,GA,16412,217,2020
Hawaii,HI,162900,459,2020
Honolulu,HI,793781,504,2020
Kalawao,HI,435,1,2020
Kauai,HI,57999,390,2020
Maui,HI,133721,448,2020
Ada,ID,371749,487,2020
Adams,ID,3586,44,2020
Bannock,ID,66717,401,2020
Bear Lake,ID,4674,60,2020
Benewah,ID,7446,106,2020
Bingham,ID,33726,328,2020
Blaine,ID,18452,235,2020
Boise,ID,6642,91,2020
Bonner,ID,37002,341,2020
Bonneville,ID,85003,420,2020
Boundary,ID,9670,136,2020
Butte,ID,2088,23,2020
Camas,ID,848,5,2020
Canyon,ID,167256,461,2020
Caribou,ID,5340,71,2020
Cassia,ID,17186,223,2020
Clark,ID,692,4,2020
Clearwater,ID,7467,106,2020
Custer,ID,3570,44,2020
Elmore,ID,20804,254,2020
Franklin,ID,9927,140,2020
Fremont,ID,10198,145,2020
Gem,ID,14165,193,2020
Gooding,ID,11603,162,2020
Idaho,ID,13689,186,2020
Jefferson,ID,20675,252,2020
Jerome,ID,17422,225,2020
Kootenai,ID,128619,446,2020
Latah,ID,33548,327,2020
Lemhi,ID,6592,89,2020
Lewis,ID,3093,37,2020
Lincoln,ID,3978,49,2020
Madison,ID,30306,311,2020
Minidoka,ID,15509,207,2020
Nez Perce,ID,32764,323,2020
Oneida,ID,3321,40,2020
Owyhee,ID,9078,128,2020
Payette,ID,18015,231,2020
Power,ID,5500,73,2020
Shoshone,ID,10422,146,2020
Teton,ID,9278,130,2020
Twin Falls,ID,64991,399,2020
Valley,ID,9408,132,2020
Washington,ID,8043,115,2020
Adams,IL,52605,381,2020
Alexander,IL,4788,62,2020
Bond,IL,13788,188,2020
Boone,IL,41844,355,2020
Brown,IL,5561,74,2020
Bureau,IL,26628,292,2020
Calhoun,IL,3931,49,2020
Carroll,IL,12019,166,2020
Cass,IL,9697,136,2020
Champaign,IL,174611,462,2020
Christian,IL,26838,293,2020
Clark,IL,12455,170,2020
Clay,IL,10511,147,2020
Clinton,IL,30650,313,2020
Coles,IL,42878,359,2020
Cook,IL,4167295,511,2020
Crawford,IL,15658,209,2020
Cumberland,IL,8632,124,2020
DeKalb,IL,84512,419,2020
De Witt,IL,12795,176,2020
Douglas,IL,15283,205,2020
DuPage,IL,741283,503,2020
Edgar,IL,14388,194,2020
Edwards,IL,5194,68,2020
Effingham,IL,26976,294,2020
Fayette,IL,17517,226,2020
Ford,IL,10518,147,2020
Franklin,IL,31090,316,2020
Fulton,IL,28769,303,2020
Gallatin,IL,4062,51,2020
Greene,IL,10672,149,2020
Grundy,IL,39456,350,2020
Hamilton,IL,6535,88,2020
Hancock,IL,14549,196,2020
Hardin,IL,3397,41,2020
Henderson,IL,5620,75,2020
Henry,IL,39486,350,2020
Iroquois,IL,22260,265,2020
Jackson,IL,48168,372,2020
Jasper,IL,7547,107,2020
Jefferson,IL,30372,312,2020
Jersey,IL,18014,231,2020
Jo Daviess,IL,17855,229,2020
Johnson,IL,10450,146,2020
Kane,IL,413037,490,2020
Kankakee,IL,87935,422,2020
Kendall,IL,95141,427,2020
Knox,IL,41286,355,2020
Lake,IL,551996,496,2020
LaSalle,IL,88629,423,2020
Lawrence,IL,13156,179,2020
Lee,IL,28180,299,2020
Livingston,IL,29157,305,2020
Logan,IL,23970,277,2020
McDonough,IL,25533,286,2020
McHenry,IL,244487,475,2020
McLean,IL,139280,451,2020
Macon,IL,83788,418,2020
Macoupin,IL,36850,341,2020
Madison,IL,213273,471,2020
Marion,IL,29783,309,2020
Marshall,IL,9517,134,2020
Mason,IL,11081,153,2020
Massac,IL,11349,157,2020
Menard,IL,9862,139,2020
Mercer,IL,12576,173,2020
Monroe,IL,27650,296,2020
Montgomery,IL,23565,274,2020
Morgan,IL,28388,300,2020
Moultrie,IL,11366,158,2020
Ogle,IL,40710,353,2020
Peoria,IL,142588,453,2020
Perry,IL,17577,227,2020
Piatt,IL,13206,180,2020
Pike,IL,12393,170,2020
Pope,IL,3607,44,2020
Pulaski,IL,4424,56,2020
Putnam,IL,4761,62,2020
Randolph,IL,26541,291,2020
Richland,IL,12456,170,2020
Rock Island,IL,114536,439,2020
St. Clair,IL,206736,470,2020
Saline,IL,19199,241,2020
Sangamon,IL,157353,457,2020
Schuyler,IL,5862,80,2020
Scott,IL,4058,51,2020
Shelby,IL,17544,226,2020
Stark,IL,4384,56,2020
Stephenson,IL,36194,338,2020
Tazewell,IL,105856,433,2020
Union,IL,13706,187,2020
Vermilion,IL,60468,393,2020
Wabash,IL,9168,129,2020
Warren,IL,13706,187,2020
Washington,IL,11379,158,2020
Wayne,IL,13040,178,2020
White,IL,11089,154,2020
Whiteside,IL,44824,363,2020
Will,IL,539216,496,2020
Williamson,IL,53777,383,2020
Winnebago,IL,224927,472,2020
Woodford,IL,30327,311,2020
Adams,IN,25367,285,2020
Allen,IN,290397,481,2020
Bartholomew,IN,65773,401,2020
Benton,IN,6764,93,2020
Blackford,IN,9611,135,2020
Boone,IN,51130,377,2020
Brown,IN,12884,176,2020
Carroll,IN,16206,215,2020
Cass,IN,30202,310,2020
Clark,IN,93826,427,2020
Clay,IN,20728,253,2020
Clinton,IN,24637,280,2020
Crawford,IN,8401,120,2020
Daviess,IN,24605,280,2020
Dearborn,IN,39955,351,2020
Decatur,IN,20909,255,2020
DeKalb,IN,33973,330,2020
Delaware,IN,96110,428,2020
Dubois,IN,33207,325,2020
Elkhart,IN,154920,456,2020
Fayette,IN,18739,237,2020
Floyd,IN,62319,395,2020
Fountain,IN,13199,180,2020
Franklin,IN,18053,232,2020
Fulton,IN,15796,210,2020
Gibson,IN,26729,292,2020
Grant,IN,53904,383,2020
Greene,IN,26156,288,2020
Hamilton,IN,251358,476,2020
Hancock,IN,60926,394,2020
Harrison,IN,32094,321,2020
Hendricks,IN,130191,447,2020
Henry,IN,39456,350,2020
Howard,IN,66188,401,2020
Huntington,IN,29508,306,2020
Jackson,IN,34644,332,2020
Jasper,IN,26728,292,2020
Jay,IN,16041,213,2020
Jefferson,IN,26418,290,2020
Jennings,IN,21980,263,2020
Johnson,IN,122170,442,2020
Knox,IN,29876,309,2020
Kosciusko,IN,62529,396,2020
LaGrange,IN,28235,299,2020
Lake,IN,385554,489,2020
LaPorte,IN,88992,423,2020
Lawrence,IN,37036,342,2020
Madison,IN,104900,433,2020
Marion,IN,745117,503,2020
Marshall,IN,35932,336,2020
Martin,IN,8150,117,2020
Miami,IN,29089,305,2020
Monroe,IN,126750,444,2020
Montgomery,IN,30758,314,2020
Morgan,IN,56264,388,2020
Newton,IN,11389,158,2020
Noble,IN,37205,342,2020
Ohio,IN,4875,63,2020
Orange,IN,15653,209,2020
Owen,IN,17008,222,2020
Parke,IN,13503,184,2020
Perry,IN,15491,207,2020
Pike,IN,9987,142,2020
Porter,IN,136894,450,2020
Posey,IN,20545,251,2020
Pulaski,IN,10002,142,2020
Putnam,IN,31139,316,2020
Randolph,IN,19824,246,2020
Ripley,IN,22562,268,2020
Rush,IN,13431,183,2020
St. Joseph,IN,214061,471,2020
Scott,IN,19074,240,2020
Shelby,IN,35482,335,2020
Spencer,IN,16407,217,2020
Starke,IN,18200,232,2020
Steuben,IN,28244,300,2020
Sullivan,IN,17100,223,2020
Switzerland,IN,8420,121,2020
Tippecanoe,IN,157936,458,2020
Tipton,IN,12374,169,2020
Union,IN,5828,79,2020
Vanderburgh,IN,146526,454,2020
Vermillion,IN,12500,171,2020
Vigo,IN,88041,423,2020
Wabash,IN,25437,285,2020
Warren,IN,6568,89,2020
Warrick,IN,49696,375,2020
Washington,IN,22299,266,2020
Wayne,IN,53143,381,2020
Wells,IN,21908,263,2020
White,IN,19175,240,2020
Whitley,IN,27056,294,2020
Adair,IA,5697,77,2020
Adams,IA,2956,35,2020
Allamakee,IA,10902,152,2020
Appanoose,IA,10011,142,2020
Audubon,IA,4493,57,2020
Benton,IA,20303,249,2020
Black Hawk,IA,106241,434,2020
Boone,IA,21534,260,2020
Bremer,IA,20141,248,2020
Buchanan,IA,16147,214,2020
Buena Vista,IA,15482,206,2020
Butler,IA,11535,160,2020
Calhoun,IA,7769,110,2020
Carroll,IA,15955,212,2020
Cass,IA,10539,148,2020
Cedar,IA,14965,200,2020
Cerro Gordo,IA,34819,333,2020
Cherokee,IA,9128,129,2020
Chickasaw,IA,9506,134,2020
Clarke,IA,7317,104,2020
Clay,IA,12898,177,2020
Clayton,IA,14229,193,2020
Clinton,IA,37465,343,2020
Crawford,IA,13387,183,2020
Dallas,IA,67803,403,2020
Davis,IA,6622,90,2020
Decatur,IA,6347,86,2020
Delaware,IA,13434,183,2020
Des Moines,IA,31474,318,2020
Dickinson,IA,14418,195,2020
Dubuque,IA,77692,413,2020
Emmet,IA,7681,109,2020
Fayette,IA,15889,211,2020
Floyd,IA,12567,173,2020
Franklin,IA,7941,114,2020
Fremont,IA,5611,75,2020
Greene,IA,7203,102,2020
Grundy,IA,9828,138,2020
Guthrie,IA,8576,123,2020
Hamilton,IA,11846,164,2020
Hancock,IA,8692,124,2020
Hardin,IA,13908,189,2020
Harrison,IA,11219,155,2020
Henry,IA,16040,213,2020
Howard,IA,7151,100,2020
Humboldt,IA,7456,106,2020
Ida,IA,5410,73,2020
Iowa,IA,12878,176,2020
Jackson,IA,15638,208,2020
Jasper,IA,29681,308,2020
Jefferson,IA,14890,200,2020
Johnson,IA,123775,443,2020
Jones,IA,16705,220,2020
Keokuk,IA,8138,117,2020
Kossuth,IA,12012,166,2020
Lee,IA,27442,296,2020
Linn,IA,179463,464,2020
Louisa,IA,8916,127,2020
Lucas,IA,6887,95,2020
Lyon,IA,8792,126,2020
Madison,IA,12639,174,2020
Mahaska,IA,17641,228,2020
Marion,IA,26346,289,2020
Marshall,IA,30865,315,2020
Mills,IA,11915,164,2020
Mitchell,IA,8387,120,2020
Monona,IA,7041,98,2020
Monroe,IA,6173,84,2020
Montgomery,IA,7958,114,2020
Muscatine,IA,33356,326,2020
O'Brien,IA,10941,152,2020
Osceola,IA,4759,61,2020
Page,IA,12643,174,2020
Palo Alto,IA,7098,99,2020
Plymouth,IA,19681,244,2020
Pocahontas,IA,5398,72,2020
