county,state,population,populationBucket,year
Polk,IA,362001,488,2017
Pottawattamie,IA,73577,410,2017
Poweshiek,IA,15214,205,2017
Ringgold,IA,3919,48,2017
Sac,IA,7984,113,2017
Scott,IA,134770,451,2017
Shelby,IA,9484,133,2017
Sioux,IA,26174,289,2017
Story,IA,81461,418,2017
Tama,IA,13602,185,2017
Taylor,IA,4922,63,2017
Union,IA,9987,141,2017
Van Buren,IA,5740,75,2017
Wapello,IA,28168,300,2017
Warren,IA,37784,346,2017
Washington,IA,17234,224,2017
Wayne,IA,5004,64,2017
Webster,IA,29884,309,2017
Winnebago,IA,8540,122,2017
Winneshiek,IA,17198,224,2017
Woodbury,IA,78511,415,2017
Worth,IA,6092,82,2017
Wright,IA,10193,143,2017
Allen,KS,10139,143,2017
Anderson,KS,6063,81,2017
Atchison,KS,12925,177,2017
Barber,KS,3817,46,2017
Barton,KS,21261,259,2017
Bourbon,KS,11386,158,2017
Brown,KS,7472,105,2017
Butler,KS,51212,379,2017
Chase,KS,2137,23,2017
Chautauqua,KS,2793,31,2017
Cherokee,KS,16111,213,2017
Cheyenne,KS,2169,24,2017
Clark,KS,1631,15,2017
Clay,KS,6514,88,2017
Cloud,KS,7380,103,2017
Coffey,KS,6765,93,2017
Comanche,KS,1425,11,2017
Cowley,KS,28133,299,2017
Crawford,KS,31494,318,2017
Decatur,KS,2395,27,2017
Dickinson,KS,15063,203,2017
Doniphan,KS,6410,86,2017
Douglas,KS,98041,431,2017
Edwards,KS,2349,26,2017
Elk,KS,2114,23,2017
Ellis,KS,23265,273,2017
Ellsworth,KS,5335,70,2017
Finney,KS,26762,292,2017
Ford,KS,25123,283,2017
Franklin,KS,20053,248,2017
Geary,KS,25523,285,2017
Gove,KS,2109,23,2017
Graham,KS,2116,23,2017
Grant,KS,5511,72,2017
Gray,KS,4442,55,2017
Greeley,KS,959,6,2017
Greenwood,KS,5097,66,2017
Hamilton,KS,1921,19,2017
Harper,KS,4512,57,2017
Harvey,KS,27022,294,2017
Haskell,KS,3028,36,2017
Hodgeman,KS,1534,13,2017
Jackson,KS,10326,145,2017
Jefferson,KS,15037,203,2017
Jewell,KS,2460,28,2017
Johnson,KS,449145,493,2017
Kearny,KS,2898,34,2017
Kingman,KS,6065,82,2017
Kiowa,KS,2036,21,2017
Labette,KS,16160,214,2017
Lane,KS,1379,10,2017
Leavenworth,KS,62465,398,2017
Lincoln,KS,2506,29,2017
Linn,KS,7738,109,2017
Logan,KS,2226,25,2017
Lyon,KS,26612,292,2017
McPherson,KS,22978,272,2017
Marion,KS,9809,137,2017
Marshall,KS,7777,110,2017
Meade,KS,3284,39,2017
Miami,KS,25732,286,2017
Mitchell,KS,5049,65,2017
Montgomery,KS,26280,289,2017
Morris,KS,4553,57,2017
Morton,KS,2304,25,2017
Nemaha,KS,7788,110,2017
Neosho,KS,12592,172,2017
Ness,KS,2419,27,2017
Norton,KS,4557,57,2017
Osage,KS,12576,172,2017
Osborne,KS,2972,35,2017
Ottawa,KS,4776,61,2017
Pawnee,KS,5697,74,2017
Phillips,KS,4337,54,2017
Pottawatomie,KS,17238,225,2017
Pratt,KS,7517,106,2017
Rawlins,KS,2085,22,2017
Reno,KS,50599,378,2017
Republic,KS,3904,48,2017
Rice,KS,7842,111,2017
Riley,KS,64005,400,2017
Rooks,KS,4121,51,2017
Rush,KS,2545,29,2017
Russell,KS,5707,75,2017
Saline,KS,43550,362,2017
Scott,KS,3895,48,2017
Sedgwick,KS,390829,490,2017
Seward,KS,16541,218,2017
Shawnee,KS,140187,453,2017
Sheridan,KS,1944,20,2017
Sherman,KS,4688,59,2017
Smith,KS,3058,37,2017
Stafford,KS,3319,40,2017
Stanton,KS,1537,13,2017
Stevens,KS,4157,51,2017
Sumner,KS,18196,233,2017
Thomas,KS,6273,84,2017
Trego,KS,2435,27,2017
Wabaunsee,KS,5424,70,2017
Wallace,KS,1210,9,2017
Washington,KS,4459,56,2017
Wichita,KS,1654,15,2017
Wilson,KS,7026,97,2017
Woodson,KS,2582,29,2017
Wyandotte,KS,122062,444,2017
Adair,KY,15925,210,2017
Allen,KY,16311,216,2017
Anderson,KY,17314,225,2017
Ballard,KY,6520,88,2017
Barren,KY,34416,332,2017
Bath,KY,9424,132,2017
Bell,KY,22316,267,2017
Boone,KY,97459,430,2017
Bourbon,KY,16047,212,2017
Boyd,KY,39263,351,2017
Boyle,KY,24427,279,2017
Bracken,KY,6505,87,2017
Breathitt,KY,10892,151,2017
Breckinridge,KY,15931,211,2017
Bullitt,KY,62905,398,2017
Butler,KY,10207,144,2017
Caldwell,KY,10246,144,2017
Calloway,KY,32404,323,2017
Campbell,KY,74589,411,2017
Carlisle,KY,3915,48,2017
Carroll,KY,8229,118,2017
Carter,KY,22104,266,2017
Casey,KY,12682,173,2017
Christian,KY,54136,385,2017
Clark,KY,28605,304,2017
Clay,KY,16849,220,2017
Clinton,KY,8251,118,2017
Crittenden,KY,7300,102,2017
Cumberland,KY,5501,72,2017
Daviess,KY,77513,414,2017
Edmonson,KY,10046,142,2017
Elliott,KY,6337,85,2017
Estill,KY,11714,161,2017
Fayette,KY,255104,478,2017
Fleming,KY,11277,156,2017
Floyd,KY,30323,311,2017
Franklin,KY,40677,355,2017
Fulton,KY,5142,67,2017
Gallatin,KY,6743,92,2017
Garrard,KY,13797,188,2017
Grant,KY,18757,237,2017
Graves,KY,29155,306,2017
Grayson,KY,20563,253,2017
Green,KY,9027,128,2017
Greenup,KY,29076,305,2017
Hancock,KY,6728,91,2017
Hardin,KY,84017,421,2017
Harlan,KY,21916,264,2017
Harrison,KY,14806,199,2017
Hart,KY,14447,196,2017
Henderson,KY,36721,341,2017
Henry,KY,12430,170,2017
Hickman,KY,3803,46,2017
Hopkins,KY,36609,341,2017
Jackson,KY,10718,148,2017
Jefferson,KY,610647,499,2017
Jessamine,KY,40409,354,2017
Johnson,KY,18356,235,2017
Kenton,KY,128542,447,2017
Knott,KY,12775,175,2017
Knox,KY,24772,281,2017
Larue,KY,11335,157,2017
Laurel,KY,47527,372,2017
Lawrence,KY,12560,171,2017
Lee,KY,5521,72,2017
Leslie,KY,8585,122,2017
Letcher,KY,18705,237,2017
Lewis,KY,10968,152,2017
Lincoln,KY,19462,243,2017
Livingston,KY,7581,107,2017
Logan,KY,21216,258,2017
Lyon,KY,7239,100,2017
McCracken,KY,52573,382,2017
McCreary,KY,14290,194,2017
McLean,KY,7335,103,2017
Madison,KY,71657,409,2017
Magoffin,KY,10172,143,2017
Marion,KY,15112,204,2017
Marshall,KY,25634,285,2017
Martin,KY,9909,139,2017
Mason,KY,13609,185,2017
Meade,KY,22396,268,2017
Menifee,KY,5256,69,2017
Mercer,KY,17196,224,2017
Metcalfe,KY,7921,112,2017
Monroe,KY,8452,121,2017
Montgomery,KY,21794,263,2017
Morgan,KY,11119,154,2017
Muhlenberg,KY,25444,284,2017
Nelson,KY,35212,335,2017
Nicholas,KY,5588,73,2017
Ohio,KY,18989,239,2017
Oldham,KY,49999,376,2017
Owen,KY,8459,121,2017
Owsley,KY,3696,44,2017
Pendleton,KY,11624,160,2017
Perry,KY,21991,265,2017
Pike,KY,50091,376,2017
Powell,KY,9687,136,2017
Pulaski,KY,51337,380,2017
Robertson,KY,1791,17,2017
Rockcastle,KY,13557,184,2017
Rowan,KY,20212,250,2017
Russell,KY,14160,192,2017
Scott,KY,40312,354,2017
Shelby,KY,36100,339,2017
Simpson,KY,13979,191,2017
Spencer,KY,14455,196,2017
Taylor,KY,20409,251,2017
Todd,KY,9411,132,2017
Trigg,KY,11552,159,2017
Trimble,KY,7023,96,2017
Union,KY,12226,168,2017
Warren,KY,98769,431,2017
Washington,KY,9482,133,2017
Wayne,KY,16616,219,2017
Webster,KY,10494,146,2017
Whitley,KY,28283,301,2017
Wolfe,KY,5737,75,2017
Woodford,KY,20637,253,2017
Acadia,LA,47774,373,2017
Allen,LA,20513,252,2017
Ascension,LA,90395,426,2017
Assumption,LA,18348,235,2017
Avoyelles,LA,32344,323,2017
Beauregard,LA,28596,304,2017
Bienville,LA,11058,153,2017
Bossier,LA,97571,430,2017
Caddo,LA,196924,469,2017
Calcasieu,LA,154567,459,2017
Caldwell,LA,7922,112,2017
Cameron,LA,5521,72,2017
Catahoula,LA,8040,115,2017
Claiborne,LA,13692,186,2017
Concordia,LA,15919,210,2017
De Soto,LA,21221,258,2017
East Baton Rouge,LA,356149,487,2017
East Carroll,LA,6084,82,2017
East Feliciana,LA,16240,214,2017
Evangeline,LA,26075,288,2017
Franklin,LA,15599,207,2017
Grant,LA,17997,231,2017
Iberia,LA,56226,389,2017
Iberville,LA,26915,293,2017
Jackson,LA,12710,174,2017
Jefferson,LA,351706,487,2017
Jefferson Davis,LA,24243,279,2017
Lafayette,LA,187609,467,2017
Lafourche,LA,77159,414,2017
LaSalle,LA,11789,163,2017
Lincoln,LA,39082,350,2017
Livingston,LA,105028,435,2017
Madison,LA,9094,129,2017
Morehouse,LA,20530,252,2017
Natchitoches,LA,30633,314,2017
Orleans,LA,317353,484,2017
Ouachita,LA,121237,444,2017
Plaquemines,LA,17879,230,2017
Pointe Coupee,LA,17707,229,2017
Rapides,LA,102889,433,2017
Red River,LA,6833,93,2017
Richland,LA,16278,215,2017
Sabine,LA,18972,239,2017
St. Bernard,LA,33960,330,2017
St. Charles,LA,41078,356,2017
St. Helena,LA,8375,119,2017
St. James,LA,17001,222,2017
St. John the Baptist,LA,33986,330,2017
St. Landry,LA,63269,399,2017
St. Martin,LA,41853,357,2017
St. Mary,LA,41257,356,2017
St. Tammany,LA,194907,469,2017
Tangipahoa,LA,100282,432,2017
Tensas,LA,3755,46,2017
Terrebonne,LA,87428,423,2017
Union,LA,18119,233,2017
Vermilion,LA,46071,369,2017
Vernon,LA,39718,352,2017
Washington,LA,36693,341,2017
Webster,LA,31988,321,2017
West Baton Rouge,LA,19851,246,2017
West Carroll,LA,8932,127,2017
West Feliciana,LA,13122,179,2017
Winn,LA,11941,165,2017
Androscoggin,ME,86257,422,2017
Aroostook,ME,57675,391,2017
Cumberland,ME,239833,476,2017
Franklin,ME,25265,284,2017
Hancock,ME,46148,369,2017
Kennebec,ME,100138,432,2017
Knox,ME,33289,327,2017
Lincoln,ME,28970,305,2017
Oxford,ME,47440,371,2017
Penobscot,ME,127559,447,2017
Piscataquis,ME,14456,197,2017
Sagadahoc,ME,29109,305,2017
Somerset,ME,42185,358,2017
Waldo,ME,32620,324,2017
Washington,ME,26569,291,2017
York,ME,167015,462,2017
Allegany,MD,61337,395,2017
Anne Arundel,MD,451557,494,2017
Baltimore,MD,670033,501,2017
Calvert,MD,71843,409,2017
Caroline,MD,25875,286,2017
Carroll,MD,135084,451,2017
Cecil,MD,81142,417,2017
Charles,MD,122589,444,2017
Dorchester,MD,26313,290,2017
Frederick,MD,194819,469,2017
Garrett,MD,24679,280,2017
Harford,MD,200369,470,2017
Howard,MD,244975,477,2017
Kent,MD,16794,220,2017
Montgomery,MD,822213,505,2017
Prince George's,MD,723402,502,2017
Queen Anne's,MD,39552,351,2017
St. Mary's,MD,86676,423,2017
Somerset,MD,21979,265,2017
Talbot,MD,31332,317,2017
Washington,MD,120112,443,2017
Wicomico,MD,82053,418,2017
Worcester,MD,43529,362,2017
Baltimore City,MD,502594,495,2017
Barnstable,MA,184832,466,2017
Berkshire,MA,108432,437,2017
Bristol,MA,454317,494,2017
Dukes,MA,14369,195,2017
Essex,MA,628016,500,2017
Franklin,MA,59708,393,2017
Hampden,MA,377991,489,2017
Hampshire,MA,140122,453,2017
Middlesex,MA,1300035,508,2017
Nantucket,MA,8914,127,2017
Norfolk,MA,563983,498,2017
Plymouth,MA,410793,492,2017
Suffolk,MA,661675,501,2017
Worcester,MA,662989,501,2017
Alcona,MI,9246,130,2017
Alger,MI,7983,113,2017
Allegan,MI,89262,424,2017
Alpena,MI,23953,277,2017
Antrim,MI,19310,242,2017
Arenac,MI,12829,176,2017
Baraga,MI,7216,100,2017
Barry,MI,47678,372,2017
Bay,MI,85937,422,2017
Benzie,MI,14620,198,2017
Berrien,MI,124478,446,2017
Branch,MI,34475,332,2017
Calhoun,MI,106793,436,2017
Cass,MI,41979,357,2017
Charlevoix,MI,21602,261,2017
Cheboygan,MI,21641,262,2017
Chippewa,MI,31864,321,2017
Clare,MI,25249,283,2017
Clinton,MI,61870,396,2017
Crawford,MI,11596,160,2017
Delta,MI,29928,310,2017
Dickinson,MI,21259,258,2017
Eaton,MI,88199,424,2017
Emmet,MI,27204,296,2017
Genesee,MI,327185,485,2017
Gladwin,MI,21121,257,2017
Gogebic,MI,13497,183,2017
Grand Traverse,MI,74524,411,2017
Gratiot,MI,33930,330,2017
Hillsdale,MI,36940,343,2017
Houghton,MI,29839,309,2017
Huron,MI,26389,290,2017
Ingham,MI,235265,475,2017
Ionia,MI,51082,379,2017
Iosco,MI,21588,261,2017
Iron,MI,9675,136,2017
Isabella,MI,59721,393,2017
Jackson,MI,128447,447,2017
Kalamazoo,MI,208822,471,2017
Kalkaska,MI,14130,192,2017
Kent,MI,496116,495,2017
Keweenaw,MI,1812,18,2017
Lake,MI,9957,140,2017
Lapeer,MI,71544,408,2017
Leelanau,MI,18403,235,2017
Lenawee,MI,79966,417,2017
Livingston,MI,150503,456,2017
Luce,MI,5482,71,2017
Mackinac,MI,9273,131,2017
Macomb,MI,700403,502,2017
Manistee,MI,20663,254,2017
Marquette,MI,56389,389,2017
Mason,MI,23543,275,2017
Mecosta,MI,36069,339,2017
Menominee,MI,19488,243,2017
Midland,MI,67449,404,2017
Missaukee,MI,11909,165,2017
Monroe,MI,121024,443,2017
Montcalm,MI,50178,376,2017
Montmorency,MI,8080,115,2017
Muskegon,MI,136567,452,2017
Newaygo,MI,38245,348,2017
Oakland,MI,1005115,506,2017
Oceana,MI,20891,255,2017
Ogemaw,MI,17538,227,2017
Ontonagon,MI,5432,70,2017
Osceola,MI,18546,236,2017
Oscoda,MI,6934,95,2017
Otsego,MI,19706,245,2017
Ottawa,MI,219345,472,2017
Presque Isle,MI,11068,153,2017
Roscommon,MI,20787,254,2017
Saginaw,MI,156835,459,2017
St. Clair,MI,129569,448,2017
St. Joseph,MI,47472,372,2017
Sanilac,MI,33563,328,2017
Schoolcraft,MI,6855,94,2017
Shiawassee,MI,55669,387,2017
Tuscola,MI,43712,363,2017
Van Buren,MI,59475,392,2017
Washtenaw,MI,300238,483,2017
Wayne,MI,1389735,508,2017
Wexford,MI,26034,287,2017
Aitkin,MN,13553,184,2017
Anoka,MN,270872,480,2017
Becker,MN,26262,289,2017
Beltrami,MN,35325,336,2017
Benton,MN,30375,311,2017
Big Stone,MN,4114,51,2017
Blue Earth,MN,54199,385,2017
Brown,MN,20428,251,2017
Carlton,MN,28151,300,2017
Carver,MN,74893,412,2017
Cass,MN,23297,274,2017
Chippewa,MN,9567,134,2017
Chisago,MN,43152,361,2017
Clay,MN,48856,374,2017
Clearwater,MN,6907,95,2017
Cook,MN,4605,58,2017
Cottonwood,MN,8980,128,2017
Crow Wing,MN,51090,379,2017
Dakota,MN,323723,485,2017
Dodge,MN,15542,207,2017
Douglas,MN,29900,309,2017
Faribault,MN,11265,155,2017
Fillmore,MN,16318,216,2017
Freeborn,MN,24653,280,2017
Goodhue,MN,36992,343,2017
Grant,MN,4740,60,2017
Hennepin,MN,981256,506,2017
Houston,MN,15153,204,2017
Hubbard,MN,16872,221,2017
Isanti,MN,30104,310,2017
Itasca,MN,36873,342,2017
Jackson,MN,8094,116,2017
Kanabec,MN,12933,178,2017
Kandiyohi,MN,33391,328,2017
Kittson,MN,3536,43,2017
Koochiching,MN,10678,148,2017
Lac qui Parle,MN,5672,74,2017
Lake,MN,8879,126,2017
Lake of the Woods,MN,3180,38,2017
Le Sueur,MN,21871,264,2017
Lincoln,MN,4547,57,2017
Lyon,MN,19960,247,2017
McLeod,MN,28324,301,2017
Mahnomen,MN,3939,49,2017
Marshall,MN,7490,105,2017
Martin,MN,16186,214,2017
Meeker,MN,18128,233,2017
Mille Lacs,MN,20030,247,2017
Morrison,MN,26047,288,2017
Mower,MN,30807,315,2017
Murray,MN,6811,93,2017
Nicollet,MN,26865,293,2017
Nobles,MN,16619,219,2017
Norman,MN,5236,68,2017
Olmsted,MN,118059,442,2017
Otter Tail,MN,46726,371,2017
Pennington,MN,11252,155,2017
Pine,MN,23924,277,2017
Pipestone,MN,7171,99,2017
Polk,MN,24859,282,2017
Pope,MN,8869,126,2017
Ramsey,MN,425484,492,2017
Red Lake,MN,3145,37,2017
Redwood,MN,12195,167,2017
Renville,MN,11802,163,2017
Rice,MN,52580,382,2017
Rock,MN,7396,104,2017
Roseau,MN,12212,168,2017
St. Louis,MN,166367,462,2017
Scott,MN,105816,435,2017
Sherburne,MN,70187,407,2017
Sibley,MN,11692,161,2017
Stearns,MN,123512,445,2017
Steele,MN,28402,302,2017
Stevens,MN,8001,114,2017
Swift,MN,7570,107,2017
Todd,MN,19231,241,2017
Traverse,MN,2745,31,2017
Wabasha,MN,17333,225,2017
Wadena,MN,10596,147,2017
Waseca,MN,15004,202,2017
Washington,MN,195831,469,2017
Watonwan,MN,8679,124,2017
Wilkin,MN,5113,66,2017
Winona,MN,42785,360,2017
Wright,MN,97719,430,2017
Yellow Medicine,MN,7916,111,2017
Adams,MS,25197,283,2017
Alcorn,MS,29410,307,2017
Amite,MS,10213,144,2017
Attala,MS,14459,197,2017
Benton,MS,6688,90,2017
Bolivar,MS,25705,285,2017
Calhoun,MS,11475,159,2017
Carroll,MS,8418,120,2017
Chickasaw,MS,13526,183,2017
Choctaw,MS,6694,91,2017
Claiborne,MS,7375,103,2017
Clarke,MS,12869,176,2017
Clay,MS,15778,209,2017
Coahoma,MS,18249,234,2017
Copiah,MS,22645,270,2017
Covington,MS,14891,200,2017
DeSoto,MS,133137,449,2017
Forrest,MS,59958,393,2017
Franklin,MS,6015,80,2017
George,MS,18018,232,2017
Greene,MS,11331,156,2017
Grenada,MS,16961,221,2017
Hancock,MS,37346,345,2017
Harrison,MS,156906,459,2017
Hinds,MS,189381,468,2017
Holmes,MS,13881,189,2017
Humphreys,MS,6617,89,2017
Issaquena,MS,1127,8,2017
Itawamba,MS,18922,238,2017
Jackson,MS,111309,439,2017
Jasper,MS,13146,179,2017
Jefferson,MS,5785,77,2017
Jefferson Davis,MS,9583,134,2017
Jones,MS,52726,382,2017
Kemper,MS,8290,119,2017
Lafayette,MS,44120,364,2017
Lamar,MS,46910,371,2017
Lauderdale,MS,61408,395,2017
Lawrence,MS,9920,139,2017
Leake,MS,17641,228,2017
Lee,MS,65232,401,2017
Leflore,MS,22630,270,2017
Lincoln,MS,27034,294,2017
Lowndes,MS,46798,371,2017
Madison,MS,79029,415,2017
Marion,MS,20048,248,2017
Marshall,MS,28872,305,2017
Monroe,MS,28469,303,2017
Montgomery,MS,8110,116,2017
Neshoba,MS,22134,266,2017
Newton,MS,16592,219,2017
Noxubee,MS,8521,121,2017
Oktibbeha,MS,41468,357,2017
Panola,MS,26456,291,2017
Pearl River,MS,43969,363,2017
Perry,MS,9544,134,2017
Pike,MS,30362,311,2017
Pontotoc,MS,23622,275,2017
Prentiss,MS,20194,249,2017
Quitman,MS,5922,80,2017
Rankin,MS,117810,442,2017
Scott,MS,21707,262,2017
Sharkey,MS,3596,43,2017
Simpson,MS,21253,258,2017
Smith,MS,12570,172,2017
Stone,MS,14474,197,2017
Sunflower,MS,21379,259,2017
Tallahatchie,MS,12337,169,2017
Tate,MS,22513,268,2017
Tippah,MS,17097,223,2017
Tishomingo,MS,15659,208,2017
Tunica,MS,7562,107,2017
Union,MS,21829,263,2017
Walthall,MS,11524,159,2017
Warren,MS,37161,345,2017
Washington,MS,36705,341,2017
Wayne,MS,16001,211,2017
Webster,MS,7757,110,2017
Wilkinson,MS,7394,104,2017
Winston,MS,14729,199,2017
Yalobusha,MS,9918,139,2017
Yazoo,MS,21428,260,2017
Adair,MO,21471,261,2017
Andrew,MO,13965,190,2017
Atchison,MO,4419,55,2017
Audrain,MO,20445,251,2017
Barry,MO,28445,302,2017
Barton,MO,9478,133,2017
Bates,MO,12873,177,2017
Benton,MO,16120,213,2017
Bollinger,MO,9981,140,2017
Boone,MO,142939,454,2017
Buchanan,MO,70988,408,2017
Butler,MO,33950,330,2017
Caldwell,MO,7119,98,2017
Callaway,MO,36440,340,2017
Camden,MO,37664,346,2017
Cape Girardeau,MO,62972,398,2017
Carroll,MO,7113,98,2017
Carter,MO,4912,63,2017
Cass,MO,79397,416,2017
Cedar,MO,10907,151,2017
Chariton,MO,6063,81,2017
Christian,MO,63994,400,2017
Clark,MO,5367,70,2017
Clay,MO,183996,466,2017
Clinton,MO,16287,215,2017
Cole,MO,61112,394,2017
Cooper,MO,14210,193,2017
Crawford,MO,19326,242,2017
Dade,MO,6245,84,2017
Dallas,MO,13063,178,2017
Daviess,MO,6433,86,2017
DeKalb,MO,10818,150,2017
Dent,MO,12403,170,2017
Douglas,MO,10875,150,2017
Dunklin,MO,23794,276,2017
Franklin,MO,81325,418,2017
Gasconade,MO,12046,166,2017
Gentry,MO,5200,67,2017
Greene,MO,232676,474,2017
Grundy,MO,7991,113,2017
Harrison,MO,6733,91,2017
Henry,MO,17550,228,2017
Hickory,MO,7978,113,2017
Holt,MO,3698,44,2017
Howard,MO,8090,116,2017
Howell,MO,31533,318,2017
Iron,MO,8426,120,2017
Jackson,MO,541092,497,2017
Jasper,MO,91819,427,2017
Jefferson,MO,175640,465,2017
Johnson,MO,43523,362,2017
Knox,MO,3149,37,2017
Laclede,MO,27728,298,2017
Lafayette,MO,26135,288,2017
Lawrence,MO,29496,308,2017
Lewis,MO,8021,114,2017
Lincoln,MO,42384,359,2017
Linn,MO,9656,135,2017
Livingston,MO,12190,167,2017
McDonald,MO,17490,227,2017
Macon,MO,12069,166,2017
Madison,MO,9701,136,2017
Maries,MO,7298,102,2017
Marion,MO,22730,270,2017
Mercer,MO,2863,33,2017
Miller,MO,19701,245,2017
Mississippi,MO,11117,153,2017
Moniteau,MO,12366,169,2017
Monroe,MO,6961,96,2017
Montgomery,MO,9231,130,2017
Morgan,MO,16158,213,2017
New Madrid,MO,14280,194,2017
Newton,MO,45945,368,2017
Nodaway,MO,19473,243,2017
Oregon,MO,8666,124,2017
Osage,MO,10781,149,2017
Ozark,MO,7788,110,2017
Pemiscot,MO,13251,180,2017
Perry,MO,15019,203,2017
Pettis,MO,32975,325,2017
Phelps,MO,36428,340,2017
Pike,MO,14888,200,2017
Platte,MO,76471,413,2017
Polk,MO,24848,281,2017
Pulaski,MO,42599,360,2017
Putnam,MO,3908,48,2017
Ralls,MO,8277,119,2017
Randolph,MO,20030,247,2017
Ray,MO,18280,234,2017
Reynolds,MO,5166,67,2017
Ripley,MO,10940,152,2017
St. Charles,MO,303055,484,2017
St. Clair,MO,7855,111,2017
Ste. Genevieve,MO,14438,196,2017
St. Francois,MO,53712,384,2017
St. Louis,MO,258575,479,2017
Saline,MO,18333,234,2017
Schuyler,MO,3413,41,2017
Scotland,MO,3631,44,2017
Scott,MO,30581,313,2017
Shannon,MO,6626,89,2017
Shelby,MO,4805,62,2017
Stoddard,MO,24101,278,2017
Stone,MO,26948,294,2017
Sullivan,MO,4984,64,2017
Taney,MO,44110,363,2017
Texas,MO,20443,251,2017
Vernon,MO,16246,214,2017
Warren,MO,26331,290,2017
Washington,MO,19934,246,2017
Wayne,MO,10857,150,2017
Webster,MO,28295,301,2017
Worth,MO,1676,16,2017
Wright,MO,14222,193,2017
Beaverhead,MT,7998,114,2017
Big Horn,MT,9192,129,2017
Blaine,MT,4853,62,2017
Broadwater,MT,4762,61,2017
Carbon,MT,8796,125,2017
Carter,MT,1086,7,2017
Cascade,MT,65244,402,2017
Chouteau,MT,4593,58,2017
Custer,MT,9681,136,2017
Daniels,MT,1454,11,2017
Dawson,MT,7415,104,2017
Deer Lodge,MT,7919,112,2017
Fallon,MT,2248,25,2017
Fergus,MT,9251,130,2017
Flathead,MT,76947,414,2017
Gallatin,MT,82265,419,2017
Garfield,MT,889,6,2017
Glacier,MT,9687,136,2017
Golden Valley,MT,622,3,2017
Granite,MT,2685,31,2017
Hill,MT,12466,170,2017
Jefferson,MT,9587,134,2017
Judith Basin,MT,1695,16,2017
Lake,MT,23087,272,2017
Lewis and Clark,MT,53513,383,2017
Liberty,MT,1896,19,2017
Lincoln,MT,16155,213,2017
McCone,MT,1327,10,2017
Madison,MT,6823,93,2017
Meagher,MT,1551,13,2017
Mineral,MT,3525,42,2017
Missoula,MT,94465,428,2017
Musselshell,MT,3851,47,2017
Park,MT,13358,182,2017
Petroleum,MT,396,0,2017
Phillips,MT,3311,39,2017
Pondera,MT,4730,60,2017
Powder River,MT,1395,11,2017
Powell,MT,6027,81,2017
Prairie,MT,1053,7,2017
Ravalli,MT,34040,331,2017
Richland,MT,8918,127,2017
Roosevelt,MT,7937,112,2017
Rosebud,MT,6980,96,2017
Sanders,MT,9523,133,2017
Sheridan,MT,2882,33,2017
Silver Bow,MT,28225,300,2017
Stillwater,MT,7597,108,2017
Sweet Grass,MT,2938,35,2017
Teton,MT,4770,61,2017
Toole,MT,4162,51,2017
Treasure,MT,656,3,2017
Valley,MT,6142,83,2017
Wheatland,MT,1621,15,2017
Wibaux,MT,903,6,2017
Yellowstone,MT,123106,445,2017
Adams,NE,24959,282,2017
Antelope,NE,5134,67,2017
Arthur,NE,298,0,2017
Banner,NE,582,3,2017
Blaine,NE,408,1,2017
Boone,NE,4253,53,2017
Box Butte,NE,8705,124,2017
Boyd,NE,1661,16,2017
Brown,NE,2499,29,2017
Buffalo,NE,38596,348,2017
Burt,NE,5222,68,2017
Butler,NE,6453,86,2017
Cass,NE,20075,248,2017
Cedar,NE,6667,90,2017
Chase,NE,3046,36,2017
Cherry,NE,4628,59,2017
Cheyenne,NE,7877,111,2017
Clay,NE,4942,64,2017
Colfax,NE,7703,109,2017
Cuming,NE,7092,97,2017
Custer,NE,8627,123,2017
Dakota,NE,15164,204,2017
Dawes,NE,7542,106,2017
Dawson,NE,18053,232,2017
Deuel,NE,1562,14,2017
Dixon,NE,4484,56,2017
Dodge,NE,28818,304,2017
Douglas,NE,422816,492,2017
Dundy,NE,1548,13,2017
Fillmore,NE,4610,58,2017
Franklin,NE,2518,29,2017
Frontier,NE,2168,24,2017
Furnas,NE,3870,47,2017
Gage,NE,17316,225,2017
Garden,NE,1594,14,2017
Garfield,NE,1613,15,2017
Gosper,NE,1687,16,2017
Grant,NE,551,2,2017
Greeley,NE,1933,20,2017
Hall,NE,46337,370,2017
Hamilton,NE,7262,101,2017
Harlan,NE,2805,32,2017
Hayes,NE,783,5,2017
Hitchcock,NE,2288,25,2017
Holt,NE,8058,115,2017
Hooker,NE,594,3,2017
Howard,NE,4996,64,2017
Jefferson,NE,5903,79,2017
Johnson,NE,4376,54,2017
Kearney,NE,5120,66,2017
Keith,NE,6692,90,2017
Keya Paha,NE,597,3,2017
Kimball,NE,2929,34,2017
Knox,NE,6758,92,2017
Lancaster,NE,242856,476,2017
Lincoln,NE,27964,299,2017
Logan,NE,691,4,2017
Loup,NE,449,1,2017
McPherson,NE,345,0,2017
Madison,NE,27122,295,2017
Merrick,NE,6265,84,2017
Morrill,NE,3841,46,2017
Nance,NE,2873,33,2017
Nemaha,NE,5748,76,2017
Nuckolls,NE,3566,43,2017
Otoe,NE,12523,171,2017
Pawnee,NE,2208,24,2017
Perkins,NE,2283,25,2017
Phelps,NE,7219,100,2017
Pierce,NE,5622,74,2017
Platte,NE,25353,284,2017
Polk,NE,4205,52,2017
Red Willow,NE,8702,124,2017
Richardson,NE,6575,89,2017
Rock,NE,1175,9,2017
Saline,NE,11267,155,2017
Sarpy,NE,131124,448,2017
Saunders,NE,16298,216,2017
