county,state,percentHighSchool,percentHighSchoolBucket,year
Moffat,CO,90.1,354,2017
Montezuma,CO,90,350,2017
Montrose,CO,89.3,320,2017
Morgan,CO,80.5,107,2017
Otero,CO,85.3,205,2017
Ouray,CO,98,510,2017
Park,CO,96.4,508,2017
Phillips,CO,89.3,320,2017
Pitkin,CO,95.3,500,2017
Prowers,CO,81.3,121,2017
Pueblo,CO,88.8,304,2017
Rio Blanco,CO,92.2,429,2017
Rio Grande,CO,83.3,159,2017
Routt,CO,96.1,507,2017
Saguache,CO,80.5,107,2017
San Juan,CO,96.5,508,2017
San Miguel,CO,93.6,472,2017
Sedgwick,CO,90.8,382,2017
Summit,CO,93.4,466,2017
Teller,CO,95.1,497,2017
Washington,CO,93,458,2017
Weld,CO,87.7,268,2017
Yuma,CO,85.4,207,2017
Fairfield,CT,89.4,325,2017
Hartford,CT,89.4,325,2017
Litchfield,CT,92,422,2017
Middlesex,CT,94,481,2017
New Haven,CT,89.9,347,2017
New London,CT,91.9,418,2017
Tolland,CT,94.1,483,2017
Windham,CT,88.4,289,2017
Kent,DE,87.4,257,2017
New Castle,DE,91,388,2017
Sussex,DE,86.8,241,2017
District of,,90.3,361,2017
Alachua,FL,92.1,427,2017
Baker,FL,84.2,178,2017
Bay,FL,89.1,315,2017
Bradford,FL,78.2,69,2017
Brevard,FL,91.7,412,2017
Broward,FL,88.6,296,2017
Calhoun,FL,77.4,60,2017
Charlotte,FL,90,350,2017
Citrus,FL,87.4,257,2017
Clay,FL,91.1,392,2017
Collier,FL,86.5,233,2017
Columbia,FL,87,247,2017
DeSoto,FL,70.5,15,2017
Dixie,FL,79.1,84,2017
Duval,FL,89.4,325,2017
Escambia,FL,90.6,372,2017
Flagler,FL,91.9,418,2017
Franklin,FL,81.4,124,2017
Gadsden,FL,79.7,93,2017
Gilchrist,FL,84.5,184,2017
Glades,FL,73.7,28,2017
Gulf,FL,84.3,179,2017
Hamilton,FL,75.4,41,2017
Hardee,FL,72,20,2017
Hendry,FL,65.1,4,2017
Hernando,FL,87.8,270,2017
Highlands,FL,84,173,2017
Hillsborough,FL,88.2,283,2017
Holmes,FL,76.1,46,2017
Indian River,FL,88.4,289,2017
Jackson,FL,79.7,93,2017
Jefferson,FL,80.9,115,2017
Lafayette,FL,73.9,29,2017
Lake,FL,88.6,296,2017
Lee,FL,87.3,255,2017
Leon,FL,93.2,462,2017
Levy,FL,83.5,163,2017
Liberty,FL,79.8,95,2017
Madison,FL,82.2,136,2017
Manatee,FL,88.9,308,2017
Marion,FL,86.8,241,2017
Martin,FL,90.3,361,2017
Miami-Dade,FL,81,116,2017
Monroe,FL,91.2,395,2017
Nassau,FL,91.4,403,2017
Okaloosa,FL,91.6,408,2017
Okeechobee,FL,73.9,29,2017
Orange,FL,88.2,283,2017
Osceola,FL,86,222,2017
Palm Beach,FL,88.1,278,2017
Pasco,FL,88.7,300,2017
Pinellas,FL,90.7,377,2017
Polk,FL,84.3,179,2017
Putnam,FL,79.6,92,2017
St. Johns,FL,94.4,487,2017
St. Lucie,FL,86.2,227,2017
Santa Rosa,FL,90.7,377,2017
Sarasota,FL,92.5,441,2017
Seminole,FL,94.1,483,2017
Sumter,FL,91.6,408,2017
Suwannee,FL,80.2,102,2017
Taylor,FL,79.5,90,2017
Union,FL,75.9,45,2017
Volusia,FL,89.6,333,2017
Wakulla,FL,87.5,260,2017
Walton,FL,85.9,219,2017
Washington,FL,80.5,107,2017
Appling,GA,75.1,38,2017
Atkinson,GA,69.9,13,2017
Bacon,GA,82.5,140,2017
Baker,GA,77.6,62,2017
Baldwin,GA,82,132,2017
Banks,GA,77,54,2017
Barrow,GA,83.2,156,2017
Bartow,GA,82.7,145,2017
Ben Hill,GA,81.4,124,2017
Berrien,GA,80.1,100,2017
Bibb,GA,85.1,200,2017
Bleckley,GA,84.9,195,2017
Brantley,GA,81.7,128,2017
Brooks,GA,80.5,107,2017
Bryan,GA,91.5,406,2017
Bulloch,GA,86.7,237,2017
Burke,GA,80,98,2017
Butts,GA,77.3,58,2017
Calhoun,GA,74.3,32,2017
Camden,GA,91.5,406,2017
Candler,GA,75.7,43,2017
Carroll,GA,82.6,143,2017
Catoosa,GA,86.6,235,2017
Charlton,GA,77.2,57,2017
Chatham,GA,89.3,320,2017
Chattahoochee,GA,92.7,450,2017
Chattooga,GA,73,24,2017
Cherokee,GA,90.8,382,2017
Clarke,GA,86.7,237,2017
Clay,GA,82.7,145,2017
Clayton,GA,84.1,175,2017
Clinch,GA,73.6,27,2017
Cobb,GA,91.2,395,2017
Coffee,GA,78.3,71,2017
Colquitt,GA,73.1,24,2017
Columbia,GA,92.3,433,2017
Cook,GA,78.7,77,2017
Coweta,GA,89,311,2017
Crawford,GA,84.4,181,2017
Crisp,GA,80.9,115,2017
Dade,GA,79.1,84,2017
Dawson,GA,86.8,241,2017
Decatur,GA,80.6,109,2017
DeKalb,GA,88.7,300,2017
Dodge,GA,83,151,2017
Dooly,GA,73,24,2017
Dougherty,GA,82.7,145,2017
Douglas,GA,88.2,283,2017
Early,GA,80.4,105,2017
Echols,GA,69.3,11,2017
Effingham,GA,87,247,2017
Elbert,GA,78.6,75,2017
Emanuel,GA,79.9,96,2017
Evans,GA,76.3,48,2017
Fannin,GA,85.8,216,2017
Fayette,GA,94.9,495,2017
Floyd,GA,80.6,109,2017
Forsyth,GA,92.5,441,2017
Franklin,GA,77.3,58,2017
Fulton,GA,91.7,412,2017
Gilmer,GA,81.1,119,2017
Glascock,GA,77.6,62,2017
Glynn,GA,88.1,278,2017
Gordon,GA,76.9,53,2017
Grady,GA,77.7,63,2017
Greene,GA,82.4,138,2017
Gwinnett,GA,87.5,260,2017
Habersham,GA,78,66,2017
Hall,GA,78.2,69,2017
Hancock,GA,69.8,13,2017
Haralson,GA,79,83,2017
Harris,GA,89.1,315,2017
Hart,GA,81.2,119,2017
Heard,GA,80.3,103,2017
Henry,GA,90.1,354,2017
Houston,GA,90.7,377,2017
Irwin,GA,82.1,134,2017
Jackson,GA,82.8,147,2017
Jasper,GA,76.1,46,2017
Jeff Davis,GA,77,54,2017
Jefferson,GA,74.5,34,2017
Jenkins,GA,78.7,77,2017
Johnson,GA,75.6,42,2017
Jones,GA,88.3,286,2017
Lamar,GA,85.5,209,2017
Lanier,GA,79.9,96,2017
Laurens,GA,83.9,171,2017
Lee,GA,88.9,308,2017
Liberty,GA,90.9,384,2017
Lincoln,GA,83,151,2017
Long,GA,86.5,233,2017
Lowndes,GA,84.4,181,2017
Lumpkin,GA,83.3,159,2017
McDuffie,GA,81.2,119,2017
McIntosh,GA,82.8,147,2017
Macon,GA,72.8,22,2017
Madison,GA,82.3,137,2017
Marion,GA,77.1,55,2017
Meriwether,GA,77.2,57,2017
Miller,GA,82.1,134,2017
Mitchell,GA,76.6,51,2017
Monroe,GA,84.2,178,2017
Montgomery,GA,81.3,121,2017
Morgan,GA,86.6,235,2017
Murray,GA,67.6,7,2017
Muscogee,GA,87.4,257,2017
Newton,GA,85.2,202,2017
Oconee,GA,94.3,486,2017
Oglethorpe,GA,77.9,65,2017
Paulding,GA,90.1,354,2017
Peach,GA,85.8,216,2017
Pickens,GA,83.7,167,2017
Pierce,GA,81.9,131,2017
Pike,GA,89,311,2017
Polk,GA,76.7,51,2017
Pulaski,GA,80.1,100,2017
Putnam,GA,85.9,219,2017
Quitman,GA,70.3,14,2017
Rabun,GA,83.8,169,2017
Randolph,GA,73.7,28,2017
Richmond,GA,83,151,2017
Rockdale,GA,86.9,243,2017
Schley,GA,81.3,121,2017
Screven,GA,82,132,2017
Seminole,GA,84,173,2017
Spalding,GA,80.6,109,2017
Stephens,GA,81.6,127,2017
Stewart,GA,65.7,5,2017
Sumter,GA,78.7,77,2017
Talbot,GA,79.2,86,2017
Taliaferro,GA,69.1,10,2017
Tattnall,GA,74.4,33,2017
Taylor,GA,76.8,52,2017
Telfair,GA,70.4,15,2017
Terrell,GA,75.8,44,2017
Thomas,GA,82.5,140,2017
Tift,GA,82.2,136,2017
Toombs,GA,80.6,109,2017
Towns,GA,89.1,315,2017
Treutlen,GA,76.3,48,2017
Troup,GA,83.6,165,2017
Turner,GA,76.5,50,2017
Twiggs,GA,68.6,10,2017
Union,GA,88.7,300,2017
Upson,GA,79.2,86,2017
Walker,GA,81.3,121,2017
Walton,GA,86.8,241,2017
Ware,GA,82.4,138,2017
Warren,GA,75.1,38,2017
Washington,GA,78.7,77,2017
Wayne,GA,81.3,121,2017
Webster,GA,80.9,115,2017
Wheeler,GA,76.9,53,2017
White,GA,85.2,202,2017
Whitfield,GA,68.9,10,2017
Wilcox,GA,80.7,111,2017
Wilkes,GA,78.6,75,2017
Wilkinson,GA,82.6,143,2017
Worth,GA,78.1,67,2017
Hawaii,HI,92.3,433,2017
Honolulu,HI,91.4,403,2017
Kalawao,HI,87.3,255,2017
Kauai,HI,91.8,414,2017
Maui,HI,92.1,427,2017
Ada,ID,94.7,492,2017
Adams,ID,89.1,315,2017
Bannock,ID,92,422,2017
Bear Lake,ID,93.8,477,2017
Benewah,ID,86.3,229,2017
Bingham,ID,86.8,241,2017
Blaine,ID,88.7,300,2017
Boise,ID,93.5,469,2017
Bonner,ID,91.1,392,2017
Bonneville,ID,91.5,406,2017
Boundary,ID,89.7,338,2017
Butte,ID,92.1,427,2017
Camas,ID,90.5,369,2017
Canyon,ID,84.6,187,2017
Caribou,ID,92,422,2017
Cassia,ID,81,116,2017
Clark,ID,70.7,16,2017
Clearwater,ID,89.4,325,2017
Custer,ID,89.7,338,2017
Elmore,ID,87.8,270,2017
Franklin,ID,90.7,377,2017
Fremont,ID,87.9,274,2017
Gem,ID,87.7,268,2017
Gooding,ID,77.9,65,2017
Idaho,ID,89.9,347,2017
Jefferson,ID,87.8,270,2017
Jerome,ID,75.9,45,2017
Kootenai,ID,92.9,456,2017
Latah,ID,96.2,508,2017
Lemhi,ID,90,350,2017
Lewis,ID,89.7,338,2017
Lincoln,ID,78.1,67,2017
Madison,ID,95.4,501,2017
Minidoka,ID,77.4,60,2017
Nez Perce,ID,92,422,2017
Oneida,ID,91,388,2017
Owyhee,ID,75.1,38,2017
Payette,ID,86.9,243,2017
Power,ID,76.6,51,2017
Shoshone,ID,85.2,202,2017
Teton,ID,92.7,450,2017
Twin Falls,ID,87.7,268,2017
Valley,ID,94.4,487,2017
Washington,ID,83.9,171,2017
Adams,IL,91.7,412,2017
Alexander,IL,78.5,74,2017
Bond,IL,89.1,315,2017
Boone,IL,86.8,241,2017
Brown,IL,83.8,169,2017
Bureau,IL,91.1,392,2017
Calhoun,IL,91.3,399,2017
Carroll,IL,91.5,406,2017
Cass,IL,84.5,184,2017
Champaign,IL,95.1,497,2017
Christian,IL,88.9,308,2017
Clark,IL,91.5,406,2017
Clay,IL,89,311,2017
Clinton,IL,89.1,315,2017
Coles,IL,90.8,382,2017
Cook,IL,86.2,227,2017
Crawford,IL,86.8,241,2017
Cumberland,IL,88.6,296,2017
DeKalb,IL,92.7,450,2017
De Witt,IL,91.6,408,2017
Douglas,IL,82.6,143,2017
DuPage,IL,92.4,438,2017
Edgar,IL,88.6,296,2017
Edwards,IL,89.6,333,2017
Effingham,IL,92.1,427,2017
Fayette,IL,82.6,143,2017
Ford,IL,89.6,333,2017
Franklin,IL,87.2,251,2017
Fulton,IL,87.6,264,2017
Gallatin,IL,87.4,257,2017
Greene,IL,86.7,237,2017
Grundy,IL,93.3,464,2017
Hamilton,IL,90.2,357,2017
Hancock,IL,92.6,446,2017
Hardin,IL,81.6,127,2017
Henderson,IL,89.6,333,2017
Henry,IL,89.2,317,2017
Iroquois,IL,89.5,328,2017
Jackson,IL,92.1,427,2017
Jasper,IL,88.7,300,2017
Jefferson,IL,85.3,205,2017
Jersey,IL,91.4,403,2017
Jo Daviess,IL,92,422,2017
Johnson,IL,83.1,153,2017
Kane,IL,83.4,161,2017
Kankakee,IL,87.9,274,2017
Kendall,IL,92,422,2017
Knox,IL,88,276,2017
Lake,IL,90.3,361,2017
LaSalle,IL,88.7,300,2017
Lawrence,IL,82.8,147,2017
Lee,IL,88.9,308,2017
Livingston,IL,89.3,320,2017
Logan,IL,89.2,317,2017
McDonough,IL,92.9,456,2017
McHenry,IL,92.8,453,2017
McLean,IL,95.8,504,2017
Macon,IL,90,350,2017
Macoupin,IL,90.6,372,2017
Madison,IL,92.3,433,2017
Marion,IL,88.9,308,2017
Marshall,IL,92.9,456,2017
Mason,IL,88.8,304,2017
Massac,IL,85.4,207,2017
Menard,IL,92.6,446,2017
Mercer,IL,92.2,429,2017
Monroe,IL,95.2,499,2017
Montgomery,IL,86.7,237,2017
Morgan,IL,91.5,406,2017
Moultrie,IL,85.3,205,2017
Ogle,IL,89,311,2017
Peoria,IL,90,350,2017
Perry,IL,85,197,2017
Piatt,IL,94.6,490,2017
Pike,IL,88.2,283,2017
Pope,IL,86.6,235,2017
Pulaski,IL,85.8,216,2017
Putnam,IL,92.5,441,2017
Randolph,IL,84,173,2017
Richland,IL,87.7,268,2017
Rock Island,IL,88.8,304,2017
St. Clair,IL,90.7,377,2017
Saline,IL,86.8,241,2017
Sangamon,IL,92.4,438,2017
Schuyler,IL,88.4,289,2017
Scott,IL,92.7,450,2017
Shelby,IL,92.1,427,2017
Stark,IL,90.4,364,2017
Stephenson,IL,91.4,403,2017
Tazewell,IL,92.8,453,2017
Union,IL,87.5,260,2017
Vermilion,IL,87.2,251,2017
Wabash,IL,89.6,333,2017
Warren,IL,87.9,274,2017
Washington,IL,92.1,427,2017
Wayne,IL,87,247,2017
White,IL,89.7,338,2017
Whiteside,IL,89.6,333,2017
Will,IL,90.8,382,2017
Williamson,IL,90.9,384,2017
Winnebago,IL,87.4,257,2017
Woodford,IL,94.6,490,2017
Adams,IN,83.6,165,2017
Allen,IN,89.4,325,2017
Bartholomew,IN,90.2,357,2017
Benton,IN,89.5,328,2017
Blackford,IN,87.7,268,2017
Boone,IN,93.7,474,2017
Brown,IN,90,350,2017
Carroll,IN,88.6,296,2017
Cass,IN,83.1,153,2017
Clark,IN,88.5,293,2017
Clay,IN,90.7,377,2017
Clinton,IN,86.2,227,2017
Crawford,IN,81.9,131,2017
Daviess,IN,74.1,30,2017
Dearborn,IN,90.8,382,2017
Decatur,IN,89.6,333,2017
DeKalb,IN,89.7,338,2017
Delaware,IN,89.5,328,2017
Dubois,IN,88.5,293,2017
Elkhart,IN,80.8,113,2017
Fayette,IN,82,132,2017
Floyd,IN,89.4,325,2017
Fountain,IN,88.5,293,2017
Franklin,IN,87.6,264,2017
Fulton,IN,86,222,2017
Gibson,IN,90.8,382,2017
Grant,IN,87,247,2017
Greene,IN,87,247,2017
Hamilton,IN,96.2,508,2017
Hancock,IN,93.9,479,2017
Harrison,IN,89.2,317,2017
Hendricks,IN,93.6,472,2017
Henry,IN,88.7,300,2017
Howard,IN,88.9,308,2017
Huntington,IN,90.5,369,2017
Jackson,IN,86.9,243,2017
Jasper,IN,87.7,268,2017
Jay,IN,82.8,147,2017
Jefferson,IN,89,311,2017
Jennings,IN,85.4,207,2017
Johnson,IN,91.7,412,2017
Knox,IN,88.2,283,2017
Kosciusko,IN,84.8,192,2017
LaGrange,IN,63.3,2,2017
Lake,IN,88.1,278,2017
LaPorte,IN,87.9,274,2017
Lawrence,IN,89,311,2017
Madison,IN,87.7,268,2017
Marion,IN,85.6,211,2017
Marshall,IN,85.1,200,2017
Martin,IN,83.5,163,2017
Miami,IN,85.3,205,2017
Monroe,IN,91.9,418,2017
Montgomery,IN,89.7,338,2017
Morgan,IN,87.9,274,2017
Newton,IN,86.1,224,2017
Noble,IN,85,197,2017
Ohio,IN,88.3,286,2017
Orange,IN,83.3,159,2017
Owen,IN,85.3,205,2017
Parke,IN,85.5,209,2017
Perry,IN,87.9,274,2017
Pike,IN,86,222,2017
Porter,IN,92.3,433,2017
Posey,IN,93.6,472,2017
Pulaski,IN,88.7,300,2017
Putnam,IN,88.2,283,2017
Randolph,IN,85.8,216,2017
Ripley,IN,88,276,2017
Rush,IN,84.8,192,2017
St. Joseph,IN,87.9,274,2017
Scott,IN,84.9,195,2017
Shelby,IN,88.1,278,2017
Spencer,IN,89.8,341,2017
Starke,IN,83.1,153,2017
Steuben,IN,89.3,320,2017
Sullivan,IN,86.5,233,2017
Switzerland,IN,82.6,143,2017
Tippecanoe,IN,91.3,399,2017
Tipton,IN,89,311,2017
Union,IN,88.4,289,2017
Vanderburgh,IN,89.5,328,2017
Vermillion,IN,90.5,369,2017
Vigo,IN,87.8,270,2017
Wabash,IN,88.7,300,2017
Warren,IN,91,388,2017
Warrick,IN,93,458,2017
Washington,IN,85.1,200,2017
Wayne,IN,85.5,209,2017
Wells,IN,91.3,399,2017
White,IN,89.1,315,2017
Whitley,IN,91.1,392,2017
Adair,IA,94,481,2017
Adams,IA,93.8,477,2017
Allamakee,IA,86.9,243,2017
Appanoose,IA,89.6,333,2017
Audubon,IA,90.5,369,2017
Benton,IA,92.8,453,2017
Black Hawk,IA,91.1,392,2017
Boone,IA,93.8,477,2017
Bremer,IA,95.9,505,2017
Buchanan,IA,93,458,2017
Buena Vista,IA,79.4,89,2017
Butler,IA,92.4,438,2017
Calhoun,IA,93,458,2017
Carroll,IA,92.6,446,2017
Cass,IA,89.4,325,2017
Cedar,IA,94.2,484,2017
Cerro Gordo,IA,93.5,469,2017
Cherokee,IA,90.7,377,2017
Chickasaw,IA,90.8,382,2017
Clarke,IA,90.6,372,2017
Clay,IA,93.4,466,2017
Clayton,IA,91.2,395,2017
Clinton,IA,91.7,412,2017
Crawford,IA,78.7,77,2017
Dallas,IA,95.4,501,2017
Davis,IA,85.3,205,2017
Decatur,IA,86,222,2017
Delaware,IA,91.4,403,2017
Des Moines,IA,92,422,2017
Dickinson,IA,95.6,502,2017
Dubuque,IA,92.3,433,2017
Emmet,IA,89.7,338,2017
Fayette,IA,91,388,2017
Floyd,IA,89.9,347,2017
Franklin,IA,89.2,317,2017
