county,state,population,populationBucket,year
Franklin,TX,8229,120,2021
Freestone,TX,15664,210,2021
Frio,TX,14751,198,2021
Gaines,TX,14435,196,2021
Galveston,TX,272658,479,2021
Garza,TX,5062,68,2021
Gillespie,TX,22060,265,2021
Glasscock,TX,1020,7,2021
Goliad,TX,5701,78,2021
Gonzales,TX,14908,200,2021
Gray,TX,16583,220,2021
Grayson,TX,105441,433,2021
Gregg,TX,95138,427,2021
Grimes,TX,23082,271,2021
Guadalupe,TX,131767,446,2021
Hale,TX,24846,282,2021
Hall,TX,2306,27,2021
Hamilton,TX,6592,90,2021
Hansford,TX,3920,49,2021
Hardeman,TX,2832,35,2021
Hardin,TX,43886,361,2021
Harris,TX,3582023,511,2021
Harrison,TX,53576,382,2021
Hartley,TX,4377,57,2021
Haskell,TX,4511,59,2021
Hays,TX,185763,465,2021
Hemphill,TX,2601,31,2021
Henderson,TX,66252,400,2021
Hidalgo,TX,616455,498,2021
Hill,TX,28343,301,2021
Hockley,TX,16581,220,2021
Hood,TX,49022,373,2021
Hopkins,TX,28628,302,2021
Houston,TX,18428,236,2021
Howard,TX,27853,298,2021
Hudspeth,TX,2692,33,2021
Hunt,TX,77621,412,2021
Hutchinson,TX,16126,214,2021
Irion,TX,1182,10,2021
Jack,TX,6875,96,2021
Jackson,TX,11622,163,2021
Jasper,TX,26419,290,2021
Jeff Davis,TX,1695,17,2021
Jefferson,TX,200480,468,2021
Jim Hogg,TX,3483,44,2021
Jim Wells,TX,29406,306,2021
Johnson,TX,136329,449,2021
Jones,TX,16713,222,2021
Karnes,TX,11908,166,2021
Kaufman,TX,105308,432,2021
Kendall,TX,34718,332,2021
Kenedy,TX,103,0,2021
Kent,TX,458,1,2021
Kerr,TX,43563,361,2021
Kimble,TX,3570,45,2021
King,TX,172,0,2021
Kinney,TX,2708,33,2021
Kleberg,TX,24378,278,2021
Knox,TX,2649,32,2021
Lamar,TX,39274,349,2021
Lamb,TX,9860,140,2021
Lampasas,TX,17280,226,2021
La Salle,TX,5677,78,2021
Lavaca,TX,15935,212,2021
Lee,TX,13963,190,2021
Leon,TX,12667,174,2021
Liberty,TX,68072,403,2021
Limestone,TX,17859,231,2021
Lipscomb,TX,2288,27,2021
Live Oak,TX,9291,132,2021
Llano,TX,18259,234,2021
Loving,TX,52,0,2021
Lubbock,TX,243046,474,2021
Lynn,TX,4199,54,2021
McCulloch,TX,6230,86,2021
McLennan,TX,201104,469,2021
McMullen,TX,525,2,2021
Madison,TX,10954,153,2021
Marion,TX,8150,119,2021
Martin,TX,3747,46,2021
Mason,TX,3170,39,2021
Matagorda,TX,27856,298,2021
Maverick,TX,41719,355,2021
Medina,TX,40290,352,2021
Menard,TX,1652,17,2021
Midland,TX,122937,441,2021
Milam,TX,19686,245,2021
Mills,TX,3763,47,2021
Mitchell,TX,7221,104,2021
Montague,TX,15699,210,2021
Montgomery,TX,467110,494,2021
Moore,TX,15267,205,2021
Morris,TX,9521,136,2021
Motley,TX,1007,7,2021
Nacogdoches,TX,51195,377,2021
Navarro,TX,39748,350,2021
Newton,TX,10187,145,2021
Nolan,TX,11335,159,2021
Nueces,TX,276507,479,2021
Ochiltree,TX,7408,107,2021
Oldham,TX,1593,15,2021
Orange,TX,66223,400,2021
Palo Pinto,TX,22246,267,2021
Panola,TX,17864,231,2021
Parker,TX,112780,437,2021
Parmer,TX,7313,105,2021
Pecos,TX,11846,166,2021
Polk,TX,40560,352,2021
Potter,TX,89914,423,2021
Presidio,TX,5007,66,2021
Rains,TX,9980,142,2021
Randall,TX,109157,435,2021
Reagan,TX,2363,28,2021
Real,TX,2330,28,2021
Red River,TX,9648,137,2021
Reeves,TX,11624,164,2021
Refugio,TX,5411,73,2021
Roberts,TX,629,3,2021
Robertson,TX,13250,182,2021
Rockwall,TX,80468,415,2021
Runnels,TX,7677,111,2021
Rusk,TX,42200,357,2021
Sabine,TX,8352,121,2021
San Augustine,TX,6629,92,2021
San Jacinto,TX,21988,264,2021
San Patricio,TX,52259,379,2021
San Saba,TX,4773,63,2021
Schleicher,TX,2014,22,2021
Scurry,TX,13306,183,2021
Shackelford,TX,2495,30,2021
Shelby,TX,18545,237,2021
Sherman,TX,1900,20,2021
Smith,TX,180700,463,2021
Somervell,TX,7376,106,2021
Starr,TX,46421,367,2021
Stephens,TX,7171,103,2021
Sterling,TX,911,6,2021
Stonewall,TX,1001,7,2021
Sutton,TX,2419,29,2021
Swisher,TX,5537,75,2021
Tarrant,TX,1607235,509,2021
Taylor,TX,109765,435,2021
Terrell,TX,854,6,2021
Terry,TX,8947,128,2021
Throckmorton,TX,1184,10,2021
Titus,TX,23301,272,2021
Tom Green,TX,93372,426,2021
Travis,TX,1026036,506,2021
Trinity,TX,11243,157,2021
Tyler,TX,16678,221,2021
Upshur,TX,32315,321,2021
Upton,TX,2602,31,2021
Uvalde,TX,19002,240,2021
Val Verde,TX,35585,336,2021
Van Zandt,TX,46981,368,2021
Victoria,TX,70204,405,2021
Walker,TX,66478,401,2021
Waller,TX,43389,360,2021
Ward,TX,8418,122,2021
Washington,TX,28925,303,2021
Webb,TX,189349,466,2021
Wharton,TX,31941,320,2021
Wheeler,TX,3992,51,2021
Wichita,TX,102944,431,2021
Wilbarger,TX,10341,147,2021
Willacy,TX,16031,213,2021
Williamson,TX,458462,493,2021
Wilson,TX,38837,347,2021
Winkler,TX,5657,78,2021
Wise,TX,53271,381,2021
Wood,TX,37016,343,2021
Yoakum,TX,5416,73,2021
Young,TX,14040,192,2021
Zapata,TX,9685,138,2021
Zavala,TX,7485,108,2021
Beaver,UT,4895,65,2021
Box Elder,UT,40995,354,2021
Cache,UT,95919,428,2021
Carbon,UT,15568,209,2021
Daggett,UT,393,1,2021
Davis,UT,257315,476,2021
Duchesne,UT,13745,188,2021
Emery,UT,7361,106,2021
Garfield,UT,4008,51,2021
Grand,UT,7966,116,2021
Iron,UT,41856,356,2021
Juab,UT,8061,117,2021
Kane,UT,6182,85,2021
Millard,UT,9232,131,2021
Morgan,UT,8362,121,2021
Piute,UT,1541,15,2021
Rich,UT,1757,18,2021
Salt Lake,UT,893409,505,2021
San Juan,UT,10824,152,2021
Sanpete,UT,22201,266,2021
Sevier,UT,15973,213,2021
Summit,UT,33424,326,2021
Tooele,UT,51290,377,2021
Uintah,UT,25262,284,2021
Utah,UT,456379,493,2021
Wasatch,UT,24708,281,2021
Washington,UT,136420,449,2021
Wayne,UT,2014,22,2021
Weber,UT,194667,467,2021
Addison,VT,31790,319,2021
Bennington,VT,30942,314,2021
Caledonia,VT,25235,284,2021
Chittenden,VT,141502,452,2021
Essex,VT,5014,66,2021
Franklin,VT,40088,352,2021
Grand Isle,VT,6127,84,2021
Lamoille,VT,21326,259,2021
Orange,VT,24554,280,2021
Orleans,VT,22625,269,2021
Rutland,VT,51334,377,2021
Washington,VT,49870,374,2021
Windham,VT,38725,347,2021
Windsor,VT,48343,372,2021
Accomack,VA,27325,295,2021
Albemarle,VA,91542,424,2021
Alleghany,VA,12720,174,2021
Amelia,VA,10745,151,2021
Amherst,VA,25876,287,2021
Appomattox,VA,12956,177,2021
Arlington,VA,196986,468,2021
Augusta,VA,64039,397,2021
Bath,VA,3660,45,2021
Bedford,VA,65418,399,2021
Bland,VA,5422,74,2021
Botetourt,VA,27915,298,2021
Brunswick,VA,13723,187,2021
Buchanan,VA,17691,228,2021
Buckingham,VA,14074,192,2021
Campbell,VA,45702,365,2021
Caroline,VA,24587,280,2021
Carroll,VA,24494,279,2021
Charles City,VA,5927,81,2021
Charlotte,VA,9274,132,2021
Chesterfield,VA,284357,480,2021
Clarke,VA,12296,170,2021
Craig,VA,3984,50,2021
Culpeper,VA,40924,354,2021
Cumberland,VA,8106,118,2021
Dickenson,VA,11856,166,2021
Dinwiddie,VA,22910,271,2021
Essex,VA,8881,127,2021
Fairfax,VA,19197,241,2021
Fauquier,VA,57539,390,2021
Floyd,VA,12960,177,2021
Fluvanna,VA,22257,267,2021
Franklin,VA,6252,87,2021
Frederick,VA,72182,406,2021
Giles,VA,13723,187,2021
Gloucester,VA,31592,318,2021
Goochland,VA,20575,252,2021
Grayson,VA,13077,179,2021
Greene,VA,16177,216,2021
Greensville,VA,9894,141,2021
Halifax,VA,28149,300,2021
Hanover,VA,88340,422,2021
Henrico,VA,264815,478,2021
Henry,VA,42064,356,2021
Highland,VA,1953,21,2021
Isle of Wight,VA,31218,316,2021
James City,VA,63856,397,2021
King and Queen,VA,5642,77,2021
King George,VA,20673,252,2021
King William,VA,13930,190,2021
Lancaster,VA,9455,135,2021
Lee,VA,18937,239,2021
Loudoun,VA,311655,483,2021
Louisa,VA,30428,312,2021
Lunenburg,VA,9793,139,2021
Madison,VA,11260,158,2021
Mathews,VA,7484,108,2021
Mecklenburg,VA,25303,284,2021
Middlesex,VA,9206,131,2021
Montgomery,VA,85706,420,2021
Nelson,VA,12458,172,2021
New Kent,VA,18505,236,2021
Northampton,VA,10118,144,2021
Northumberland,VA,10484,148,2021
Nottoway,VA,12981,178,2021
Orange,VA,29204,305,2021
Page,VA,19419,243,2021
Patrick,VA,14894,199,2021
Pittsylvania,VA,50990,376,2021
Powhatan,VA,25367,285,2021
Prince Edward,VA,18876,239,2021
Prince George,VA,33708,327,2021
Prince William,VA,363139,487,2021
Pulaski,VA,28651,303,2021
Rappahannock,VA,6138,84,2021
Richmond,VA,190100,467,2021
Roanoke,VA,79108,414,2021
Rockbridge,VA,19165,241,2021
Rockingham,VA,66850,401,2021
Russell,VA,21644,261,2021
Scott,VA,17974,232,2021
Shenandoah,VA,35923,337,2021
Smyth,VA,24945,282,2021
Southampton,VA,14966,201,2021
Spotsylvania,VA,108285,434,2021
Stafford,VA,118615,440,2021
Surry,VA,5543,76,2021
Sussex,VA,9376,134,2021
Tazewell,VA,33500,326,2021
Warren,VA,32412,322,2021
Washington,VA,45688,365,2021
Westmoreland,VA,15264,205,2021
Wise,VA,30336,311,2021
Wythe,VA,23654,275,2021
York,VA,54950,386,2021
Alexandria,VA,131596,446,2021
Bristol,VA,13855,189,2021
Buena Vista,VA,5454,74,2021
Charlottesville,VA,39922,351,2021
Chesapeake,VA,193851,467,2021
Colonial Heights,VA,14372,195,2021
Covington,VA,4565,60,2021
Danville,VA,34118,330,2021
Emporia,VA,4342,56,2021
Falls Church,VA,11459,160,2021
Fredericksburg,VA,22755,270,2021
Galax,VA,5272,71,2021
Hampton,VA,110392,436,2021
Harrisonburg,VA,44411,362,2021
Hopewell,VA,17628,228,2021
Lexington,VA,6815,95,2021
Lynchburg,VA,65578,399,2021
Manassas,VA,32725,323,2021
Manassas Park,VA,13256,182,2021
Martinsville,VA,10332,146,2021
Newport News,VA,145764,453,2021
Norfolk,VA,195993,468,2021
Norton,VA,3177,40,2021
Petersburg,VA,26564,291,2021
Poquoson,VA,10117,144,2021
Portsmouth,VA,76870,412,2021
Radford,VA,14588,197,2021
Salem,VA,21248,258,2021
Staunton,VA,20996,255,2021
Suffolk,VA,73337,408,2021
Virginia Beach,VA,367023,487,2021
Waynesboro,VA,17548,227,2021
Williamsburg,VA,13892,190,2021
Winchester,VA,22613,269,2021
Adams,WA,13876,189,2021
Asotin,WA,18239,234,2021
Benton,WA,156251,456,2021
Chelan,WA,61867,394,2021
Clallam,WA,65227,399,2021
Clark,WA,392179,489,2021
Columbia,WA,3273,41,2021
Cowlitz,WA,87207,422,2021
Douglas,WA,32956,323,2021
Ferry,WA,6092,83,2021
Franklin,WA,67972,402,2021
Garfield,WA,1914,21,2021
Grant,WA,71965,406,2021
Grays Harbor,WA,61120,393,2021
Island,WA,71951,405,2021
Jefferson,WA,29166,305,2021
King,WA,1836285,510,2021
Kitsap,WA,223446,472,2021
Kittitas,WA,37526,345,2021
Klickitat,WA,18722,238,2021
Lewis,WA,65902,399,2021
Lincoln,WA,8745,125,2021
Mason,WA,53774,383,2021
Okanogan,WA,33212,325,2021
Pacific,WA,19829,246,2021
Pend Oreille,WA,11001,154,2021
Pierce,WA,718566,502,2021
San Juan,WA,15612,209,2021
Skagit,WA,103689,432,2021
Skamania,WA,10076,143,2021
Snohomish,WA,655093,500,2021
Spokane,WA,426291,491,2021
Stevens,WA,37353,344,2021
Thurston,WA,235707,473,2021
Wahkiakum,WA,3717,46,2021
Walla Walla,WA,50462,376,2021
Whatcom,WA,185666,464,2021
Whitman,WA,41634,355,2021
Yakima,WA,187352,465,2021
Barbour,WV,12761,175,2021
Berkeley,WV,95669,428,2021
Boone,WV,17934,231,2021
Braxton,WV,10575,150,2021
Brooke,WV,19076,240,2021
Cabell,WV,77598,412,2021
Calhoun,WV,5324,72,2021
Clay,WV,6597,91,2021
Doddridge,WV,6865,96,2021
Fayette,WV,33641,327,2021
Gilmer,WV,6511,90,2021
Grant,WV,9191,131,2021
Greenbrier,WV,27554,296,2021
Hampshire,WV,19185,241,2021
Hancock,WV,24402,279,2021
Hardy,WV,11597,163,2021
Harrison,WV,53441,382,2021
Jackson,WV,22771,270,2021
Jefferson,WV,46507,367,2021
Kanawha,WV,149748,455,2021
Lewis,WV,13820,188,2021
Lincoln,WV,16566,219,2021
Logan,WV,26857,292,2021
McDowell,WV,15958,213,2021
Marion,WV,46014,365,2021
Marshall,WV,25520,286,2021
Mason,WV,21002,255,2021
Mercer,WV,48882,373,2021
Mineral,WV,22417,267,2021
Mingo,WV,19279,242,2021
Monongalia,WV,90243,423,2021
Monroe,WV,10227,145,2021
Morgan,WV,14503,196,2021
Nicholas,WV,20520,252,2021
Ohio,WV,35289,335,2021
Pendleton,WV,5236,70,2021
Pleasants,WV,6352,87,2021
Pocahontas,WV,6781,94,2021
Preston,WV,28579,302,2021
Putnam,WV,46055,365,2021
Raleigh,WV,60756,393,2021
Randolph,WV,23418,273,2021
Ritchie,WV,7095,101,2021
Roane,WV,11612,163,2021
Summers,WV,10340,147,2021
Taylor,WV,13761,188,2021
Tucker,WV,5961,81,2021
Tyler,WV,6986,99,2021
Upshur,WV,19489,244,2021
Wayne,WV,32309,321,2021
Webster,WV,6914,97,2021
Wetzel,WV,12012,168,2021
Wirt,WV,4300,56,2021
Wood,WV,68979,404,2021
Wyoming,WV,17735,229,2021
Adams,WI,17930,231,2021
Ashland,WI,12994,178,2021
Barron,WI,37505,344,2021
Bayfield,WI,13620,186,2021
Brown,WI,211483,470,2021
Buffalo,WI,10945,153,2021
Burnett,WI,13851,188,2021
Calumet,WI,41482,355,2021
Chippewa,WI,53001,380,2021
Clark,WI,25490,286,2021
Columbia,WI,47338,369,2021
Crawford,WI,13340,183,2021
Dane,WI,454938,492,2021
Dodge,WI,73606,408,2021
Door,WI,25357,285,2021
Douglas,WI,36363,339,2021
Dunn,WI,37217,343,2021
Eau Claire,WI,86177,421,2021
Florence,WI,3869,48,2021
Fond du Lac,WI,84430,419,2021
Forest,WI,7554,109,2021
Grant,WI,42426,358,2021
Green,WI,29882,309,2021
Green Lake,WI,15374,206,2021
Iowa,WI,18955,239,2021
Iron,WI,5266,71,2021
Jackson,WI,16931,223,2021
Jefferson,WI,69453,404,2021
Juneau,WI,21850,262,2021
Kenosha,WI,134864,448,2021
Kewaunee,WI,16710,221,2021
La Crosse,WI,99048,430,2021
Lafayette,WI,13137,180,2021
Langlade,WI,16132,215,2021
Lincoln,WI,23940,277,2021
Manitowoc,WI,66455,400,2021
Marathon,WI,109844,436,2021
Marinette,WI,34772,332,2021
Marquette,WI,12882,176,2021
Menominee,WI,3112,39,2021
Milwaukee,WI,735891,502,2021
Monroe,WI,35831,336,2021
Oconto,WI,31883,319,2021
Oneida,WI,31701,318,2021
Outagamie,WI,150132,455,2021
Ozaukee,WI,74005,408,2021
Pepin,WI,5954,81,2021
Pierce,WI,34523,331,2021
Polk,WI,36703,341,2021
Portage,WI,58436,391,2021
Price,WI,11806,165,2021
Racine,WI,157065,456,2021
Richland,WI,14025,191,2021
Rock,WI,129964,445,2021
Rusk,WI,11553,162,2021
St. Croix,WI,72222,406,2021
Sauk,WI,52183,378,2021
Sawyer,WI,14793,198,2021
Shawano,WI,33206,325,2021
Sheboygan,WI,94593,427,2021
Taylor,WI,15903,212,2021
Trempealeau,WI,23626,274,2021
Vernon,WI,23579,274,2021
Vilas,WI,19435,244,2021
Walworth,WI,86806,422,2021
Washburn,WI,13808,188,2021
Washington,WI,110486,436,2021
Waukesha,WI,329505,484,2021
Waupaca,WI,42465,358,2021
Waushara,WI,20536,252,2021
Winnebago,WI,140054,451,2021
Wood,WI,59641,392,2021
Albany,WY,31924,319,2021
Big Horn,WY,9068,129,2021
Campbell,WY,35244,334,2021
Carbon,WY,11700,164,2021
Converse,WY,10659,151,2021
Crook,WY,5587,76,2021
Fremont,WY,30455,312,2021
Goshen,WY,10470,148,2021
Hot Springs,WY,3804,48,2021
Johnson,WY,6777,94,2021
Laramie,WY,79301,414,2021
Lincoln,WY,14893,199,2021
Natrona,WY,62249,395,2021
Niobrara,WY,2064,24,2021
Park,WY,24270,278,2021
Platte,WY,7246,104,2021
Sheridan,WY,24783,282,2021
Sublette,WY,7046,100,2021
Sweetwater,WY,32679,323,2021
Teton,WY,19604,245,2021
Uinta,WY,15328,205,2021
Washakie,WY,6331,87,2021
Weston,WY,5646,77,2021
Adjuntas,,15051,202,2021
Aguada,,32722,323,2021
Aguadilla,,46631,367,2021
Aguas Buenas,,20818,254,2021
Aibonito,,20873,254,2021
Añasco,,22146,266,2021
Arecibo,,74996,409,2021
Arroyo,,13364,184,2021
Barceloneta,,19097,241,2021
Barranquitas,,23686,275,2021
Bayamón,,158892,458,2021
Cabo Rojo,,40660,353,2021
Caguas,,108606,434,2021
Camuy,,27943,299,2021
Canóvanas,,35437,335,2021
Carolina,,132865,447,2021
Cataño,,19617,245,2021
Cayey,,35912,337,2021
Ceiba,,9676,138,2021
Ciales,,14266,194,2021
Cidra,,33584,327,2021
Coamo,,29581,307,2021
Comerío,,15805,211,2021
Corozal,,28704,303,2021
Culebra,,1103,8,2021
Dorado,,30027,309,2021
Fajardo,,26977,293,2021
Florida,,9775,139,2021
Guánica,,11802,165,2021
Guayama,,31280,316,2021
Guayanilla,,14897,199,2021
Guaynabo,,77938,412,2021
Gurabo,,34516,331,2021
Hatillo,,33011,324,2021
Hormigueros,,13626,186,2021
Humacao,,43654,361,2021
Isabela,,36597,340,2021
Jayuya,,12182,169,2021
Juana Díaz,,38738,347,2021
Juncos,,30775,313,2021
Lajas,,19984,248,2021
Lares,,23844,276,2021
Las Marías,,7432,107,2021
Las Piedras,,29830,308,2021
Loíza,,20175,248,2021
Luquillo,,15202,204,2021
Manatí,,33202,324,2021
Maricao,,4549,60,2021
Maunabo,,9135,130,2021
Mayagüez,,63813,397,2021
Moca,,31413,317,2021
Morovis,,24094,277,2021
Naguabo,,19509,245,2021
Naranjito,,24691,280,2021
Orocovis,,17835,230,2021
Patillas,,13724,187,2021
Peñuelas,,16886,223,2021
Ponce,,116592,439,2021
Quebradillas,,19939,247,2021
Rincón,,12998,178,2021
Río Grande,,40526,352,2021
Sabana Grande,,19278,242,2021
Salinas,,21891,262,2021
San Germán,,27243,294,2021
San Juan,,294169,480,2021
San Lorenzo,,32115,320,2021
San Sebastián,,33262,325,2021
Santa Isabel,,17110,224,2021
Toa Alta,,56644,388,2021
Toa Baja,,64421,398,2021
Trujillo Alto,,57546,390,2021
Utuado,,24129,277,2021
Vega Alta,,29794,308,2021
Vega Baja,,45974,365,2021
Vieques,,7041,100,2021
Villalba,,18348,235,2021
Yabucoa,,26282,289,2021
Yauco,,29486,307,2021
