county,state,population,populationBucket,year
Pocahontas,IA,5663,78,2021
Polk,IA,380838,488,2021
Pottawattamie,IA,74065,409,2021
Poweshiek,IA,15410,206,2021
Ringgold,IA,3730,46,2021
Sac,IA,7854,114,2021
Scott,IA,137840,450,2021
Shelby,IA,9504,136,2021
Sioux,IA,26888,293,2021
Story,IA,83695,418,2021
Tama,IA,13443,184,2021
Taylor,IA,4698,62,2021
Union,IA,9818,139,2021
Van Buren,IA,5713,78,2021
Wapello,IA,28069,300,2021
Warren,IA,40698,353,2021
Washington,IA,17632,228,2021
Wayne,IA,5033,67,2021
Webster,IA,30119,310,2021
Winnebago,IA,8708,125,2021
Winneshiek,IA,16885,223,2021
Woodbury,IA,80479,415,2021
Worth,IA,6057,83,2021
Wright,IA,10114,143,2021
Allen,KS,10109,143,2021
Anderson,KS,6006,82,2021
Atchison,KS,12926,177,2021
Barber,KS,3268,41,2021
Barton,KS,20262,249,2021
Bourbon,KS,11121,155,2021
Brown,KS,7356,106,2021
Butler,KS,52134,378,2021
Chase,KS,2108,25,2021
Chautauqua,KS,2689,33,2021
Cherokee,KS,15454,207,2021
Cheyenne,KS,2156,26,2021
Clark,KS,1552,15,2021
Clay,KS,6352,87,2021
Cloud,KS,7080,101,2021
Coffey,KS,6807,95,2021
Comanche,KS,1477,13,2021
Cowley,KS,27394,295,2021
Crawford,KS,31389,317,2021
Decatur,KS,2274,27,2021
Dickinson,KS,14732,198,2021
Doniphan,KS,6245,86,2021
Douglas,KS,99245,430,2021
Edwards,KS,2301,27,2021
Elk,KS,1984,22,2021
Ellis,KS,23130,272,2021
Ellsworth,KS,5320,72,2021
Finney,KS,27983,299,2021
Ford,KS,25120,283,2021
Franklin,KS,20503,251,2021
Geary,KS,25808,287,2021
Gove,KS,2142,25,2021
Graham,KS,1994,22,2021
Grant,KS,5440,74,2021
Gray,KS,4239,55,2021
Greeley,KS,960,6,2021
Greenwood,KS,4934,66,2021
Hamilton,KS,1939,21,2021
Harper,KS,4299,55,2021
Harvey,KS,26545,291,2021
Haskell,KS,2844,35,2021
Hodgeman,KS,1506,14,2021
Jackson,KS,10268,146,2021
Jefferson,KS,14829,198,2021
Jewell,KS,2364,29,2021
Johnson,KS,476058,494,2021
Kearny,KS,2974,37,2021
Kingman,KS,6049,83,2021
Kiowa,KS,1926,21,2021
Labette,KS,15839,211,2021
Lane,KS,1221,10,2021
Leavenworth,KS,64496,398,2021
Lincoln,KS,2362,28,2021
Linn,KS,7680,111,2021
Logan,KS,2148,25,2021
Lyon,KS,25885,288,2021
McPherson,KS,24212,278,2021
Marion,KS,9651,137,2021
Marshall,KS,7804,114,2021
Meade,KS,3140,39,2021
Miami,KS,26826,292,2021
Mitchell,KS,4702,62,2021
Montgomery,KS,25147,283,2021
Morris,KS,4380,57,2021
Morton,KS,2097,25,2021
Nemaha,KS,7729,113,2021
Neosho,KS,12428,172,2021
Ness,KS,2251,26,2021
Norton,KS,4444,58,2021
Osage,KS,12581,173,2021
Osborne,KS,2846,36,2021
Ottawa,KS,4646,61,2021
Pawnee,KS,5607,76,2021
Phillips,KS,4067,52,2021
Pottawatomie,KS,18444,236,2021
Pratt,KS,7249,104,2021
Rawlins,KS,2039,24,2021
Reno,KS,49717,374,2021
Republic,KS,3776,47,2021
Rice,KS,7551,109,2021
Riley,KS,61693,394,2021
Rooks,KS,3992,51,2021
Rush,KS,2309,27,2021
Russell,KS,5449,74,2021
Saline,KS,43085,359,2021
Scott,KS,3931,49,2021
Sedgwick,KS,401596,489,2021
Seward,KS,15827,211,2021
Shawnee,KS,141749,452,2021
Sheridan,KS,1908,20,2021
Sherman,KS,4771,63,2021
Smith,KS,2961,36,2021
Stafford,KS,3217,40,2021
Stanton,KS,1546,15,2021
Stevens,KS,3939,50,2021
Sumner,KS,17700,229,2021
Thomas,KS,6189,86,2021
Trego,KS,2341,28,2021
Wabaunsee,KS,5468,75,2021
Wallace,KS,1179,10,2021
Washington,KS,4442,58,2021
Wichita,KS,1690,17,2021
Wilson,KS,6900,97,2021
Woodson,KS,2642,32,2021
Wyandotte,KS,126393,444,2021
Adair,KY,15569,209,2021
Allen,KY,16244,216,2021
Anderson,KY,18662,237,2021
Ballard,KY,6410,88,2021
Barren,KY,35018,333,2021
Bath,KY,9727,138,2021
Bell,KY,20053,248,2021
Boone,KY,103369,432,2021
Bourbon,KY,16132,215,2021
Boyd,KY,38968,348,2021
Boyle,KY,25039,283,2021
Bracken,KY,6563,90,2021
Breathitt,KY,11117,155,2021
Breckinridge,KY,16262,216,2021
Bullitt,KY,66459,400,2021
Butler,KY,9894,141,2021
Caldwell,KY,10120,144,2021
Calloway,KY,31370,317,2021
Campbell,KY,75754,410,2021
Carlisle,KY,3802,48,2021
Carroll,KY,8258,120,2021
Carter,KY,21207,257,2021
Casey,KY,12661,174,2021
Christian,KY,54362,384,2021
Clark,KY,29253,305,2021
Clay,KY,16573,219,2021
Clinton,KY,7648,110,2021
Crittenden,KY,7184,103,2021
Cumberland,KY,4842,64,2021
Daviess,KY,79747,414,2021
Edmonson,KY,10075,143,2021
Elliott,KY,6154,85,2021
Estill,KY,11499,161,2021
Fayette,KY,261182,477,2021
Fleming,KY,11784,165,2021
Floyd,KY,28950,303,2021
Franklin,KY,41794,356,2021
Fulton,KY,5249,70,2021
Gallatin,KY,6869,96,2021
Garrard,KY,13695,187,2021
Grant,KY,18845,238,2021
Graves,KY,28978,304,2021
Grayson,KY,20832,254,2021
Green,KY,8954,128,2021
Greenup,KY,29282,306,2021
Hancock,KY,7081,101,2021
Hardin,KY,86172,421,2021
Harlan,KY,21326,259,2021
Harrison,KY,14972,201,2021
Hart,KY,14958,200,2021
Henderson,KY,36125,337,2021
Henry,KY,12511,172,2021
Hickman,KY,3790,48,2021
Hopkins,KY,36232,338,2021
Jackson,KY,10340,147,2021
Jefferson,KY,626238,499,2021
Jessamine,KY,41655,355,2021
Johnson,KY,18170,233,2021
Kenton,KY,132688,447,2021
Knott,KY,11980,168,2021
Knox,KY,23903,276,2021
Larue,KY,11922,166,2021
Laurel,KY,49406,373,2021
Lawrence,KY,12805,175,2021
Lee,KY,5987,82,2021
Leslie,KY,8585,124,2021
Letcher,KY,17567,227,2021
Lewis,KY,10488,149,2021
Lincoln,KY,19164,241,2021
Livingston,KY,7343,105,2021
Logan,KY,21453,259,2021
Lyon,KY,7665,111,2021
McCracken,KY,53900,383,2021
McCreary,KY,13529,185,2021
McLean,KY,7374,106,2021
Madison,KY,75150,410,2021
Magoffin,KY,9390,134,2021
Marion,KY,15414,206,2021
Marshall,KY,25976,288,2021
Martin,KY,9421,134,2021
Mason,KY,13520,185,2021
Meade,KY,23869,276,2021
Menifee,KY,4837,64,2021
Mercer,KY,18093,232,2021
Metcalfe,KY,8149,118,2021
Monroe,KY,8979,128,2021
Montgomery,KY,22220,266,2021
Morgan,KY,11579,163,2021
Muhlenberg,KY,25291,284,2021
Nelson,KY,36600,340,2021
Nicholas,KY,5983,81,2021
Ohio,KY,18857,238,2021
Oldham,KY,52262,379,2021
Owen,KY,8944,127,2021
Owsley,KY,3410,43,2021
Pendleton,KY,11559,162,2021
Perry,KY,22558,268,2021
Pike,KY,48170,371,2021
Powell,KY,10084,143,2021
Pulaski,KY,51759,378,2021
Robertson,KY,1725,17,2021
Rockcastle,KY,13148,180,2021
Rowan,KY,20466,251,2021
Russell,KY,14242,193,2021
Scott,KY,43327,360,2021
Shelby,KY,38198,346,2021
Simpson,KY,15154,203,2021
Spencer,KY,15472,207,2021
Taylor,KY,20635,252,2021
Todd,KY,9275,132,2021
Trigg,KY,11312,159,2021
Trimble,KY,6940,98,2021
Union,KY,11576,162,2021
Warren,KY,105919,433,2021
Washington,KY,9472,135,2021
Wayne,KY,16142,215,2021
Webster,KY,10303,146,2021
Whitley,KY,28218,300,2021
Wolfe,KY,5355,72,2021
Woodford,KY,21518,260,2021
Acadia,LA,44998,363,2021
Allen,LA,18506,236,2021
Ascension,LA,95285,427,2021
Assumption,LA,17240,225,2021
Avoyelles,LA,31624,318,2021
Beauregard,LA,28365,302,2021
Bienville,LA,10397,147,2021
Bossier,LA,100392,430,2021
Caddo,LA,188834,466,2021
Calcasieu,LA,164257,459,2021
Caldwell,LA,7664,110,2021
Cameron,LA,4512,59,2021
Catahoula,LA,7335,105,2021
Claiborne,LA,12160,169,2021
Concordia,LA,15185,203,2021
De Soto,LA,21017,256,2021
East Baton Rouge,LA,363390,487,2021
East Carroll,LA,6137,84,2021
East Feliciana,LA,16563,219,2021
Evangeline,LA,25236,284,2021
Franklin,LA,15362,206,2021
Grant,LA,18202,233,2021
Iberia,LA,53996,383,2021
Iberville,LA,25183,283,2021
Jackson,LA,12298,170,2021
Jefferson,LA,352425,486,2021
Jefferson Davis,LA,24760,281,2021
Lafayette,LA,189211,466,2021
Lafourche,LA,77349,412,2021
LaSalle,LA,11922,166,2021
Lincoln,LA,39971,352,2021
Livingston,LA,109648,435,2021
Madison,LA,8037,117,2021
Morehouse,LA,20246,249,2021
Natchitoches,LA,29876,309,2021
Orleans,LA,315078,483,2021
Ouachita,LA,125062,443,2021
Plaquemines,LA,18193,233,2021
Pointe Coupee,LA,16846,222,2021
Rapides,LA,101992,431,2021
Red River,LA,6131,84,2021
Richland,LA,15925,212,2021
Sabine,LA,17741,230,2021
St. Bernard,LA,33395,326,2021
St. Charles,LA,40962,354,2021
St. Helena,LA,8813,126,2021
St. James,LA,16311,217,2021
St. John the Baptist,LA,33328,325,2021
St. Landry,LA,63544,397,2021
St. Martin,LA,40878,354,2021
St. Mary,LA,39112,348,2021
St. Tammany,LA,206874,469,2021
Tangipahoa,LA,103454,432,2021
Tensas,LA,3374,43,2021
Terrebonne,LA,85337,420,2021
Union,LA,17180,225,2021
Vermilion,LA,44546,362,2021
Vernon,LA,37885,345,2021
Washington,LA,36147,338,2021
Webster,LA,29939,309,2021
West Baton Rouge,LA,21374,259,2021
West Carroll,LA,7971,116,2021
West Feliciana,LA,13249,182,2021
Winn,LA,11297,159,2021
Androscoggin,ME,89351,423,2021
Aroostook,ME,56611,388,2021
Cumberland,ME,251768,476,2021
Franklin,ME,24860,282,2021
Hancock,ME,47081,369,2021
Kennebec,ME,102308,431,2021
Knox,ME,34451,331,2021
Lincoln,ME,29734,308,2021
Oxford,ME,48717,373,2021
Penobscot,ME,128216,445,2021
Piscataquis,ME,14359,195,2021
Sagadahoc,ME,30547,312,2021
Somerset,ME,42055,356,2021
Waldo,ME,33120,324,2021
Washington,ME,25754,287,2021
York,ME,175861,462,2021
Allegany,MD,58168,390,2021
Anne Arundel,MD,466466,493,2021
Baltimore,MD,685912,501,2021
Calvert,MD,73562,408,2021
Caroline,MD,26246,289,2021
Carroll,MD,139381,450,2021
Cecil,MD,82988,417,2021
Charles,MD,130190,446,2021
Dorchester,MD,26632,291,2021
Frederick,MD,211941,470,2021
Garrett,MD,24443,279,2021
Harford,MD,208324,469,2021
Howard,MD,258415,476,2021
Kent,MD,16699,221,2021
Montgomery,MD,839477,505,2021
Prince George's,MD,766078,503,2021
Queen Anne's,MD,40161,352,2021
St. Mary's,MD,88928,423,2021
Somerset,MD,21080,256,2021
Talbot,MD,31461,317,2021
Washington,MD,124117,442,2021
Wicomico,MD,83314,417,2021
Worcester,MD,44334,362,2021
Baltimore City,MD,483248,494,2021
Barnstable,MA,198473,468,2021
Berkshire,MA,109996,436,2021
Bristol,MA,470837,494,2021
Dukes,MA,17127,224,2021
Essex,MA,654596,499,2021
Franklin,MA,60472,393,2021
Hampden,MA,378086,488,2021
Hampshire,MA,141357,452,2021
Middlesex,MA,1339448,508,2021
Nantucket,MA,11574,162,2021
Norfolk,MA,588539,498,2021
Plymouth,MA,429459,491,2021
Suffolk,MA,675011,500,2021
Worcester,MA,698931,501,2021
Alcona,MI,8999,128,2021
Alger,MI,7741,113,2021
Allegan,MI,94033,426,2021
Alpena,MI,24120,277,2021
Antrim,MI,19796,246,2021
Arenac,MI,12578,173,2021
Baraga,MI,7029,100,2021
Barry,MI,49936,375,2021
Bay,MI,85799,420,2021
Benzie,MI,15038,202,2021
Berrien,MI,124366,442,2021
Branch,MI,35472,335,2021
Calhoun,MI,107245,433,2021
Cass,MI,42340,357,2021
Charlevoix,MI,21786,262,2021
Cheboygan,MI,22015,264,2021
Chippewa,MI,31143,315,2021
Clare,MI,25414,285,2021
Clinton,MI,63487,396,2021
Crawford,MI,11001,154,2021
Delta,MI,30709,313,2021
Dickinson,MI,21415,259,2021
Eaton,MI,88906,423,2021
Emmet,MI,28380,302,2021
Genesee,MI,325547,484,2021
Gladwin,MI,21159,257,2021
Gogebic,MI,12737,174,2021
Grand Traverse,MI,77539,412,2021
Gratiot,MI,34631,332,2021
Hillsdale,MI,36976,342,2021
Houghton,MI,30645,313,2021
Huron,MI,26107,288,2021
Ingham,MI,235688,473,2021
Ionia,MI,53521,382,2021
Iosco,MI,21546,260,2021
Iron,MI,9833,140,2021
Isabella,MI,55506,387,2021
Jackson,MI,130290,446,2021
Kalamazoo,MI,210400,470,2021
Kalkaska,MI,14532,197,2021
Kent,MI,513897,495,2021
Keweenaw,MI,1799,19,2021
Lake,MI,10451,148,2021
Lapeer,MI,72653,406,2021
Leelanau,MI,19167,241,2021
Lenawee,MI,80887,415,2021
Livingston,MI,157808,457,2021
Luce,MI,4730,62,2021
Mackinac,MI,9371,134,2021
Macomb,MI,716574,502,2021
Manistee,MI,21123,256,2021
Marquette,MI,55523,387,2021
Mason,MI,23828,276,2021
Mecosta,MI,33521,326,2021
Menominee,MI,19810,246,2021
Midland,MI,67666,402,2021
Missaukee,MI,11971,168,2021
Monroe,MI,125207,443,2021
Montcalm,MI,53145,381,2021
Montmorency,MI,7952,116,2021
Muskegon,MI,139951,451,2021
Newaygo,MI,39835,350,2021
Oakland,MI,1038672,507,2021
Oceana,MI,21249,258,2021
Ogemaw,MI,17438,226,2021
Ontonagon,MI,5280,71,2021
Osceola,MI,18412,235,2021
Oscoda,MI,6804,95,2021
Otsego,MI,20356,251,2021
Ottawa,MI,232204,473,2021
Presque Isle,MI,11195,156,2021
Roscommon,MI,20337,250,2021
Saginaw,MI,154360,455,2021
St. Clair,MI,131347,446,2021
St. Joseph,MI,47597,370,2021
Sanilac,MI,33191,324,2021
Schoolcraft,MI,6802,95,2021
Shiawassee,MI,55858,387,2021
Tuscola,MI,43736,361,2021
Van Buren,MI,59891,392,2021
Washtenaw,MI,311251,482,2021
Wayne,MI,1411778,508,2021
Wexford,MI,26461,290,2021
Aitkin,MN,13425,184,2021
Anoka,MN,284684,480,2021
Becker,MN,27546,296,2021
Beltrami,MN,35421,335,2021
Benton,MN,31614,318,2021
Big Stone,MN,4131,53,2021
Blue Earth,MN,56365,388,2021
Brown,MN,20944,255,2021
Carlton,MN,29037,304,2021
Carver,MN,81009,415,2021
Cass,MN,24278,278,2021
Chippewa,MN,9978,142,2021
Chisago,MN,45251,364,2021
Clay,MN,50330,375,2021
Clearwater,MN,6602,91,2021
Cook,MN,4804,64,2021
Cottonwood,MN,8951,128,2021
Crow Wing,MN,53395,381,2021
Dakota,MN,340926,485,2021
Dodge,MN,16125,214,2021
Douglas,MN,31068,315,2021
Faribault,MN,11188,156,2021
Fillmore,MN,16541,219,2021
Freeborn,MN,24719,281,2021
Goodhue,MN,38181,346,2021
Grant,MN,4801,63,2021
Hennepin,MN,1019904,506,2021
Houston,MN,15097,203,2021
Hubbard,MN,17221,225,2021
Isanti,MN,31878,319,2021
Itasca,MN,36746,341,2021
Jackson,MN,8069,118,2021
Kanabec,MN,13024,178,2021
Kandiyohi,MN,33941,329,2021
Kittson,MN,3411,43,2021
Koochiching,MN,10323,146,2021
Lac qui Parle,MN,5534,75,2021
Lake,MN,9027,129,2021
Lake of the Woods,MN,3078,38,2021
Le Sueur,MN,22578,268,2021
Lincoln,MN,4517,59,2021
Lyon,MN,19581,245,2021
McLeod,MN,29147,304,2021
Mahnomen,MN,3897,49,2021
Marshall,MN,7201,103,2021
Martin,MN,16083,214,2021
Meeker,MN,18314,234,2021
Mille Lacs,MN,20826,254,2021
Morrison,MN,26826,292,2021
Mower,MN,30858,314,2021
Murray,MN,6639,92,2021
Nicollet,MN,27406,295,2021
Nobles,MN,16691,221,2021
Norman,MN,5154,69,2021
Olmsted,MN,125540,444,2021
Otter Tail,MN,48116,371,2021
Pennington,MN,11194,156,2021
Pine,MN,24001,277,2021
Pipestone,MN,7128,102,2021
Polk,MN,24442,279,2021
Pope,MN,9097,129,2021
Ramsey,MN,433816,491,2021
Red Lake,MN,3071,38,2021
Redwood,MN,12022,168,2021
Renville,MN,11671,164,2021
Rice,MN,53913,383,2021
Rock,MN,7527,109,2021
Roseau,MN,12041,169,2021
St. Louis,MN,166899,460,2021
Scott,MN,113700,437,2021
Sherburne,MN,74058,409,2021
Sibley,MN,11870,166,2021
Stearns,MN,124708,442,2021
Steele,MN,29111,304,2021
Stevens,MN,7799,114,2021
Swift,MN,7834,114,2021
Todd,MN,19699,246,2021
Traverse,MN,2716,34,2021
Wabasha,MN,17330,226,2021
Wadena,MN,10777,152,2021
Waseca,MN,15078,202,2021
Washington,MN,207509,469,2021
Watonwan,MN,8747,126,2021
Wilkin,MN,5133,69,2021
Winona,MN,41791,355,2021
Wright,MN,105691,433,2021
Yellow Medicine,MN,7638,110,2021
Adams,MS,24133,277,2021
Alcorn,MS,27865,298,2021
Amite,MS,10370,147,2021
Attala,MS,13916,190,2021
Benton,MS,6366,88,2021
Bolivar,MS,24387,278,2021
Calhoun,MS,10638,150,2021
Carroll,MS,8535,124,2021
Chickasaw,MS,13322,183,2021
Choctaw,MS,6634,92,2021
Claiborne,MS,7371,106,2021
Clarke,MS,12618,173,2021
Clay,MS,14993,201,2021
Coahoma,MS,16561,219,2021
Copiah,MS,22699,269,2021
Covington,MS,14363,195,2021
DeSoto,MS,142366,452,2021
Forrest,MS,61307,393,2021
Franklin,MS,6048,82,2021
George,MS,18427,236,2021
Greene,MS,11493,161,2021
Grenada,MS,17165,224,2021
Hancock,MS,37742,345,2021
Harrison,MS,162924,459,2021
Hinds,MS,181382,464,2021
Holmes,MS,13420,184,2021
Humphreys,MS,6080,83,2021
Issaquena,MS,1000,7,2021
Itawamba,MS,19237,242,2021
Jackson,MS,114300,438,2021
Jasper,MS,12953,177,2021
Jefferson,MS,5850,80,2021
Jefferson Davis,MS,9334,133,2021
Jones,MS,52501,379,2021
Kemper,MS,7695,112,2021
Lafayette,MS,46208,366,2021
Lamar,MS,49771,374,2021
Lauderdale,MS,58206,391,2021
Lawrence,MS,9398,134,2021
Leake,MS,16636,220,2021
Lee,MS,64919,398,2021
Leflore,MS,21509,260,2021
Lincoln,MS,27846,298,2021
Lowndes,MS,46352,366,2021
Madison,MS,84449,419,2021
Marion,MS,19496,244,2021
Marshall,MS,27644,296,2021
Monroe,MS,27566,296,2021
Montgomery,MS,8004,117,2021
Neshoba,MS,22009,264,2021
Newton,MS,16842,222,2021
Noxubee,MS,8206,119,2021
Oktibbeha,MS,43198,360,2021
Panola,MS,25804,287,2021
Pearl River,MS,44740,363,2021
Perry,MS,9334,133,2021
Pike,MS,30947,315,2021
Pontotoc,MS,23648,275,2021
Prentiss,MS,19932,247,2021
Quitman,MS,5060,67,2021
Rankin,MS,124886,443,2021
Scott,MS,21304,258,2021
Sharkey,MS,3302,42,2021
Simpson,MS,20695,253,2021
Smith,MS,11561,162,2021
Stone,MS,14867,199,2021
Sunflower,MS,21021,256,2021
Tallahatchie,MS,10596,150,2021
Tate,MS,22333,267,2021
Tippah,MS,17100,224,2021
Tishomingo,MS,15247,204,2021
Tunica,MS,7362,106,2021
Union,MS,21462,259,2021
Walthall,MS,10963,153,2021
Warren,MS,35440,335,2021
Washington,MS,35198,334,2021
Wayne,MS,15478,208,2021
Webster,MS,7782,113,2021
Wilkinson,MS,7062,101,2021
Winston,MS,14196,193,2021
Yalobusha,MS,10178,144,2021
Yazoo,MS,22665,269,2021
Adair,MO,21241,257,2021
Andrew,MO,14263,193,2021
Atchison,MO,4345,56,2021
Audrain,MO,20190,249,2021
Barry,MO,27662,297,2021
Barton,MO,9290,132,2021
Bates,MO,12755,175,2021
Benton,MO,16379,217,2021
Bollinger,MO,8766,126,2021
Boone,MO,149127,454,2021
Buchanan,MO,68465,403,2021
Butler,MO,33779,328,2021
Caldwell,MO,7001,99,2021
Callaway,MO,36172,338,2021
Camden,MO,36358,339,2021
Cape Girardeau,MO,65299,399,2021
Carroll,MO,6847,95,2021
Carter,MO,4403,57,2021
Cass,MO,84163,419,2021
Cedar,MO,11257,158,2021
Chariton,MO,5963,81,2021
Christian,MO,68006,403,2021
Clark,MO,5152,69,2021
Clay,MO,196930,468,2021
Clinton,MO,16883,223,2021
Cole,MO,61943,394,2021
Cooper,MO,13953,190,2021
Crawford,MO,18536,237,2021
Dade,MO,6228,86,2021
Dallas,MO,13194,181,2021
Daviess,MO,6549,90,2021
DeKalb,MO,9726,138,2021
Dent,MO,11640,164,2021
Douglas,MO,9486,135,2021
Dunklin,MO,21968,263,2021
Franklin,MO,83448,418,2021
Gasconade,MO,12026,169,2021
Gentry,MO,4845,64,2021
Greene,MO,241474,474,2021
Grundy,MO,7698,112,2021
Harrison,MO,6429,88,2021
Henry,MO,17730,229,2021
Hickory,MO,7146,102,2021
Holt,MO,3507,44,2021
Howard,MO,8167,119,2021
Howell,MO,31224,316,2021
Iron,MO,7752,113,2021
Jackson,MO,562970,496,2021
Jasper,MO,94815,427,2021
Jefferson,MO,179695,463,2021
Johnson,MO,43313,360,2021
Knox,MO,2995,37,2021
Laclede,MO,27828,297,2021
Lafayette,MO,26076,288,2021
Lawrence,MO,29475,307,2021
Lewis,MO,8051,117,2021
Lincoln,MO,45595,365,2021
Linn,MO,9503,135,2021
Livingston,MO,11962,167,2021
McDonald,MO,18108,232,2021
Macon,MO,12092,169,2021
Madison,MO,10127,144,2021
Maries,MO,6929,97,2021
Marion,MO,22524,268,2021
Mercer,MO,2788,34,2021
Miller,MO,19379,243,2021
Mississippi,MO,10616,150,2021
Moniteau,MO,12286,170,2021
Monroe,MO,6984,99,2021
Montgomery,MO,9141,130,2021
Morgan,MO,16651,220,2021
New Madrid,MO,13065,179,2021
Newton,MO,46243,366,2021
Nodaway,MO,18622,237,2021
Oregon,MO,7043,100,2021
Osage,MO,10683,151,2021
Ozark,MO,7221,104,2021
Pemiscot,MO,12284,170,2021
Perry,MO,15054,202,2021
Pettis,MO,33328,325,2021
Phelps,MO,36300,339,2021
Pike,MO,14405,195,2021
Platte,MO,82835,417,2021
Polk,MO,25017,282,2021
Pulaski,MO,42963,359,2021
Putnam,MO,3708,46,2021
Ralls,MO,8385,122,2021
Randolph,MO,20054,248,2021
Ray,MO,18408,235,2021
Reynolds,MO,5164,69,2021
Ripley,MO,8605,124,2021
St. Charles,MO,319400,484,2021
St. Clair,MO,7625,110,2021
Ste. Genevieve,MO,14876,199,2021
St. Francois,MO,54823,385,2021
St. Louis,MO,251030,475,2021
Saline,MO,18479,236,2021
Schuyler,MO,3149,39,2021
Scotland,MO,3521,45,2021
Scott,MO,29806,308,2021
Shannon,MO,5785,79,2021
Shelby,MO,4801,63,2021
Stoddard,MO,23098,272,2021
Stone,MO,26608,291,2021
Sullivan,MO,4797,63,2021
Taney,MO,45396,364,2021
Texas,MO,20212,249,2021
Vernon,MO,15534,208,2021
Warren,MO,27792,297,2021
Washington,MO,19061,240,2021
Wayne,MO,9315,133,2021
Webster,MO,29551,307,2021
Worth,MO,1624,16,2021
Wright,MO,14026,191,2021
Beaverhead,MT,8081,118,2021
Big Horn,MT,9255,131,2021
Blaine,MT,5102,68,2021
Broadwater,MT,5560,76,2021
Carbon,MT,8827,127,2021
Carter,MT,1146,9,2021
Cascade,MT,67038,401,2021
Chouteau,MT,4743,62,2021
Custer,MT,9882,141,2021
Daniels,MT,1434,12,2021
Dawson,MT,7403,107,2021
Deer Lodge,MT,8384,122,2021
Fallon,MT,2361,28,2021
Fergus,MT,9483,135,2021
Flathead,MT,83648,418,2021
Gallatin,MT,96337,428,2021
Garfield,MT,775,5,2021
Glacier,MT,10008,142,2021
Golden Valley,MT,703,4,2021
Granite,MT,2820,35,2021
Hill,MT,12291,170,2021
Jefferson,MT,9939,142,2021
Judith Basin,MT,1632,16,2021
Lake,MT,24521,280,2021
Lewis and Clark,MT,56828,388,2021
Liberty,MT,1531,15,2021
Lincoln,MT,16458,218,2021
McCone,MT,1490,13,2021
Madison,MT,7346,105,2021
Meagher,MT,1649,16,2021
Mineral,MT,3762,47,2021
Missoula,MT,98095,430,2021
Musselshell,MT,3987,50,2021
Park,MT,14569,197,2021
Petroleum,MT,362,0,2021
Phillips,MT,3298,42,2021
Pondera,MT,4692,61,2021
Powder River,MT,1437,12,2021
Powell,MT,6013,82,2021
Prairie,MT,966,7,2021
Ravalli,MT,36476,340,2021
Richland,MT,8917,127,2021
Roosevelt,MT,7590,109,2021
Rosebud,MT,6387,88,2021
Sanders,MT,10337,146,2021
Sheridan,MT,2840,35,2021
Silver Bow,MT,28510,302,2021
Stillwater,MT,7256,104,2021
Sweet Grass,MT,3004,38,2021
Teton,MT,4819,64,2021
Toole,MT,4165,53,2021
Treasure,MT,578,2,2021
Valley,MT,5958,81,2021
Wheatland,MT,1720,17,2021
Wibaux,MT,771,5,2021
Yellowstone,MT,129415,445,2021
Adams,NE,24583,280,2021
Antelope,NE,4968,66,2021
Arthur,NE,363,0,2021
Banner,NE,497,2,2021
Blaine,NE,300,0,2021
Boone,NE,4282,55,2021
Box Butte,NE,8336,121,2021
Boyd,NE,1491,13,2021
Brown,NE,2256,27,2021
Buffalo,NE,39464,349,2021
Burt,NE,5324,72,2021
Butler,NE,6626,91,2021
Cass,NE,20805,253,2021
Cedar,NE,6477,89,2021
Chase,NE,2894,36,2021
Cherry,NE,4341,56,2021
Cheyenne,NE,7613,110,2021
Clay,NE,4759,63,2021
Colfax,NE,7673,111,2021
Cuming,NE,7032,100,2021
Custer,NE,8353,121,2021
Dakota,NE,15318,205,2021
Dawes,NE,6982,99,2021
Dawson,NE,18203,234,2021
Deuel,NE,1545,15,2021
Dixon,NE,4336,56,2021
Dodge,NE,29157,305,2021
Douglas,NE,445496,492,2021
Dundy,NE,1506,14,2021
Fillmore,NE,4599,60,2021
Franklin,NE,2407,29,2021
Frontier,NE,2074,25,2021
Furnas,NE,3780,47,2021
Gage,NE,17368,226,2021
Garden,NE,1411,12,2021
Garfield,NE,1517,14,2021
Gosper,NE,1520,14,2021
Grant,NE,556,2,2021
Greeley,NE,1761,18,2021
Hall,NE,47166,369,2021
Hamilton,NE,7419,107,2021
Harlan,NE,2507,31,2021
Hayes,NE,689,4,2021
Hitchcock,NE,2071,24,2021
Holt,NE,7854,114,2021
Hooker,NE,579,3,2021
Howard,NE,5009,66,2021
Jefferson,NE,5813,79,2021
Johnson,NE,4396,57,2021
Kearney,NE,5063,68,2021
Keith,NE,6742,94,2021
Keya Paha,NE,757,5,2021
Kimball,NE,2966,36,2021
Knox,NE,6611,91,2021
Lancaster,NE,254970,476,2021
Lincoln,NE,27493,295,2021
Logan,NE,652,3,2021
Loup,NE,545,2,2021
McPherson,NE,404,1,2021
Madison,NE,27361,295,2021
Merrick,NE,6181,85,2021
Morrill,NE,3644,45,2021
Nance,NE,2693,33,2021
Nemaha,NE,5748,79,2021
Nuckolls,NE,3379,43,2021
Otoe,NE,12442,172,2021
Pawnee,NE,2035,23,2021
Perkins,NE,2224,26,2021
Phelps,NE,6979,99,2021
Pierce,NE,5664,78,2021
Platte,NE,26044,288,2021
Polk,NE,4206,54,2021
Red Willow,NE,8705,125,2021
Richardson,NE,6474,89,2021
Rock,NE,1076,8,2021
Saline,NE,11069,155,2021
