county,state,sexRatio,sexRatioBucket,year
Crowley,CO,204.1,511,2021
Custer,CO,90.9,28,2021
Delta,CO,101.3,323,2021
Denver,CO,101.3,323,2021
Dolores,CO,123.2,491,2021
Douglas,CO,101.0,312,2021
Eagle,CO,114.9,473,2021
Elbert,CO,103.0,372,2021
El Paso,CO,103.0,372,2021
Fremont,CO,140.6,502,2021
Garfield,CO,105.2,412,2021
Gilpin,CO,112.3,465,2021
Grand,CO,114.9,473,2021
Gunnison,CO,122.0,488,2021
Hinsdale,CO,82.9,2,2021
Huerfano,CO,104.6,401,2021
Jackson,CO,116.5,477,2021
Jefferson,CO,100.8,305,2021
Kiowa,CO,95.6,106,2021
Kit Carson,CO,105.9,419,2021
Lake,CO,109.8,451,2021
La Plata,CO,101.2,320,2021
Larimer,CO,100.2,281,2021
Las Animas,CO,111.1,458,2021
Lincoln,CO,138.6,502,2021
Logan,CO,125.6,494,2021
Mesa,CO,98.7,216,2021
Mineral,CO,90.9,28,2021
Moffat,CO,102.8,366,2021
Montezuma,CO,100.0,273,2021
Montrose,CO,100.3,285,2021
Morgan,CO,106.5,426,2021
Otero,CO,95.5,103,2021
Ouray,CO,101.7,336,2021
Park,CO,111.6,461,2021
Phillips,CO,103.3,378,2021
Pitkin,CO,114.8,472,2021
Prowers,CO,103.8,387,2021
Pueblo,CO,97.9,184,2021
Rio Blanco,CO,105.9,419,2021
Rio Grande,CO,112.0,463,2021
Routt,CO,108.8,444,2021
Saguache,CO,102.4,357,2021
San Juan,CO,117.4,480,2021
San Miguel,CO,118.5,483,2021
Sedgwick,CO,112.0,463,2021
Summit,CO,117.7,481,2021
Teller,CO,103.5,383,2021
Washington,CO,113.8,469,2021
Weld,CO,103.1,374,2021
Yuma,CO,103.6,384,2021
Fairfield,CT,96.0,117,2021
Hartford,CT,95.5,103,2021
Litchfield,CT,99.5,256,2021
Middlesex,CT,96.7,137,2021
New Haven,CT,94.0,68,2021
New London,CT,101.4,326,2021
Tolland,CT,101.7,336,2021
Windham,CT,99.4,251,2021
Kent,DE,93.8,64,2021
New Castle,DE,94.8,84,2021
Sussex,DE,94.5,78,2021
District of,,91.0,29,2021
Alachua,FL,93.5,58,2021
Baker,FL,115.0,473,2021
Bay,FL,99.7,263,2021
Bradford,FL,126.8,495,2021
Brevard,FL,96.8,141,2021
Broward,FL,96.1,121,2021
Calhoun,FL,123.6,492,2021
Charlotte,FL,96.3,126,2021
Citrus,FL,95.6,106,2021
Clay,FL,97.9,184,2021
Collier,FL,98.0,187,2021
Columbia,FL,108.7,443,2021
DeSoto,FL,130.7,498,2021
Dixie,FL,128.5,497,2021
Duval,FL,94.9,87,2021
Escambia,FL,98.5,208,2021
Flagler,FL,92.8,46,2021
Franklin,FL,130.1,497,2021
Gadsden,FL,90.1,21,2021
Gilchrist,FL,108.9,444,2021
Glades,FL,123.5,491,2021
Gulf,FL,135.5,501,2021
Hamilton,FL,145.9,504,2021
Hardee,FL,115.9,475,2021
Hendry,FL,113.4,468,2021
Hernando,FL,94.2,72,2021
Highlands,FL,96.1,121,2021
Hillsborough,FL,96.8,141,2021
Holmes,FL,119.8,485,2021
Indian River,FL,94.3,74,2021
Jackson,FL,122.2,489,2021
Jefferson,FL,112.4,465,2021
Lafayette,FL,161.1,508,2021
Lake,FL,94.9,87,2021
Lee,FL,97.0,148,2021
Leon,FL,90.5,24,2021
Levy,FL,95.8,112,2021
Liberty,FL,131.8,499,2021
Madison,FL,119.1,483,2021
Manatee,FL,94.4,76,2021
Marion,FL,93.1,50,2021
Martin,FL,98.5,208,2021
Miami-Dade,FL,95.8,112,2021
Monroe,FL,109.5,449,2021
Nassau,FL,98.8,224,2021
Okaloosa,FL,104.2,396,2021
Okeechobee,FL,117.2,479,2021
Orange,FL,97.1,152,2021
Osceola,FL,98.3,200,2021
Palm Beach,FL,95.1,91,2021
Pasco,FL,95.5,103,2021
Pinellas,FL,93.3,54,2021
Polk,FL,97.1,152,2021
Putnam,FL,99.0,232,2021
St. Johns,FL,95.8,112,2021
St. Lucie,FL,96.5,132,2021
Santa Rosa,FL,105.4,414,2021
Sarasota,FL,92.1,39,2021
Seminole,FL,94.6,81,2021
Sumter,FL,98.9,228,2021
Suwannee,FL,108.3,440,2021
Taylor,FL,125.5,494,2021
Union,FL,190.0,510,2021
Volusia,FL,96.0,117,2021
Wakulla,FL,121.6,487,2021
Walton,FL,102.9,369,2021
Washington,FL,120.5,485,2021
Appling,GA,104.5,400,2021
Atkinson,GA,100.0,273,2021
Bacon,GA,97.0,148,2021
Baker,GA,99.7,263,2021
Baldwin,GA,102.5,359,2021
Banks,GA,102.0,344,2021
Barrow,GA,97.1,152,2021
Bartow,GA,99.1,237,2021
Ben Hill,GA,90.0,20,2021
Berrien,GA,97.6,172,2021
Bibb,GA,88.7,14,2021
Bleckley,GA,87.6,10,2021
Brantley,GA,98.2,196,2021
Brooks,GA,93.3,54,2021
Bryan,GA,99.6,259,2021
Bulloch,GA,95.7,108,2021
Burke,GA,89.1,15,2021
Butts,GA,116.0,475,2021
Calhoun,GA,157.9,507,2021
Camden,GA,107.7,437,2021
Candler,GA,94.8,84,2021
Carroll,GA,95.0,88,2021
Catoosa,GA,94.3,74,2021
Charlton,GA,141.7,502,2021
Chatham,GA,93.2,52,2021
Chattahoochee,GA,190.6,510,2021
Chattooga,GA,106.1,421,2021
Cherokee,GA,97.9,184,2021
Clarke,GA,91.3,32,2021
Clay,GA,97.5,168,2021
Clayton,GA,88.3,12,2021
Clinch,GA,98.3,200,2021
Cobb,GA,94.9,87,2021
Coffee,GA,107.5,435,2021
Colquitt,GA,100.6,298,2021
Columbia,GA,96.6,134,2021
Cook,GA,94.9,87,2021
Coweta,GA,95.2,94,2021
Crawford,GA,108.7,443,2021
Crisp,GA,96.2,124,2021
Dade,GA,99.1,237,2021
Dawson,GA,104.6,401,2021
Decatur,GA,91.7,35,2021
DeKalb,GA,90.3,22,2021
Dodge,GA,111.8,462,2021
Dooly,GA,122.6,489,2021
Dougherty,GA,86.5,7,2021
Douglas,GA,91.3,32,2021
Early,GA,89.6,18,2021
Echols,GA,77.9,0,2021
Effingham,GA,99.5,256,2021
Elbert,GA,91.0,29,2021
Emanuel,GA,100.5,293,2021
Evans,GA,101.8,340,2021
Fannin,GA,95.2,94,2021
Fayette,GA,95.3,97,2021
Floyd,GA,94.1,71,2021
Forsyth,GA,99.6,259,2021
Franklin,GA,97.2,155,2021
Fulton,GA,94.6,81,2021
Gilmer,GA,99.3,246,2021
Glascock,GA,85.3,4,2021
Glynn,GA,89.3,16,2021
Gordon,GA,96.5,132,2021
Grady,GA,100.0,273,2021
Greene,GA,99.5,256,2021
Gwinnett,GA,96.2,124,2021
Habersham,GA,89.6,18,2021
Hall,GA,99.8,267,2021
Hancock,GA,121.5,487,2021
Haralson,GA,97.7,176,2021
Harris,GA,102.0,344,2021
Hart,GA,98.8,224,2021
Heard,GA,98.8,224,2021
Henry,GA,91.8,36,2021
Houston,GA,95.3,97,2021
Irwin,GA,117.4,480,2021
Jackson,GA,99.4,251,2021
Jasper,GA,96.0,117,2021
Jeff Davis,GA,101.3,323,2021
Jefferson,GA,94.6,81,2021
Jenkins,GA,95.8,112,2021
Johnson,GA,147.6,504,2021
Jones,GA,96.3,126,2021
Lamar,GA,95.8,112,2021
Lanier,GA,93.9,66,2021
Laurens,GA,91.6,35,2021
Lee,GA,101.4,326,2021
Liberty,GA,102.3,354,2021
Lincoln,GA,96.1,121,2021
Long,GA,107.7,437,2021
Lowndes,GA,94.3,74,2021
Lumpkin,GA,95.6,106,2021
McDuffie,GA,89.2,16,2021
McIntosh,GA,101.6,332,2021
Macon,GA,114.3,471,2021
Madison,GA,95.3,97,2021
Marion,GA,93.7,62,2021
Meriwether,GA,93.4,57,2021
Miller,GA,91.6,35,2021
Mitchell,GA,112.1,463,2021
Monroe,GA,101.7,336,2021
Montgomery,GA,101.1,316,2021
Morgan,GA,96.6,134,2021
Murray,GA,100.2,281,2021
Muscogee,GA,95.4,100,2021
Newton,GA,90.3,22,2021
Oconee,GA,98.4,204,2021
Oglethorpe,GA,104.3,397,2021
Paulding,GA,95.8,112,2021
Peach,GA,95.6,106,2021
Pickens,GA,100.8,305,2021
Pierce,GA,101.7,336,2021
Pike,GA,97.3,159,2021
Polk,GA,96.2,124,2021
Pulaski,GA,80.5,1,2021
Putnam,GA,91.5,34,2021
Quitman,GA,106.5,426,2021
Rabun,GA,96.3,126,2021
Randolph,GA,86.6,7,2021
Richmond,GA,94.9,87,2021
Rockdale,GA,89.8,19,2021
Schley,GA,93.4,57,2021
Screven,GA,93.8,64,2021
Seminole,GA,93.0,49,2021
Spalding,GA,93.3,54,2021
Stephens,GA,92.8,46,2021
Stewart,GA,221.3,511,2021
Sumter,GA,89.0,15,2021
Talbot,GA,93.0,49,2021
Taliaferro,GA,97.7,176,2021
Tattnall,GA,139.3,502,2021
Taylor,GA,95.2,94,2021
Telfair,GA,141.8,503,2021
Terrell,GA,100.0,273,2021
Thomas,GA,91.3,32,2021
Tift,GA,95.2,94,2021
Toombs,GA,88.6,13,2021
Towns,GA,90.5,24,2021
Treutlen,GA,127.0,495,2021
Troup,GA,92.1,39,2021
Turner,GA,95.4,100,2021
Twiggs,GA,99.0,232,2021
Union,GA,96.8,141,2021
Upson,GA,93.4,57,2021
Walker,GA,97.6,172,2021
Walton,GA,95.4,100,2021
Ware,GA,101.2,320,2021
Warren,GA,89.9,20,2021
Washington,GA,105.3,413,2021
Wayne,GA,102.4,357,2021
Webster,GA,97.3,159,2021
Wheeler,GA,211.7,511,2021
White,GA,97.7,176,2021
Whitfield,GA,100.3,285,2021
Wilcox,GA,160.1,508,2021
Wilkes,GA,95.6,106,2021
Wilkinson,GA,91.7,35,2021
Worth,GA,91.5,34,2021
Hawaii,HI,99.3,246,2021
Honolulu,HI,102.4,357,2021
Kalawao,HI,118.2,482,2021
Kauai,HI,99.5,256,2021
Maui,HI,99.9,270,2021
Ada,ID,101.2,320,2021
Adams,ID,109.7,451,2021
Bannock,ID,100.6,298,2021
Bear Lake,ID,101.1,316,2021
Benewah,ID,104.1,393,2021
Bingham,ID,100.4,289,2021
Blaine,ID,107.7,437,2021
Boise,ID,103.1,374,2021
Bonner,ID,100.5,293,2021
Bonneville,ID,101.2,320,2021
Boundary,ID,101.2,320,2021
Butte,ID,107.0,432,2021
Camas,ID,76.9,0,2021
Canyon,ID,99.3,246,2021
Caribou,ID,103.3,378,2021
Cassia,ID,104.2,396,2021
Clark,ID,110.8,457,2021
Clearwater,ID,125.4,494,2021
Custer,ID,114.1,470,2021
Elmore,ID,112.2,464,2021
Franklin,ID,110.2,453,2021
Fremont,ID,109.2,447,2021
Gem,ID,101.7,336,2021
Gooding,ID,103.8,387,2021
Idaho,ID,112.4,465,2021
Jefferson,ID,103.0,372,2021
Jerome,ID,101.7,336,2021
Kootenai,ID,98.9,228,2021
Latah,ID,104.7,404,2021
Lemhi,ID,109.4,448,2021
Lewis,ID,92.8,46,2021
Lincoln,ID,111.7,461,2021
Madison,ID,105.0,410,2021
Minidoka,ID,101.5,329,2021
Nez Perce,ID,98.4,204,2021
Oneida,ID,98.6,212,2021
Owyhee,ID,109.4,448,2021
Payette,ID,99.5,256,2021
Power,ID,100.2,281,2021
Shoshone,ID,100.2,281,2021
Teton,ID,109.7,451,2021
Twin Falls,ID,98.4,204,2021
Valley,ID,100.5,293,2021
Washington,ID,98.8,224,2021
Adams,IL,96.9,144,2021
Alexander,IL,93.5,58,2021
Bond,IL,112.0,463,2021
Boone,IL,99.9,270,2021
Brown,IL,179.7,510,2021
Bureau,IL,97.0,148,2021
Calhoun,IL,105.9,419,2021
Carroll,IL,101.3,323,2021
Cass,IL,101.0,312,2021
Champaign,IL,100.0,273,2021
Christian,IL,105.2,412,2021
Clark,IL,99.3,246,2021
Clay,IL,99.7,263,2021
Clinton,IL,109.0,445,2021
Coles,IL,94.5,78,2021
Cook,IL,95.4,100,2021
Crawford,IL,115.9,475,2021
Cumberland,IL,104.1,393,2021
DeKalb,IL,98.5,208,2021
De Witt,IL,100.6,298,2021
Douglas,IL,98.4,204,2021
DuPage,IL,97.8,179,2021
Edgar,IL,98.4,204,2021
Edwards,IL,97.6,172,2021
Effingham,IL,100.2,281,2021
Fayette,IL,112.9,467,2021
Ford,IL,98.8,224,2021
Franklin,IL,98.7,216,2021
Fulton,IL,110.6,456,2021
Gallatin,IL,97.7,176,2021
Greene,IL,102.8,366,2021
Grundy,IL,100.5,293,2021
Hamilton,IL,93.8,64,2021
Hancock,IL,101.8,340,2021
Hardin,IL,111.2,458,2021
Henderson,IL,99.7,263,2021
Henry,IL,99.3,246,2021
Iroquois,IL,96.2,124,2021
Jackson,IL,97.4,163,2021
Jasper,IL,101.8,340,2021
Jefferson,IL,108.1,439,2021
Jersey,IL,97.4,163,2021
Jo Daviess,IL,102.3,354,2021
Johnson,IL,121.4,487,2021
Kane,IL,100.3,285,2021
Kankakee,IL,98.2,196,2021
Kendall,IL,98.8,224,2021
Knox,IL,103.5,383,2021
Lake,IL,100.9,308,2021
LaSalle,IL,102.9,369,2021
Lawrence,IL,131.6,498,2021
Lee,IL,114.3,471,2021
Livingston,IL,103.8,387,2021
Logan,IL,97.2,155,2021
McDonough,IL,93.0,49,2021
McHenry,IL,100.0,273,2021
McLean,IL,95.2,94,2021
Macon,IL,92.8,46,2021
Macoupin,IL,97.9,184,2021
Madison,IL,96.1,121,2021
Marion,IL,96.3,126,2021
Marshall,IL,99.5,256,2021
Mason,IL,98.9,228,2021
Massac,IL,93.2,52,2021
Menard,IL,95.2,94,2021
Mercer,IL,102.1,348,2021
Monroe,IL,98.8,224,2021
Montgomery,IL,114.0,470,2021
Morgan,IL,101.1,316,2021
Moultrie,IL,96.4,129,2021
Ogle,IL,99.4,251,2021
Peoria,IL,95.1,91,2021
Perry,IL,122.7,490,2021
Piatt,IL,97.4,163,2021
Pike,IL,99.9,270,2021
Pope,IL,90.1,21,2021
Pulaski,IL,93.2,52,2021
Putnam,IL,103.3,378,2021
Randolph,IL,130.0,497,2021
Richland,IL,97.4,163,2021
Rock Island,IL,98.3,200,2021
St. Clair,IL,94.3,74,2021
Saline,IL,96.3,126,2021
Sangamon,IL,93.2,52,2021
Schuyler,IL,120.7,486,2021
Scott,IL,98.5,208,2021
Shelby,IL,97.4,163,2021
Stark,IL,98.1,191,2021
Stephenson,IL,96.2,124,2021
Tazewell,IL,97.6,172,2021
Union,IL,102.2,351,2021
Vermilion,IL,100.2,281,2021
Wabash,IL,98.3,200,2021
Warren,IL,97.3,159,2021
Washington,IL,100.7,301,2021
Wayne,IL,99.0,232,2021
White,IL,97.5,168,2021
Whiteside,IL,100.7,301,2021
Will,IL,99.5,256,2021
Williamson,IL,100.4,289,2021
Winnebago,IL,96.4,129,2021
Woodford,IL,99.8,267,2021
Adams,IN,101.1,316,2021
Allen,IN,96.8,141,2021
Bartholomew,IN,102.6,361,2021
Benton,IN,99.3,246,2021
Blackford,IN,98.1,191,2021
Boone,IN,98.8,224,2021
Brown,IN,98.3,200,2021
Carroll,IN,103.1,374,2021
Cass,IN,99.0,232,2021
Clark,IN,96.6,134,2021
Clay,IN,97.6,172,2021
Clinton,IN,99.8,267,2021
Crawford,IN,105.2,412,2021
Daviess,IN,100.5,293,2021
Dearborn,IN,99.0,232,2021
Decatur,IN,100.6,298,2021
DeKalb,IN,98.5,208,2021
Delaware,IN,93.5,58,2021
Dubois,IN,100.8,305,2021
Elkhart,IN,98.8,224,2021
Fayette,IN,96.3,126,2021
Floyd,IN,94.9,87,2021
Fountain,IN,100.6,298,2021
Franklin,IN,100.6,298,2021
Fulton,IN,100.2,281,2021
Gibson,IN,102.1,348,2021
Grant,IN,92.6,44,2021
Greene,IN,101.8,340,2021
Hamilton,IN,96.7,137,2021
Hancock,IN,98.1,191,2021
Harrison,IN,100.6,298,2021
Hendricks,IN,101.2,320,2021
Henry,IN,111.3,459,2021
Howard,IN,93.4,57,2021
Huntington,IN,99.8,267,2021
Jackson,IN,101.3,323,2021
Jasper,IN,100.5,293,2021
Jay,IN,103.1,374,2021
Jefferson,IN,92.0,39,2021
Jennings,IN,102.5,359,2021
Johnson,IN,97.3,159,2021
Knox,IN,104.1,393,2021
Kosciusko,IN,100.7,301,2021
LaGrange,IN,103.3,378,2021
Lake,IN,94.9,87,2021
LaPorte,IN,107.7,437,2021
Lawrence,IN,96.8,141,2021
Madison,IN,101.5,329,2021
Marion,IN,93.7,62,2021
Marshall,IN,100.2,281,2021
Martin,IN,104.6,401,2021
Miami,IN,117.6,481,2021
Monroe,IN,99.1,237,2021
Montgomery,IN,103.5,383,2021
Morgan,IN,99.6,259,2021
Newton,IN,104.2,396,2021
Noble,IN,102.0,344,2021
Ohio,IN,98.2,196,2021
Orange,IN,100.8,305,2021
Owen,IN,103.9,390,2021
Parke,IN,91.7,35,2021
Perry,IN,117.1,479,2021
Pike,IN,100.5,293,2021
Porter,IN,98.8,224,2021
Posey,IN,99.8,267,2021
Pulaski,IN,102.6,361,2021
Putnam,IN,110.2,453,2021
Randolph,IN,99.0,232,2021
Ripley,IN,98.8,224,2021
Rush,IN,101.1,316,2021
St. Joseph,IN,95.9,114,2021
Scott,IN,99.8,267,2021
Shelby,IN,98.8,224,2021
Spencer,IN,103.1,374,2021
Starke,IN,99.7,263,2021
Steuben,IN,104.5,400,2021
Sullivan,IN,115.2,474,2021
Switzerland,IN,105.4,414,2021
Tippecanoe,IN,105.3,413,2021
Tipton,IN,97.9,184,2021
Union,IN,97.1,152,2021
Vanderburgh,IN,95.2,94,2021
Vermillion,IN,100.1,277,2021
Vigo,IN,103.9,390,2021
Wabash,IN,96.8,141,2021
Warren,IN,100.5,293,2021
Warrick,IN,96.8,141,2021
Washington,IN,98.2,196,2021
Wayne,IN,95.9,114,2021
Wells,IN,96.8,141,2021
White,IN,100.9,308,2021
Whitley,IN,99.6,259,2021
Adair,IA,102.3,354,2021
Adams,IA,98.3,200,2021
Allamakee,IA,103.3,378,2021
Appanoose,IA,97.5,168,2021
Audubon,IA,100.2,281,2021
Benton,IA,101.4,326,2021
Black Hawk,IA,97.5,168,2021
Boone,IA,103.9,390,2021
Bremer,IA,100.6,298,2021
Buchanan,IA,98.7,216,2021
Buena Vista,IA,111.5,460,2021
Butler,IA,98.9,228,2021
Calhoun,IA,110.0,452,2021
Carroll,IA,100.4,289,2021
Cass,IA,101.4,326,2021
Cedar,IA,98.2,196,2021
Cerro Gordo,IA,97.7,176,2021
Cherokee,IA,102.3,354,2021
Chickasaw,IA,102.3,354,2021
Clarke,IA,109.7,451,2021
Clay,IA,96.9,144,2021
Clayton,IA,102.1,348,2021
Clinton,IA,97.5,168,2021
Crawford,IA,98.3,200,2021
